EG20230404a1,EG20230404a2,EG20230404a3,EG20230404a4,EG20230404a5,EG20230404a6,EG20230404a7,EG20230404a8,EG20230410b1,EG20230410b2,EG20230410b3,EG20230410b4,EG20230410c1,EG20230410c2,EG20230410c3,EG20230410c4,EG20230410c5,EG20230410c6,EG20230410c8,EG20230410c9,EG20230410c10,EG20230410c11,EG20230410c12,EG20230410c13
,9.7550001,,,,8.941,,,14.9891,14.3208,,,12.8205,,,,,,,,,,,9.6849003
,9.7789001,,,,8.9590998,,,,14.3584,,,12.8675,,,,,,,,,,,9.7333002
,9.7974997,,,,8.9801998,,,,14.3976,,,12.9093,,,,,,,,,,,9.7866001
,9.8311996,,,,8.9973001,,,,14.4349,,,12.9512,,,,,,,,,,,9.8354998
,9.8599005,,,,9.0139999,,,,14.4729,,,13.0033,,,,,,,,,,,9.8730001
,9.8865004,,,,9.0288,,,,14.513,,,13.0426,,,,,,,,,,,9.9020004
,9.9041004,,,,9.0465002,,,,14.5543,,,13.078,,,,,,,,,,,9.9387999
,9.9315004,,,,9.0790997,,,,14.5971,,,13.1119,,,,,,,,,,,9.9802999
,9.9551001,,,,9.1079998,,,,14.6344,,,13.1621,,,,,,,,,,,10.0165
,9.9865999,,,,9.1325998,,,,14.6833,,,13.2011,,,,,,,,,,,10.053
,10.0158,,,,9.1573,,,,14.7264,,,13.238,,,,,,,,,,,10.0794
,10.0399,,,,9.1935997,,,,14.7635,,,13.2705,,,,,,,,,,,10.1037
,10.0652,,,,9.2072001,,,,14.8087,,,13.3138,,,,,,,,,,,10.1208
,10.0912,,,,9.2328997,,,,14.8605,,,13.3611,,,,,,,,,,,10.1451
,10.1185,,,,9.2653999,,,,14.9083,,,13.4036,,,,,,,,,,,10.1599
,10.1454,,,,9.2827997,,,,14.9551,,,13.4431,,,,,,,,,,,10.1781
,10.1729,,,,9.2972002,,,,14.9976,,,13.48,,,,,,,,,,,10.2041
,10.2031,,,,9.3154001,,,,,,,13.5108,,,,,,,,,,,10.2204
,10.2199,,,,9.3371,,,,,,,13.5488,,,,,,,,,,,10.2427
,10.2404,,,,9.3614998,,,,,,,13.5921,,,,,,,,,,,10.2676
,10.267,,,,9.3853998,,,,,,,13.6279,,,,,,,,,,,10.308
,10.2901,,,,9.4022999,,,,,,,13.6731,,,,,,,,,,,10.3261
,10.3122,,,,9.4216995,,,,,,,13.7078,,,,,,,,,,,10.3692
,10.3414,,,,9.4362001,,,,,,,13.739,,,,,,,,,,,10.4079
,10.3639,,,,9.4528999,,,,,,,13.7807,,,,,,,,,,,10.4427
,10.3861,,,,9.4708996,,,,,,,13.8176,,,,,,,,,,,10.4958
,10.4179,,,,9.4914999,,,,,,,13.8595,,,,,,,,,,,10.5161
,10.4491,,,,9.5144997,,,,,,,13.8979,,,,,,,,,,,10.5407
,10.472,,,,9.5474997,,,,,,,13.933,,,,,,,,,,,10.5603
,10.4963,,,,9.5640001,,,,,,,13.9811,,,,,,,,,,,10.598
,10.5126,,,,9.5846004,,,,,,,14.0169,,,,,,,,,,,10.6231
,10.538,,,,9.6296997,,,,,,,14.0489,,,,,,,,,,,10.659
,10.5602,,,,9.6562004,,,,,,,14.0795,,,,,,,,,,,10.6768
,10.5795,,,,9.6782999,,,,,,,14.1236,,,,,,,,,,,10.6974
,10.6089,,,,9.7046003,,,,,,,14.1641,,,,,,,,,,,10.7315
,10.6298,,,,9.7266998,,,,,,,14.198,,,,,,,,,,,10.7717
,10.658,,,,9.7461996,,,,,,,14.2313,,,,,,,,,,,10.7966
,10.6859,,,,9.7713003,,,,,,,14.2728,,,,,,,,,,,10.8167
,10.7131,,,,9.8301001,,,,,,,14.3057,,,,,,,,,,,10.8619
,10.7469,,,,9.8542995,,,,,,,14.3431,,,,,,,,,,,10.8923
,10.7713,,,,9.8711004,,,,,,,14.375,,,,,,,,,,,10.9164
,10.7991,,,,9.8880997,,,,,,,14.4105,,,,,,,,,,,10.9437
,10.8169,,,,9.9032001,,,,,,,14.4494,,,,,,,,,,,10.9717
,10.8421,,,,9.9204998,,,,,,,14.4778,,,,,,,,,,,10.9912
,10.8708,,,,9.9469004,,,,,,,14.5067,,,,,,,,,,,11.0043
,10.903,,,,9.9815998,,,,,,,14.5447,,,,,,,,,,,11.0179
,10.9243,,,,9.9946003,,,,,,,14.5815,,,,,,,,,,,11.0382
,10.9569,,,,10.0205,,,,,,,14.6316,,,,,,,,,,,11.0633
,10.9837,,,,10.0427,,,,,,,14.6599,,,,,,,,,,,11.091
,11.0037,,,,10.0725,,,,,,,14.6911,,,,,,,,,,,11.1172
,11.0425,,,,10.0907,,,,,,,14.7315,,,,,,,,,,,11.1456
,11.0642,,,,10.1172,,,,,,,14.7669,,,,,,,,,,,11.1675
,11.0946,,,,10.1386,,,,,,,14.8052,,,,,,,,,,,11.1879
,11.1211,,,,10.1636,,,,,,,14.8436,,,,,,,,,,,11.2259
,11.1481,,,,10.1838,,,,,,,14.8873,,,,,,,,,,,11.2499
,11.1694,,,,10.2061,,,,,,,14.924,,,,,,,,,,,11.2666
,11.1902,,,,10.2226,,,,,,,14.9703,,,,,,,,,,,11.2859
,11.2213,,,,10.2369,,,,,,,,,,,,,,,,,,11.3158
,11.241,,,,10.2523,,,,,,,,,,,,,,,,,,11.3354
,11.2646,,,,10.2815,,,,,,,,,,,,,,,,,,11.3589
,11.2932,,,,10.3029,,,,,,,,,,,,,,,,,,11.3803
,11.3119,,,,10.3278,,,,,,,,,,,,,,,,,,11.4395
,11.3354,,,,10.3422,,,,,,,,,,,,,,,,,,11.4593
,11.3547,,,,10.3771,,,,,,,,,,,,,,,,,,11.4741
,11.3936,,,,10.4022,,,,,,,,,,,,,,,,,,11.5037
,11.4273,,,,10.4254,,,,,,,,,,,,,,,,,,11.5243
,11.4581,,,,10.4759,,,,,,,,,,,,,,,,,,11.5449
,11.4824,,,,10.5108,,,,,,,,,,,,,,,,,,11.5753
,11.5083,,,,10.5308,,,,,,,,,,,,,,,,,,11.5919
,11.5335,,,,10.5473,,,,,,,,,,,,,,,,,,11.6306
,11.5589,,,,10.5654,,,,,,,,,,,,,,,,,,11.6477
,11.582,,,,10.5877,,,,,,,,,,,,,,,,,,11.6729
,11.6105,,,,10.6086,,,,,,,,,,,,,,,,,,11.7058
,11.6472,,,,10.6305,,,,,,,,,,,,,,,,,,11.7419
,11.6743,,,,10.6478,,,,,,,,,,,,,,,,,,11.7851
,11.6999,,,,10.6679,,,,,,,,,,,,,,,,,,11.8129
,11.7301,,,,10.6824,,,,,,,,,,,,,,,,,,11.8405
,11.7539,,,,10.6983,,,,,,,,,,,,,,,,,,11.8611
,11.7811,,,,10.728,,,,,,,,,,,,,,,,,,11.8944
,11.8105,,,,10.7461,,,,,,,,,,,,,,,,,,11.9194
,11.8311,,,,10.7679,,,,,,,,,,,,,,,,,,11.9468
,11.855,,,,10.7817,,,,,,,,,,,,,,,,,,11.9706
,11.8735,,,,10.8234,,,,,,,,,,,,,,,,,,11.9959
,11.8984,,,,10.8415,,,,,,,,,,,,,,,,,,12.022
,11.9197,,,,10.8586,,,,,,,,,,,,,,,,,,12.0433
,11.9462,,,,10.879,,,,,,,,,,,,,,,,,,12.0693
,11.9688,,,,10.8948,,,,,,,,,,,,,,,,,,12.0942
,11.999,,,,10.9077,,,,,,,,,,,,,,,,,,12.1207
,12.0216,,,,10.9243,,,,,,,,,,,,,,,,,,12.1652
,12.0553,,,,10.9392,,,,,,,,,,,,,,,,,,12.1861
,12.0815,,,,10.958,,,,,,,,,,,,,,,,,,12.2074
,12.1244,,,,10.9761,,,,,,,,,,,,,,,,,,12.2441
,12.1499,,,,10.9935,,,,,,,,,,,,,,,,,,12.2789
,12.175,,,,11.0086,,,,,,,,,,,,,,,,,,12.3096
,12.1931,,,,11.0364,,,,,,,,,,,,,,,,,,12.3566
,12.2132,,,,11.055,,,,,,,,,,,,,,,,,,12.3828
,12.2636,,,,11.0731,,,,,,,,,,,,,,,,,,12.4172
,12.3034,,,,11.0939,,,,,,,,,,,,,,,,,,12.4465
,12.3294,,,,11.1097,,,,,,,,,,,,,,,,,,12.4719
,12.3758,,,,11.1298,,,,,,,,,,,,,,,,,,12.5109
,12.4079,,,,11.1459,,,,,,,,,,,,,,,,,,12.5361
,12.433,,,,11.1601,,,,,,,,,,,,,,,,,,12.5716
,12.4782,,,,11.1754,,,,,,,,,,,,,,,,,,12.6064
,12.5032,,,,11.2231,,,,,,,,,,,,,,,,,,12.6425
,12.5268,,,,11.2431,,,,,,,,,,,,,,,,,,12.6731
,12.5444,,,,11.2655,,,,,,,,,,,,,,,,,,12.7048
,12.5833,,,,11.2877,,,,,,,,,,,,,,,,,,12.7436
,12.6076,,,,11.3055,,,,,,,,,,,,,,,,,,12.7763
,12.6431,,,,11.3258,,,,,,,,,,,,,,,,,,12.8042
,12.6747,,,,11.3495,,,,,,,,,,,,,,,,,,12.8425
,12.6972,,,,11.3788,,,,,,,,,,,,,,,,,,12.8816
,12.728,,,,11.3977,,,,,,,,,,,,,,,,,,12.9097
,12.7459,,,,11.4157,,,,,,,,,,,,,,,,,,12.9404
,12.7756,,,,11.4306,,,,,,,,,,,,,,,,,,12.9661
,12.8098,,,,11.4492,,,,,,,,,,,,,,,,,,12.994
,12.8569,,,,11.4643,,,,,,,,,,,,,,,,,,13.0183
,12.9071,,,,11.487,,,,,,,,,,,,,,,,,,13.0437
,12.9504,,,,11.5027,,,,,,,,,,,,,,,,,,13.0885
,12.9727,,,,11.5205,,,,,,,,,,,,,,,,,,13.1098
,13.0094,,,,11.5372,,,,,,,,,,,,,,,,,,13.1412
,13.0364,,,,11.5689,,,,,,,,,,,,,,,,,,13.1678
,13.0539,,,,11.5915,,,,,,,,,,,,,,,,,,13.1928
,13.0866,,,,11.6076,,,,,,,,,,,,,,,,,,13.2176
,13.1126,,,,11.6278,,,,,,,,,,,,,,,,,,13.2542
,13.1457,,,,11.675,,,,,,,,,,,,,,,,,,13.2788
,13.1931,,,,11.692,,,,,,,,,,,,,,,,,,13.3236
,13.2356,,,,11.7108,,,,,,,,,,,,,,,,,,13.3575
,13.2575,,,,11.7332,,,,,,,,,,,,,,,,,,13.3874
,13.2855,,,,11.7475,,,,,,,,,,,,,,,,,,13.4179
,13.3096,,,,11.7618,,,,,,,,,,,,,,,,,,13.4673
,13.3474,,,,11.7847,,,,,,,,,,,,,,,,,,13.4963
,13.372,,,,11.8088,,,,,,,,,,,,,,,,,,13.5319
,13.4029,,,,11.831,,,,,,,,,,,,,,,,,,13.5625
,13.4423,,,,11.8471,,,,,,,,,,,,,,,,,,13.598
,13.4775,,,,11.8628,,,,,,,,,,,,,,,,,,13.6406
,13.4994,,,,11.8864,,,,,,,,,,,,,,,,,,13.6706
,13.5458,,,,11.9058,,,,,,,,,,,,,,,,,,13.7009
,13.5797,,,,11.9225,,,,,,,,,,,,,,,,,,13.7295
,13.6116,,,,11.9426,,,,,,,,,,,,,,,,,,13.7601
,13.633,,,,11.9545,,,,,,,,,,,,,,,,,,13.7915
,13.6538,,,,11.9732,,,,,,,,,,,,,,,,,,13.8171
,13.6815,,,,11.9913,,,,,,,,,,,,,,,,,,13.8365
,13.7013,,,,12.0098,,,,,,,,,,,,,,,,,,13.8811
,13.7338,,,,12.0272,,,,,,,,,,,,,,,,,,13.9323
,13.7646,,,,12.0563,,,,,,,,,,,,,,,,,,13.9811
,13.7965,,,,12.0724,,,,,,,,,,,,,,,,,,14.0828
,13.8289,,,,12.0892,,,,,,,,,,,,,,,,,,14.1232
,13.8643,,,,12.1069,,,,,,,,,,,,,,,,,,14.1642
,13.9129,,,,12.1298,,,,,,,,,,,,,,,,,,14.2027
,13.944,,,,12.1425,,,,,,,,,,,,,,,,,,14.2429
,13.9692,,,,12.1591,,,,,,,,,,,,,,,,,,14.2959
,14.0064,,,,12.178,,,,,,,,,,,,,,,,,,14.322
,14.0357,,,,12.194,,,,,,,,,,,,,,,,,,14.3517
,14.0617,,,,12.2071,,,,,,,,,,,,,,,,,,14.3909
,14.0853,,,,12.223,,,,,,,,,,,,,,,,,,14.4463
,14.124,,,,12.2379,,,,,,,,,,,,,,,,,,14.5
,14.1487,,,,12.2563,,,,,,,,,,,,,,,,,,14.5368
,14.1876,,,,12.2763,,,,,,,,,,,,,,,,,,14.5678
,14.2189,,,,12.2945,,,,,,,,,,,,,,,,,,14.5989
,14.2484,,,,12.3144,,,,,,,,,,,,,,,,,,14.6352
,14.2786,,,,12.3256,,,,,,,,,,,,,,,,,,14.6667
,14.3198,,,,12.3392,,,,,,,,,,,,,,,,,,14.6901
,14.3499,,,,12.3594,,,,,,,,,,,,,,,,,,14.7182
,14.399,,,,12.3792,,,,,,,,,,,,,,,,,,14.742
,14.4199,,,,12.4009,,,,,,,,,,,,,,,,,,14.7632
,14.4592,,,,12.4168,,,,,,,,,,,,,,,,,,14.7956
,14.4888,,,,12.4317,,,,,,,,,,,,,,,,,,14.8195
,14.5161,,,,12.4471,,,,,,,,,,,,,,,,,,14.8477
,14.5468,,,,12.4643,,,,,,,,,,,,,,,,,,14.8903
,14.5788,,,,12.4797,,,,,,,,,,,,,,,,,,14.9082
,14.6188,,,,12.4961,,,,,,,,,,,,,,,,,,14.9353
,14.6475,,,,12.5111,,,,,,,,,,,,,,,,,,14.9593
,14.6749,,,,12.524,,,,,,,,,,,,,,,,,,14.992
,14.7088,,,,12.5383,,,,,,,,,,,,,,,,,,
,14.7396,,,,12.5551,,,,,,,,,,,,,,,,,,
,14.7661,,,,12.5747,,,,,,,,,,,,,,,,,,
,14.8032,,,,12.5882,,,,,,,,,,,,,,,,,,
,14.8385,,,,12.6071,,,,,,,,,,,,,,,,,,
,14.877,,,,12.6241,,,,,,,,,,,,,,,,,,
,14.9093,,,,12.6385,,,,,,,,,,,,,,,,,,
,14.9331,,,,12.6586,,,,,,,,,,,,,,,,,,
,14.9704,,,,12.6772,,,,,,,,,,,,,,,,,,
,14.9993,,,,12.6933,,,,,,,,,,,,,,,,,,
,,,,,12.7126,,,,,,,,,,,,,,,,,,
,,,,,12.7289,,,,,,,,,,,,,,,,,,
,,,,,12.7456,,,,,,,,,,,,,,,,,,
,,,,,12.764,,,,,,,,,,,,,,,,,,
,,,,,12.7802,,,,,,,,,,,,,,,,,,
,,,,,12.802,,,,,,,,,,,,,,,,,,
,,,,,12.8213,,,,,,,,,,,,,,,,,,
,,,,,12.8369,,,,,,,,,,,,,,,,,,
,,,,,12.8519,,,,,,,,,,,,,,,,,,
,,,,,12.8684,,,,,,,,,,,,,,,,,,
,,,,,12.8818,,,,,,,,,,,,,,,,,,
,,,,,12.9011,,,,,,,,,,,,,,,,,,
,,,,,12.9331,,,,,,,,,,,,,,,,,,
,,,,,12.956,,,,,,,,,,,,,,,,,,
,,,,,12.9701,,,,,,,,,,,,,,,,,,
,,,,,12.9843,,,,,,,,,,,,,,,,,,
,,,,,13.0022,,,,,,,,,,,,,,,,,,
,,,,,13.0197,,,,,,,,,,,,,,,,,,
,,,,,13.0444,,,,,,,,,,,,,,,,,,
,,,,,13.0608,,,,,,,,,,,,,,,,,,
,,,,,13.0763,,,,,,,,,,,,,,,,,,
,,,,,13.0904,,,,,,,,,,,,,,,,,,
,,,,,13.111,,,,,,,,,,,,,,,,,,
,,,,,13.1307,,,,,,,,,,,,,,,,,,
,,,,,13.1453,,,,,,,,,,,,,,,,,,
,,,,,13.1679,,,,,,,,,,,,,,,,,,
,,,,,13.1866,,,,,,,,,,,,,,,,,,
,,,,,13.2117,,,,,,,,,,,,,,,,,,
,,,,,13.2329,,,,,,,,,,,,,,,,,,
,,,,,13.2546,,,,,,,,,,,,,,,,,,
,,,,,13.2693,,,,,,,,,,,,,,,,,,
,,,,,13.2859,,,,,,,,,,,,,,,,,,
,,,,,13.3028,,,,,,,,,,,,,,,,,,
,,,,,13.3186,,,,,,,,,,,,,,,,,,
,,,,,13.3352,,,,,,,,,,,,,,,,,,
,,,,,13.3511,,,,,,,,,,,,,,,,,,
,,,,,13.374,,,,,,,,,,,,,,,,,,
,,,,,13.3939,,,,,,,,,,,,,,,,,,
,,,,,13.4082,,,,,,,,,,,,,,,,,,
,,,,,13.4231,,,,,,,,,,,,,,,,,,
,,,,,13.436,,,,,,,,,,,,,,,,,,
,,,,,13.4452,,,,,,,,,,,,,,,,,,
,,,,,13.4591,,,,,,,,,,,,,,,,,,
,,,,,13.4859,,,,,,,,,,,,,,,,,,
,,,,,13.4997,,,,,,,,,,,,,,,,,,
,,,,,13.516,,,,,,,,,,,,,,,,,,
,,,,,13.5327,,,,,,,,,,,,,,,,,,
,,,,,13.5532,,,,,,,,,,,,,,,,,,
,,,,,13.5679,,,,,,,,,,,,,,,,,,
,,,,,13.5875,,,,,,,,,,,,,,,,,,
,,,,,13.604,,,,,,,,,,,,,,,,,,
,,,,,13.6194,,,,,,,,,,,,,,,,,,
,,,,,13.6336,,,,,,,,,,,,,,,,,,
,,,,,13.6494,,,,,,,,,,,,,,,,,,
,,,,,13.667,,,,,,,,,,,,,,,,,,
,,,,,13.6815,,,,,,,,,,,,,,,,,,
,,,,,13.7003,,,,,,,,,,,,,,,,,,
,,,,,13.7214,,,,,,,,,,,,,,,,,,
,,,,,13.737,,,,,,,,,,,,,,,,,,
,,,,,13.7543,,,,,,,,,,,,,,,,,,
,,,,,13.7709,,,,,,,,,,,,,,,,,,
,,,,,13.7892,,,,,,,,,,,,,,,,,,
,,,,,13.8044,,,,,,,,,,,,,,,,,,
,,,,,13.8178,,,,,,,,,,,,,,,,,,
,,,,,13.8292,,,,,,,,,,,,,,,,,,
,,,,,13.8498,,,,,,,,,,,,,,,,,,
,,,,,13.8632,,,,,,,,,,,,,,,,,,
,,,,,13.8779,,,,,,,,,,,,,,,,,,
,,,,,13.8953,,,,,,,,,,,,,,,,,,
,,,,,13.9124,,,,,,,,,,,,,,,,,,
,,,,,13.9245,,,,,,,,,,,,,,,,,,
,,,,,13.9397,,,,,,,,,,,,,,,,,,
,,,,,13.9582,,,,,,,,,,,,,,,,,,
,,,,,13.9753,,,,,,,,,,,,,,,,,,
,,,,,14.0082,,,,,,,,,,,,,,,,,,
,,,,,14.0275,,,,,,,,,,,,,,,,,,
,,,,,14.0438,,,,,,,,,,,,,,,,,,
,,,,,14.0675,,,,,,,,,,,,,,,,,,
,,,,,14.0929,,,,,,,,,,,,,,,,,,
,,,,,14.1086,,,,,,,,,,,,,,,,,,
,,,,,14.1328,,,,,,,,,,,,,,,,,,
,,,,,14.155,,,,,,,,,,,,,,,,,,
,,,,,14.1734,,,,,,,,,,,,,,,,,,
,,,,,14.1933,,,,,,,,,,,,,,,,,,
,,,,,14.2137,,,,,,,,,,,,,,,,,,
,,,,,14.2336,,,,,,,,,,,,,,,,,,
,,,,,14.2533,,,,,,,,,,,,,,,,,,
,,,,,14.2752,,,,,,,,,,,,,,,,,,
,,,,,14.3023,,,,,,,,,,,,,,,,,,
,,,,,14.3198,,,,,,,,,,,,,,,,,,
,,,,,14.3371,,,,,,,,,,,,,,,,,,
,,,,,14.3602,,,,,,,,,,,,,,,,,,
,,,,,14.3797,,,,,,,,,,,,,,,,,,
,,,,,14.3938,,,,,,,,,,,,,,,,,,
,,,,,14.4254,,,,,,,,,,,,,,,,,,
,,,,,14.4419,,,,,,,,,,,,,,,,,,
,,,,,14.4622,,,,,,,,,,,,,,,,,,
,,,,,14.4753,,,,,,,,,,,,,,,,,,
,,,,,14.4996,,,,,,,,,,,,,,,,,,
,,,,,14.5232,,,,,,,,,,,,,,,,,,
,,,,,14.534,,,,,,,,,,,,,,,,,,
,,,,,14.5505,,,,,,,,,,,,,,,,,,
,,,,,14.5685,,,,,,,,,,,,,,,,,,
,,,,,14.5902,,,,,,,,,,,,,,,,,,
,,,,,14.6066,,,,,,,,,,,,,,,,,,
,,,,,14.6272,,,,,,,,,,,,,,,,,,
,,,,,14.6534,,,,,,,,,,,,,,,,,,
,,,,,14.6732,,,,,,,,,,,,,,,,,,
,,,,,14.6911,,,,,,,,,,,,,,,,,,
,,,,,14.7147,,,,,,,,,,,,,,,,,,
,,,,,14.7287,,,,,,,,,,,,,,,,,,
,,,,,14.7475,,,,,,,,,,,,,,,,,,
,,,,,14.7655,,,,,,,,,,,,,,,,,,
,,,,,14.7927,,,,,,,,,,,,,,,,,,
,,,,,14.8151,,,,,,,,,,,,,,,,,,
,,,,,14.8336,,,,,,,,,,,,,,,,,,
,,,,,14.8498,,,,,,,,,,,,,,,,,,
,,,,,14.8699,,,,,,,,,,,,,,,,,,
,,,,,14.8875,,,,,,,,,,,,,,,,,,
,,,,,14.9049,,,,,,,,,,,,,,,,,,
,,,,,14.9251,,,,,,,,,,,,,,,,,,
,,,,,14.9489,,,,,,,,,,,,,,,,,,
,,,,,14.9801,,,,,,,,,,,,,,,,,,
