EG20230328b2,EG20230328b3,EG20230328b5,EG20230330a1,EG20230330a2,EG20230330b1,EG20230330b2,EG20230330b3,EG20230330b4,EG20230330c1,EG20230330c2,EG20230330d1,EG20230330d2,EG20230413a,EG20230413b1,EG20230413b2,EG20230413b3,EG20230413c2,EG20230413c3,EG20230413c4,EG20230413c5
,,12.9025,,,,,,,,14.9867,,,,,,,,,,11.0423
,,12.9281,,,,,,,,,,,,,,,,,,11.0718
,,12.9441,,,,,,,,,,,,,,,,,,11.0875
,,12.9696,,,,,,,,,,,,,,,,,,11.1061
,,12.9973,,,,,,,,,,,,,,,,,,11.1274
,,13.0195,,,,,,,,,,,,,,,,,,11.1445
,,13.0368,,,,,,,,,,,,,,,,,,11.1746
,,13.0529,,,,,,,,,,,,,,,,,,11.1955
,,13.0744,,,,,,,,,,,,,,,,,,11.2214
,,13.0914,,,,,,,,,,,,,,,,,,11.2415
,,13.1173,,,,,,,,,,,,,,,,,,11.2679
,,13.1321,,,,,,,,,,,,,,,,,,11.2892
,,13.1485,,,,,,,,,,,,,,,,,,11.3174
,,13.1694,,,,,,,,,,,,,,,,,,11.333
,,13.1879,,,,,,,,,,,,,,,,,,11.3526
,,13.2136,,,,,,,,,,,,,,,,,,11.3742
,,13.2339,,,,,,,,,,,,,,,,,,11.3925
,,13.255,,,,,,,,,,,,,,,,,,11.418
,,13.2676,,,,,,,,,,,,,,,,,,11.4451
,,13.2917,,,,,,,,,,,,,,,,,,11.4691
,,13.3147,,,,,,,,,,,,,,,,,,11.4889
,,13.3324,,,,,,,,,,,,,,,,,,11.5177
,,13.3634,,,,,,,,,,,,,,,,,,11.5315
,,13.3887,,,,,,,,,,,,,,,,,,11.5531
,,13.4138,,,,,,,,,,,,,,,,,,11.577
,,13.434,,,,,,,,,,,,,,,,,,11.5961
,,13.4597,,,,,,,,,,,,,,,,,,11.622
,,13.479,,,,,,,,,,,,,,,,,,11.6415
,,13.4985,,,,,,,,,,,,,,,,,,11.6668
,,13.5184,,,,,,,,,,,,,,,,,,11.6838
,,13.5487,,,,,,,,,,,,,,,,,,11.703
,,13.5723,,,,,,,,,,,,,,,,,,11.7279
,,13.5883,,,,,,,,,,,,,,,,,,11.7468
,,13.6044,,,,,,,,,,,,,,,,,,11.7701
,,13.6278,,,,,,,,,,,,,,,,,,11.7843
,,13.6423,,,,,,,,,,,,,,,,,,11.816
,,13.6641,,,,,,,,,,,,,,,,,,11.8335
,,13.6866,,,,,,,,,,,,,,,,,,11.8479
,,13.7064,,,,,,,,,,,,,,,,,,11.8705
,,13.7265,,,,,,,,,,,,,,,,,,11.8879
,,13.751,,,,,,,,,,,,,,,,,,11.9168
,,13.7742,,,,,,,,,,,,,,,,,,11.9334
,,13.7973,,,,,,,,,,,,,,,,,,11.9486
,,13.8156,,,,,,,,,,,,,,,,,,11.9706
,,13.8272,,,,,,,,,,,,,,,,,,11.9882
,,13.8477,,,,,,,,,,,,,,,,,,12.0074
,,13.8647,,,,,,,,,,,,,,,,,,12.0236
,,13.8888,,,,,,,,,,,,,,,,,,12.0423
,,13.9084,,,,,,,,,,,,,,,,,,12.0621
,,13.9279,,,,,,,,,,,,,,,,,,12.0789
,,13.9487,,,,,,,,,,,,,,,,,,12.0967
,,13.9735,,,,,,,,,,,,,,,,,,12.1129
,,13.9932,,,,,,,,,,,,,,,,,,12.1282
,,14.0106,,,,,,,,,,,,,,,,,,12.1437
,,14.0451,,,,,,,,,,,,,,,,,,12.1587
,,14.0604,,,,,,,,,,,,,,,,,,12.1767
,,14.085,,,,,,,,,,,,,,,,,,12.1951
,,14.11,,,,,,,,,,,,,,,,,,12.2129
,,14.1288,,,,,,,,,,,,,,,,,,12.2331
,,14.1562,,,,,,,,,,,,,,,,,,12.2494
,,14.18,,,,,,,,,,,,,,,,,,12.2675
,,14.2029,,,,,,,,,,,,,,,,,,12.2857
,,14.2777,,,,,,,,,,,,,,,,,,12.3051
,,14.3035,,,,,,,,,,,,,,,,,,12.3208
,,14.3288,,,,,,,,,,,,,,,,,,12.3375
,,14.3547,,,,,,,,,,,,,,,,,,12.3556
,,14.3714,,,,,,,,,,,,,,,,,,12.3725
,,14.4054,,,,,,,,,,,,,,,,,,12.391
,,14.4327,,,,,,,,,,,,,,,,,,12.4111
,,14.4613,,,,,,,,,,,,,,,,,,12.4271
,,14.5155,,,,,,,,,,,,,,,,,,12.4441
,,14.5356,,,,,,,,,,,,,,,,,,12.4681
,,14.5662,,,,,,,,,,,,,,,,,,12.4885
,,14.5889,,,,,,,,,,,,,,,,,,12.5027
,,14.6087,,,,,,,,,,,,,,,,,,12.5229
,,14.6403,,,,,,,,,,,,,,,,,,12.541
,,14.657,,,,,,,,,,,,,,,,,,12.5563
,,14.6764,,,,,,,,,,,,,,,,,,12.5743
,,14.7043,,,,,,,,,,,,,,,,,,12.59
,,14.7384,,,,,,,,,,,,,,,,,,12.6063
,,14.7756,,,,,,,,,,,,,,,,,,12.6239
,,14.8026,,,,,,,,,,,,,,,,,,12.6424
,,14.8242,,,,,,,,,,,,,,,,,,12.6673
,,14.8497,,,,,,,,,,,,,,,,,,12.6884
,,14.8796,,,,,,,,,,,,,,,,,,12.706
,,14.9167,,,,,,,,,,,,,,,,,,12.724
,,14.9372,,,,,,,,,,,,,,,,,,12.7404
,,14.9551,,,,,,,,,,,,,,,,,,12.7563
,,14.9711,,,,,,,,,,,,,,,,,,12.7698
,,,,,,,,,,,,,,,,,,,,12.7866
,,,,,,,,,,,,,,,,,,,,12.8028
,,,,,,,,,,,,,,,,,,,,12.8191
,,,,,,,,,,,,,,,,,,,,12.8382
,,,,,,,,,,,,,,,,,,,,12.8568
,,,,,,,,,,,,,,,,,,,,12.8743
,,,,,,,,,,,,,,,,,,,,12.8892
,,,,,,,,,,,,,,,,,,,,12.9059
,,,,,,,,,,,,,,,,,,,,12.9225
,,,,,,,,,,,,,,,,,,,,12.9362
,,,,,,,,,,,,,,,,,,,,12.9533
,,,,,,,,,,,,,,,,,,,,12.969
,,,,,,,,,,,,,,,,,,,,12.9866
,,,,,,,,,,,,,,,,,,,,13.0037
,,,,,,,,,,,,,,,,,,,,13.0199
,,,,,,,,,,,,,,,,,,,,13.039
,,,,,,,,,,,,,,,,,,,,13.0597
,,,,,,,,,,,,,,,,,,,,13.0767
,,,,,,,,,,,,,,,,,,,,13.0929
,,,,,,,,,,,,,,,,,,,,13.1091
,,,,,,,,,,,,,,,,,,,,13.1273
,,,,,,,,,,,,,,,,,,,,13.1455
,,,,,,,,,,,,,,,,,,,,13.1607
,,,,,,,,,,,,,,,,,,,,13.1776
,,,,,,,,,,,,,,,,,,,,13.1962
,,,,,,,,,,,,,,,,,,,,13.2098
,,,,,,,,,,,,,,,,,,,,13.2262
,,,,,,,,,,,,,,,,,,,,13.2429
,,,,,,,,,,,,,,,,,,,,13.2585
,,,,,,,,,,,,,,,,,,,,13.2721
,,,,,,,,,,,,,,,,,,,,13.2901
,,,,,,,,,,,,,,,,,,,,13.3083
,,,,,,,,,,,,,,,,,,,,13.3284
,,,,,,,,,,,,,,,,,,,,13.3454
,,,,,,,,,,,,,,,,,,,,13.3614
,,,,,,,,,,,,,,,,,,,,13.3778
,,,,,,,,,,,,,,,,,,,,13.3965
,,,,,,,,,,,,,,,,,,,,13.4118
,,,,,,,,,,,,,,,,,,,,13.4285
,,,,,,,,,,,,,,,,,,,,13.4507
,,,,,,,,,,,,,,,,,,,,13.4686
,,,,,,,,,,,,,,,,,,,,13.4861
,,,,,,,,,,,,,,,,,,,,13.5024
,,,,,,,,,,,,,,,,,,,,13.5193
,,,,,,,,,,,,,,,,,,,,13.5346
,,,,,,,,,,,,,,,,,,,,13.549
,,,,,,,,,,,,,,,,,,,,13.5638
,,,,,,,,,,,,,,,,,,,,13.5798
,,,,,,,,,,,,,,,,,,,,13.5991
,,,,,,,,,,,,,,,,,,,,13.6148
,,,,,,,,,,,,,,,,,,,,13.6313
,,,,,,,,,,,,,,,,,,,,13.6495
,,,,,,,,,,,,,,,,,,,,13.6633
,,,,,,,,,,,,,,,,,,,,13.6829
,,,,,,,,,,,,,,,,,,,,13.7046
,,,,,,,,,,,,,,,,,,,,13.7234
,,,,,,,,,,,,,,,,,,,,13.7413
,,,,,,,,,,,,,,,,,,,,13.7558
,,,,,,,,,,,,,,,,,,,,13.7769
,,,,,,,,,,,,,,,,,,,,13.7948
,,,,,,,,,,,,,,,,,,,,13.8199
,,,,,,,,,,,,,,,,,,,,13.8392
,,,,,,,,,,,,,,,,,,,,13.8578
,,,,,,,,,,,,,,,,,,,,13.874
,,,,,,,,,,,,,,,,,,,,13.8899
,,,,,,,,,,,,,,,,,,,,13.9085
,,,,,,,,,,,,,,,,,,,,13.9273
,,,,,,,,,,,,,,,,,,,,13.9409
,,,,,,,,,,,,,,,,,,,,13.9586
,,,,,,,,,,,,,,,,,,,,13.9766
,,,,,,,,,,,,,,,,,,,,13.9933
,,,,,,,,,,,,,,,,,,,,14.0102
,,,,,,,,,,,,,,,,,,,,14.0312
,,,,,,,,,,,,,,,,,,,,14.0525
,,,,,,,,,,,,,,,,,,,,14.0709
,,,,,,,,,,,,,,,,,,,,14.0885
,,,,,,,,,,,,,,,,,,,,14.1091
,,,,,,,,,,,,,,,,,,,,14.1261
,,,,,,,,,,,,,,,,,,,,14.1409
,,,,,,,,,,,,,,,,,,,,14.1595
,,,,,,,,,,,,,,,,,,,,14.1761
,,,,,,,,,,,,,,,,,,,,14.1945
,,,,,,,,,,,,,,,,,,,,14.2157
,,,,,,,,,,,,,,,,,,,,14.2323
,,,,,,,,,,,,,,,,,,,,14.2497
,,,,,,,,,,,,,,,,,,,,14.2678
,,,,,,,,,,,,,,,,,,,,14.2849
,,,,,,,,,,,,,,,,,,,,14.3028
,,,,,,,,,,,,,,,,,,,,14.3253
,,,,,,,,,,,,,,,,,,,,14.3466
,,,,,,,,,,,,,,,,,,,,14.365
,,,,,,,,,,,,,,,,,,,,14.3825
,,,,,,,,,,,,,,,,,,,,14.3995
,,,,,,,,,,,,,,,,,,,,14.4182
,,,,,,,,,,,,,,,,,,,,14.4385
,,,,,,,,,,,,,,,,,,,,14.4544
,,,,,,,,,,,,,,,,,,,,14.4699
,,,,,,,,,,,,,,,,,,,,14.4852
,,,,,,,,,,,,,,,,,,,,14.5013
,,,,,,,,,,,,,,,,,,,,14.5181
,,,,,,,,,,,,,,,,,,,,14.5394
,,,,,,,,,,,,,,,,,,,,14.557
,,,,,,,,,,,,,,,,,,,,14.5736
,,,,,,,,,,,,,,,,,,,,14.5929
,,,,,,,,,,,,,,,,,,,,14.6133
,,,,,,,,,,,,,,,,,,,,14.6325
,,,,,,,,,,,,,,,,,,,,14.6505
,,,,,,,,,,,,,,,,,,,,14.67
,,,,,,,,,,,,,,,,,,,,14.6888
,,,,,,,,,,,,,,,,,,,,14.7071
,,,,,,,,,,,,,,,,,,,,14.7247
,,,,,,,,,,,,,,,,,,,,14.7447
,,,,,,,,,,,,,,,,,,,,14.7663
,,,,,,,,,,,,,,,,,,,,14.7848
,,,,,,,,,,,,,,,,,,,,14.8009
,,,,,,,,,,,,,,,,,,,,14.8172
,,,,,,,,,,,,,,,,,,,,14.8355
,,,,,,,,,,,,,,,,,,,,14.8585
,,,,,,,,,,,,,,,,,,,,14.8742
,,,,,,,,,,,,,,,,,,,,14.8931
,,,,,,,,,,,,,,,,,,,,14.9113
,,,,,,,,,,,,,,,,,,,,14.927
,,,,,,,,,,,,,,,,,,,,14.9458
,,,,,,,,,,,,,,,,,,,,14.9645
,,,,,,,,,,,,,,,,,,,,14.9816
,,,,,,,,,,,,,,,,,,,,14.9979
