20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
6.9598999,,14.6312,,12.4234,10.0083,,3.9326,,,9.3877001,12.4064,,13.0387,,6.5496998,14.7673,8.7377996,13.2551,5.2898002,7.7473998,,,,7.8488998,12.3181,,,,,,,8.6822996,,6.2867999,9.8576002,5.7614999,
6.9833999,,14.6703,,12.4563,10.0418,,3.947,,,9.4513998,12.4427,,13.0672,,6.5700998,14.8022,8.7649002,13.3014,5.3127999,7.7740998,,,,7.8762999,12.375,,,,,,,8.7062998,,6.3165998,9.8893003,5.7824998,
7.0197001,,14.7158,,12.4947,10.0586,,3.9612,,,9.4668999,12.4815,,13.1045,,6.5907998,14.8539,8.7922001,13.3406,5.3242002,7.8059001,,,,7.8986001,12.4247,,,,,,,8.7333002,,6.3347998,9.9225998,5.8024001,
7.0427999,,14.7611,,12.5261,10.1055,,3.9737999,,,9.4883003,12.5254,,13.1418,,6.6176,14.9026,8.8345003,13.3807,5.329,7.8248,,,,7.9330001,12.4769,,,,,,,8.7763996,,6.355,9.9556999,5.8178,
7.0665002,,14.7924,,12.5607,10.1491,,3.9856,,,9.5221004,12.5551,,13.1692,,6.6359,14.9531,8.8570004,13.421,5.3462,7.8512998,,,,7.9562998,12.5197,,,,,,,8.7931995,,6.3752999,9.9876003,5.8386002,
7.085,,14.8301,,12.5969,10.1583,,4.0205998,,,9.5479002,12.5958,,13.2027,,6.6571002,14.9978,8.8831997,13.4587,5.3628998,7.8785,,,,7.9851999,12.5581,,,,,,,8.8065996,,6.3948002,10.025,5.8583002,
7.1068001,,14.8745,,12.6296,10.2084,,4.0349998,,,9.5851002,12.6296,,13.2308,,6.6767001,,8.9286003,13.5013,5.3806,7.9164,,,,8.0268002,12.6047,,,,,,,8.8374004,,6.4225998,10.0518,5.8796,
7.1290002,,14.9132,,12.6536,10.2353,,4.0493002,,,9.632,12.6639,,13.2602,,6.6988001,,8.9554996,13.5445,5.3973999,7.9397998,,,,8.0509005,12.6763,,,,,,,8.8864002,,6.4412999,10.0796,5.8983002,
7.1538,,14.953,,12.6814,10.2576,,4.0615001,,,9.6450005,12.6957,,13.2949,,6.7251,,8.9798002,13.5879,5.415,7.9657001,,,,8.0775995,12.7324,,,,,,,8.8973999,,6.4608998,10.1251,5.9161,
7.1763,,14.9875,,12.7181,10.3073,,4.0742998,,,9.6676998,12.7271,,13.3306,,6.7467999,,9.0299997,13.6259,5.4324999,7.9919,,,,8.1029997,12.7719,,,,,,,8.9076004,,6.4823999,10.1582,5.9352002,
7.1993999,,,,12.7513,10.3312,,4.0858998,,,9.6864996,12.7631,,13.359,,6.7681999,,9.0620003,13.6662,5.4509001,8.0059996,,,,8.1281004,12.8187,,,,,,,8.9407997,,6.5033002,10.1888,5.9548998,
7.2227998,,,,12.7795,10.3591,,4.0984001,,,9.7129002,12.8024,,13.3844,,6.7880998,,9.0887003,13.7052,5.4675002,8.0193996,,,,8.1506004,12.8659,,,,,,,8.9844999,,6.5254998,10.2262,5.9754,
7.2452998,,,,12.8149,10.3846,,4.1227999,,,9.7365999,12.8252,,13.4143,,6.8182998,,9.1337996,13.7484,5.4847002,8.0447998,,,,8.1724005,12.9052,,,,,,,8.9969997,,6.5444002,10.2544,5.9962001,
7.2686,,,,12.8455,10.4072,,4.1367998,,,9.7629004,12.8586,,13.4443,,6.8378,,9.1632996,13.7902,5.5033002,8.0706997,,,,8.2327995,12.9498,,,,,,,9.0073004,,6.5644999,10.2878,6.0166998,
7.2926002,,,,12.8769,10.4397,,4.1525002,,,9.7877998,12.8996,,13.4708,,6.8564,,9.1857996,13.8406,5.5204,8.0952997,,,,8.2627001,12.988,,,,,,,9.0431995,,6.5862999,10.3218,6.0349002,
7.3207002,,,,12.9092,10.4584,,4.1666999,,,9.8360004,12.9373,,13.4996,,6.8752999,,9.2320995,13.8855,5.5380998,8.1232004,,,,8.2874002,13.0408,,,,,,,9.0930004,,6.6170001,10.3486,6.0545001,
7.3474002,,,,12.9393,10.4967,,4.1802001,,,9.8492002,12.9825,,13.5287,,6.8947001,,9.2592001,13.9264,5.5562,8.1496,,,,8.3233004,13.0896,,,,,,,9.0994997,,6.6366,10.3775,6.0724001,
7.3688998,,,,12.9708,10.5089,,4.1922998,,,9.8778,13.0176,,13.5623,,6.9203,,9.2903996,13.9798,5.5734,8.1788998,,,,8.3459997,13.1331,,,,,,,9.1099005,,6.6561999,10.4229,6.0911002,
7.3927999,,,,12.9969,10.5573,,4.2205,,,9.9000998,13.063,,13.5955,,6.9398999,,9.3318996,14.017,5.5918002,8.2259998,,,,8.3660002,13.1664,,,,,,,9.1514997,,6.6766,10.4542,6.1093001,
7.4225001,,,,13.0231,10.6035,,4.2349,,,9.9268999,13.1008,,13.6257,,6.9612999,,9.3591003,14.0667,5.6141,8.2510996,,,,8.3936005,13.2061,,,,,,,9.1686001,,6.6968002,10.4889,6.1275001,
7.4464002,,,,13.054,10.6543,,4.2463999,,,9.9560003,13.1359,,13.6645,,6.9822001,,9.3814001,14.107,5.6317,8.2825003,,,,8.4313002,13.2743,,,,,,,9.2049999,,6.7200999,10.5265,6.1468,
7.473,,,,13.0912,10.6832,,4.2589002,,,10.0594,13.1678,,13.6964,,7.0235,,9.3842001,14.1459,5.6480999,8.3056002,,,,8.4575005,13.3196,,,,,,,9.2254,,6.7391,10.5587,6.1673999,
7.4935002,,,,13.1259,10.7075,,4.2705998,,,10.0815,13.2264,,13.731,,7.0434999,,9.4263,14.1891,5.6655998,8.3175001,,,,8.4798002,13.3629,,,,,,,9.2592001,,6.7586999,10.5858,6.1866002,
7.5233002,,,,13.1585,10.7333,,4.2817998,,,10.1119,13.2601,,13.759,,7.0637002,,9.4482002,14.2323,5.6819,8.3399,,,,8.5023003,13.4105,,,,,,,9.2903996,,6.7786002,10.6233,6.2058001,
7.5415001,,,,13.1878,10.758,,4.2927999,,,10.1655,13.2906,,13.7915,,7.0837002,,9.4757996,14.274,5.6989002,8.3648996,,,,8.5333004,13.4489,,,,,,,9.3170996,,6.7986999,10.6487,6.2228999,
7.5762,,,,13.2184,10.7976,,4.3044,,,10.1905,13.3257,,13.8275,,7.1048999,,9.5293999,14.3119,5.7146001,8.3908005,,,,8.5562,13.4985,,,,,,,9.3584003,,6.8221998,10.6875,6.2421999,
7.5959001,,,,13.2452,10.8093,,4.3189998,,,10.2637,13.354,,13.8559,,7.1279998,,9.5537004,14.3591,5.7309999,8.4057999,,,,8.5804996,13.5351,,,,,,,9.3636999,,6.8410001,10.725,6.2612,
7.6265998,,,,13.2755,10.8572,,4.3315001,,,10.2791,13.3843,,13.897,,7.1487002,,9.5806999,14.4032,5.7501998,8.4181995,,,,8.6251001,13.5806,,,,,,,9.4233999,,6.8587999,10.7534,6.2813001,
7.6433001,,,,13.3144,10.8777,,4.3429999,,,10.3069,13.4117,,13.9273,,7.1683002,,9.6323996,14.4553,5.7684999,8.4473,,,,8.6472998,13.6358,,,,,,,9.4785004,,6.8794999,10.7865,6.2995,
7.6606998,,,,13.3471,10.9084,,4.3544002,,,10.3297,13.4451,,13.9578,,7.1883998,,9.6566,14.4972,5.7877998,8.4720001,,,,8.6726999,13.6806,,,,,,,9.4858999,,6.8987999,10.8276,6.3155999,
7.6795998,,,,13.3843,10.9517,,4.3667002,,,10.3524,13.4737,,13.9935,,7.2196999,,9.6843996,14.5019,5.8132,8.4968996,,,,8.6870003,13.7206,,,,,,,9.5073004,,6.9204998,10.857,6.3346,
7.7024999,,,,13.4219,10.9883,,4.3782001,,,10.3904,13.508,,14.0199,,7.2382002,,9.7270002,14.5412,5.8308001,8.5063,,,,8.7306995,13.768,,,,,,,9.5495005,,6.9394999,10.887,6.355,
7.7252002,,,,13.4586,11.0076,,4.3894,,,10.4572,13.5341,,14.0479,,7.2614002,,9.7535,14.5897,5.8483,8.5066004,,,,8.7490997,13.8199,,,,,,,9.5999002,,6.9593,10.9257,6.3751001,
7.7473001,,,,13.4924,11.04,,4.4182,,,10.4768,13.5655,,14.0774,,7.2817001,,9.7852001,14.638,5.8664999,8.5249996,,,,8.7744999,13.868,,,,,,,9.6176004,,6.9797001,10.9545,6.3972001,
7.7721,,,,13.5256,11.0587,,4.4306998,,,10.4953,13.599,,14.1062,,7.3266001,,9.8280001,14.6823,5.8842001,8.5522003,,,,8.7952003,13.913,,,,,,,9.6499996,,7.0240002,10.9902,6.4154,
7.7989001,,,,13.5607,11.0863,,4.4429998,,,10.5201,13.6333,,14.1364,,7.3467002,,9.8569002,14.7226,5.9193001,8.5797005,,,,8.8303003,13.9523,,,,,,,9.6963997,,7.0447998,11.0287,6.4345002,
7.822,,,,13.6043,11.1071,,4.4552999,,,10.5479,13.6663,,14.1657,,7.3655,,9.8852997,14.7661,5.9366999,8.6064997,,,,8.8559999,13.9947,,,,,,,9.6995001,,7.0640998,11.066,6.4534001,
7.8429999,,,,13.6478,11.1574,,4.4671001,,,10.5868,13.6984,,14.2024,,7.3899002,,9.9296999,14.8039,5.9541001,8.6148005,,,,8.8831997,14.0424,,,,,,,9.7081003,,7.0840998,11.0995,6.4724998,
7.8688002,,,,13.6926,11.1855,,4.4797001,,,10.652,13.7298,,14.2384,,7.4173999,,9.9560003,14.8414,5.9714999,8.6377001,,,,8.9271002,14.0869,,,,,,,9.7390003,,7.1048999,11.1307,6.494,
7.9060998,,,,13.7311,11.2074,,4.4917002,,,10.6691,13.7606,,14.2824,,7.4370999,,9.9827003,14.8894,5.9888,8.6667995,,,,8.9504004,14.1475,,,,,,,9.7882004,,7.1271,11.1643,6.5098,
7.9239001,,,,13.769,11.2412,,4.5181999,,,10.693,13.796,,14.3218,,7.4561,,10.0283,14.9304,6.0135999,8.6934996,,,,8.9703999,14.1855,,,,,,,9.7921,,7.1480999,11.228,6.5276999,
7.9461002,,,,13.8036,11.2574,,4.5307002,,,10.722,13.8193,,14.3664,,7.4756999,,10.0575,14.9715,6.0304999,8.7066002,,,,8.9919996,14.2405,,,,,,,9.8086004,,7.1696,11.2604,6.5475998,
7.9672999,,,,13.8471,11.3067,,4.5416999,,,10.7585,13.8497,,14.3997,,7.4976001,,10.0807,,6.0476999,8.7213001,,,,9.0246,14.2955,,,,,,,9.8520002,,7.1904001,11.2936,6.5697999,
7.9889998,,,,13.8829,11.3432,,4.5548,,,10.7998,13.8768,,14.4321,,7.5207,,10.1287,,6.0658998,8.7482996,,,,9.0389004,14.3349,,,,,,,9.8734999,,7.2192001,11.3279,6.5917001,
8.0186005,,,,13.9195,11.3578,,4.5707998,,,10.8537,13.9056,,14.4649,,7.5408001,,10.1534,,6.0825,8.7735996,,,,9.0651999,14.3797,,,,,,,9.9053001,,7.2402,11.3611,6.6149998,
8.0383997,,,,13.9534,11.3949,,4.5739002,,,10.8706,13.9335,,14.5,,7.5609999,,10.1816,,6.1199002,8.7997999,,,,9.0962,14.4197,,,,,,,9.9253998,,7.2609,11.3906,6.6348,
8.0623999,,,,13.9902,11.4083,,4.5879002,,,10.896,13.98,,14.5359,,7.5816998,,10.2044,,6.1368999,8.8070002,,,,9.1330996,14.4553,,,,,,,9.9777002,,7.2814002,11.4252,6.6554999,
8.0854998,,,,14.0348,11.4474,,4.6046,,,10.9411,14.0111,,14.5704,,7.6245999,,10.2381,,6.1575999,8.8243999,,,,9.1548004,14.4849,,,,,,,9.9856005,,7.3248,11.458,6.6756001,
8.1164999,,,,14.079,11.4578,,4.6314001,,,10.9639,14.0472,,14.6153,,7.6447001,,10.269,,6.1754999,8.8497,,,,9.1772003,14.5244,,,,,,,10.0093,,7.3470998,11.4874,6.6952,
8.1417999,,,,14.115,11.4966,,4.6476002,,,10.9906,14.0753,,14.6443,,7.665,,10.2966,,6.1915998,8.8758001,,,,9.1995001,14.562,,,,,,,10.0495,,7.3667002,11.5239,6.7118001,
8.1563997,,,,14.1503,11.5076,,4.6637998,,,11.0704,14.1187,,14.6771,,7.6862998,,10.3327,,6.2138,8.9028997,,,,9.2306995,14.6069,,,,,,,10.0955,,7.3922,11.5537,6.7314,
8.1754999,,,,14.1916,11.5566,,4.6768999,,,11.0842,14.1485,,14.7097,,7.7188001,,10.3595,,6.2302999,8.9067001,,,,9.2596998,14.6507,,,,,,,10.1204,,7.4191999,11.5884,6.7516999,
8.1957998,,,,14.2336,11.6273,,4.6897001,,,11.1152,14.1864,,14.756,,7.7385998,,10.3881,,6.2466002,8.9266996,,,,9.2849998,14.6991,,,,,,,10.1699,,7.4384999,11.6253,6.7708998,
8.2195997,,,,14.2706,11.6593,,4.7042999,,,11.1567,14.2129,,14.7924,,7.7596998,,10.4254,,6.2635999,8.9528999,,,,9.3320999,14.7397,,,,,,,10.1837,,7.4590998,11.6584,6.7915001,
8.2400999,,,,14.3121,11.6888,,4.7210999,,,11.1852,14.2408,,14.8254,,7.7802,,10.4562,,6.2800002,8.9801998,,,,9.3555002,14.7766,,,,,,,10.2064,,7.4809999,11.6875,6.8102999,
8.2607002,,,,14.3485,11.7074,,4.7353001,,,11.2582,14.2769,,14.859,,7.8042998,,10.4839,,6.2978001,9.0064001,,,,9.3788004,14.8112,,,,,,,10.2326,,7.5042,11.7283,6.8287001,
8.2814999,,,,14.3843,11.7482,,4.7491002,,,11.2734,14.3065,,14.8961,,7.8277001,,10.5311,,6.3168001,9.0169001,,,,9.4052,14.857,,,,,,,10.2903,,7.5264001,11.7592,6.8487,
8.3182001,,,,14.418,11.7584,,4.7625999,,,11.301,14.3469,,14.9327,,7.848,,10.5617,,6.3354998,9.0412998,,,,9.4407997,14.9094,,,,,,,10.2968,,7.5469999,11.7948,6.869,
8.3401003,,,,14.4583,11.7792,,4.7747998,,,11.3294,14.3829,,14.97,,7.8691001,,10.5898,,6.3544998,9.0712004,,,,9.467,14.9512,,,,,,,10.3095,,7.5683999,11.8275,6.8885002,
8.3620005,,,,14.4914,11.7899,,4.7887001,,,11.3555,14.4162,,,,7.8892002,,10.6282,,6.3734002,9.0964003,,,,9.4931002,14.9888,,,,,,,10.3562,,7.5918002,11.8582,6.9088001,
8.3884001,,,,14.5242,11.8081,,4.8021998,,,11.3984,14.4525,,,,7.9186001,,10.6547,,6.3906002,9.1059999,,,,9.5256996,,,,,,,,10.3684,,7.6205001,11.8885,6.9238,
8.4160004,,,,14.568,11.8449,,4.8281002,,,11.4569,14.4961,,,,7.9390998,,10.6828,,6.4136,9.1257,,,,9.5495996,,,,,,,,10.4062,,7.6413999,11.9268,6.9439001,
8.4383001,,,,14.6006,11.8582,,4.8456001,,,11.4737,14.5311,,,,7.9594998,,10.7238,,6.4309001,9.1520004,,,,9.5698996,,,,,,,,10.4241,,7.6623001,11.9549,6.9657001,
8.4533997,,,,14.6338,11.8823,,4.8601999,,,11.4929,14.5607,,,,7.9802999,,10.7543,,6.4478998,9.1786003,,,,9.5934,,,,,,,,10.4736,,7.6852999,11.99,6.9874001,
8.4721003,,,,14.6661,11.9078,,4.8744998,,,11.5261,14.5947,,,,8.0253,,10.7857,,6.4647002,9.2045002,,,,9.6314001,,,,,,,,10.4881,,7.7182999,12.0292,7.0082002,
8.5017004,,,,14.7142,11.9982,,4.8892999,,,11.5582,14.6396,,,,8.0440998,,10.8288,,6.4815998,9.2065001,,,,9.6517,,,,,,,,10.5075,,7.7371001,12.066,7.0271001,
8.5302,,,,14.7527,12.0338,,4.9025002,,,11.5834,14.6817,,,,8.0634003,,10.8535,,6.4984999,9.2287998,,,,9.6738005,,,,,,,,10.5351,,7.7581,12.103,7.0489001,
8.5563002,,,,14.7903,12.079,,4.9219999,,,11.6035,14.7308,,,,8.0808001,,10.882,,6.5153999,9.2558002,,,,9.6992998,,,,,,,,10.5832,,7.7779999,12.1388,7.0689001,
8.5760002,,,,14.8277,12.1328,,4.9363999,,,11.6651,14.7718,,,,8.1232996,,10.9208,,6.5325999,9.2804003,,,,9.7318001,,,,,,,,10.5944,,7.7976999,12.1741,7.0915999,
8.6232004,,,,14.8678,12.1627,,4.9506998,,,11.6827,14.8125,,,,8.1426001,,10.9485,,6.5504999,9.3136997,,,,9.7531996,,,,,,,,10.6076,,7.8223,12.2051,7.1108999,
8.6483002,,,,14.9079,12.1889,,4.9633999,,,11.7095,14.8614,,,,8.1631002,,10.9727,,6.5674,9.3395004,,,,9.7742004,,,,,,,,10.6386,,7.8441,12.239,7.1317,
8.6698999,,,,14.9451,12.2305,,4.9751,,,11.7296,14.8978,,,,8.1817999,,11.0372,,6.5848999,9.3659,,,,9.7955999,,,,,,,,10.6964,,7.8639002,12.2719,7.1539001,
8.6912003,,,,14.98,12.2737,,4.9882002,,,11.7669,14.9401,,,,8.2236004,,11.0626,,6.6212001,9.3943005,,,,9.8283005,,,,,,,,10.6998,,7.8855,12.3046,7.1740999,
8.7189999,,,,,12.3307,,5.0215998,,,11.7864,14.9781,,,,8.2448997,,11.0908,,6.6382999,9.4256001,,,,9.8555002,,,,,,,,10.7082,,7.9191999,12.3351,7.1940999,
8.7423,,,,,12.3764,,5.0366001,,,11.857,,,,,8.2650003,,11.1312,,6.6549001,9.4530001,,,,9.8753004,,,,,,,,10.7522,,7.9387999,12.3666,7.2101002,
8.7660999,,,,,12.4171,,5.0500002,,,11.8704,,,,,8.2852001,,11.1595,,6.6715002,9.4791002,,,,9.9312,,,,,,,,10.7981,,7.9580002,12.3967,7.2312999,
8.8237,,,,,12.4499,,5.0630999,,,11.8959,,,,,8.3042002,,11.187,,6.6882,9.5152998,,,,9.9538002,,,,,,,,10.8044,,7.9780998,12.4275,7.2530999,
8.8465996,,,,,12.4837,,5.0762,,,11.9222,,,,,8.3261995,,11.2293,,6.7107,9.5427999,,,,9.9741001,,,,,,,,10.8291,,7.9973001,12.4627,7.2729001,
8.8703003,,,,,12.5354,,5.0900002,,,11.944,,,,,8.3493996,,11.2576,,6.7256999,9.5669003,,,,10.0017,,,,,,,,10.882,,8.0230999,12.4932,7.2944002,
8.8898001,,,,,12.5825,,5.1174998,,,11.9667,,,,,8.3697996,,11.2836,,6.7423,9.5901003,,,,10.0329,,,,,,,,10.8956,,8.0438004,12.525,7.3109999,
8.9200001,,,,,12.6178,,5.1327,,,12.0093,,,,,8.3893995,,11.3365,,6.7602,9.6065998,,,,10.061,,,,,,,,10.9069,,8.0634003,12.5575,7.3322001,
8.9413004,,,,,12.6667,,5.1469002,,,12.0306,,,,,8.4179001,,11.3628,,6.7772002,9.6187,,,,10.0878,,,,,,,,10.9366,,8.0858002,12.5877,7.3547001,
8.9638996,,,,,12.7059,,5.1605,,,12.0647,,,,,8.4364004,,11.3878,,6.7941999,9.6421003,,,,10.12,,,,,,,,10.9861,,8.1168003,12.6176,7.3759999,
8.9953003,,,,,12.7547,,5.1743999,,,12.0879,,,,,8.4554005,,11.4297,,6.8122001,9.6712999,,,,10.1403,,,,,,,,10.9954,,8.1350002,12.6496,7.3968,
9.0215998,,,,,12.7889,,5.1862998,,,12.118,,,,,8.4745998,,11.4571,,6.8283,9.6992998,,,,10.1657,,,,,,,,11.0075,,8.1546001,12.6845,7.4154,
9.0405998,,,,,12.8399,,5.2020001,,,12.1407,,,,,8.4954004,,11.4829,,6.8453002,9.7062998,,,,10.1873,,,,,,,,11.0481,,8.1765003,12.7139,7.4362998,
9.0647001,,,,,12.8908,,5.2214999,,,12.173,,,,,8.5199003,,11.5288,,6.8635001,9.7259998,,,,10.2041,,,,,,,,11.0638,,8.1995001,12.7436,7.4583001,
9.0893002,,,,,12.9426,,5.2449999,,,12.1995,,,,,8.5387001,,11.5526,,6.8804002,9.7525997,,,,10.2345,,,,,,,,11.1065,,8.2229996,12.7768,7.4787998,
9.1133003,,,,,12.9947,,5.2602,,,12.2333,,,,,8.5574999,,11.5773,,6.8968,9.7800999,,,,10.2619,,,,,,,,11.1331,,8.2440996,12.816,7.4987998,
9.1335001,,,,,13.0292,,5.2754002,,,12.2852,,,,,8.5777998,,11.6017,,6.9177999,9.8067999,,,,10.2844,,,,,,,,11.1893,,8.2632999,12.8437,7.5159001,
9.1538,,,,,13.066,,5.2894001,,,12.327,,,,,8.5988998,,11.6422,,6.9338999,9.8149996,,,,10.3061,,,,,,,,11.1964,,8.2868996,12.8733,7.5344,
9.1761999,,,,,13.1124,,5.3031998,,,12.3642,,,,,8.6233997,,11.6698,,6.9512,9.8381996,,,,10.3351,,,,,,,,11.2076,,8.3184996,12.907,7.5535002,
9.1952,,,,,13.1568,,5.3217001,,,12.4229,,,,,8.6457005,,11.6968,,6.9703002,9.8683004,,,,10.3565,,,,,,,,11.2352,,8.3378,12.9401,7.5742998,
9.2182999,,,,,13.2053,,5.3365002,,,12.4406,,,,,8.665,,11.732,,6.9871998,9.8951998,,,,10.3882,,,,,,,,11.2793,,8.3577995,12.9736,7.5945001,
9.2391005,,,,,13.2563,,5.3505998,,,12.4752,,,,,8.6822004,,11.7619,,7.0035,9.9066,,,,10.4238,,,,,,,,11.2892,,8.3769999,13.0057,7.6108999,
9.2617998,,,,,13.3099,,5.3634,,,12.5122,,,,,8.7024002,,11.7859,,7.0223999,9.9243002,,,,10.4431,,,,,,,,11.3086,,8.3968,13.0386,7.6292,
9.2819996,,,,,13.3503,,5.3765001,,,12.5551,,,,,8.7237997,,11.8295,,7.0411,9.9596004,,,,10.4628,,,,,,,,11.3518,,8.4197998,13.0674,7.6479998,
9.3219004,,,,,13.4035,,5.3887,,,12.5925,,,,,8.743,,11.8564,,7.0595999,9.9862003,,,,10.4902,,,,,,,,11.3915,,8.4386997,13.1022,7.6680999,
9.3437996,,,,,13.4522,,5.4203,,,12.6284,,,,,8.7634001,,11.8855,,7.0756001,10.0062,,,,10.5296,,,,,,,,11.3958,,8.4584999,13.1394,7.6894999,
9.3634996,,,,,13.4908,,5.4338999,,,12.6608,,,,,8.7839003,,11.9321,,7.0929999,10.0169,,,,10.546,,,,,,,,11.4078,,8.4771996,13.1739,7.7094002,
9.3848,,,,,13.5298,,5.4474001,,,12.6912,,,,,8.8041,,11.9615,,7.1149001,10.0405,,,,10.5705,,,,,,,,11.4514,,8.4979,13.2076,7.7284002,
9.4153004,,,,,13.5678,,5.4601998,,,12.7129,,,,,8.8263998,,11.9873,,7.1315999,10.0664,,,,10.5889,,,,,,,,11.4807,,8.5239,13.2386,7.7487001,
9.4345999,,,,,13.617,,5.473,,,12.7497,,,,,8.8464003,,12.0148,,7.1483002,10.0934,,,,10.625,,,,,,,,11.5065,,8.5452995,13.2686,7.7705002,
9.4603996,,,,,13.6691,,5.4863,,,12.7838,,,,,8.8662996,,12.0448,,7.1659002,10.1063,,,,10.6462,,,,,,,,11.5332,,8.5667,13.3034,7.7930999,
9.4813995,,,,,13.7156,,5.4983001,,,12.8196,,,,,8.8874998,,12.0692,,7.1823001,10.122,,,,10.6803,,,,,,,,11.5814,,8.5878,13.3376,7.8101001,
9.5174999,,,,,13.7612,,5.5191998,,,12.8576,,,,,8.9176998,,12.094,,7.1985002,10.1499,,,,10.7068,,,,,,,,11.5927,,8.6189003,13.371,7.8302002,
9.5359001,,,,,13.8043,,5.5323,,,12.8859,,,,,8.9378004,,12.1166,,7.2161999,10.1746,,,,10.734,,,,,,,,11.6076,,8.6378002,13.401,7.8527002,
9.5597,,,,,13.8421,,5.5461998,,,12.9125,,,,,8.9584999,,12.1414,,7.2343998,10.1993,,,,10.7634,,,,,,,,11.6371,,8.6570997,13.4345,7.8748999,
9.5790005,,,,,13.8993,,5.5579,,,12.9327,,,,,8.9779997,,12.1696,,7.2511001,10.2058,,,,10.7884,,,,,,,,11.6842,,8.6781998,13.4664,7.8941998,
9.6049004,,,,,13.9402,,5.5700002,,,12.9804,,,,,8.9982004,,12.1956,,7.2676001,10.2209,,,,10.8232,,,,,,,,11.6948,,8.6991997,13.4965,7.9110999,
9.6288996,,,,,13.9851,,5.5823998,,,13.0098,,,,,9.0221996,,12.2224,,7.2838998,10.2453,,,,10.8432,,,,,,,,11.707,,8.7247,13.532,7.9278002,
9.6494999,,,,,14.0236,,5.5953002,,,13.0346,,,,,9.0423002,,12.2536,,7.3017001,10.2714,,,,10.865,,,,,,,,11.7389,,8.7447004,13.5634,7.9498,
9.6732998,,,,,14.0656,,5.6192999,,,13.0668,,,,,9.0629997,,12.279,,7.3203001,10.3017,,,,10.8908,,,,,,,,11.7806,,8.7656002,13.5959,7.9720998,
9.7023001,,,,,14.1144,,5.6322999,,,13.1019,,,,,9.0834999,,12.3069,,7.3372998,10.3062,,,,10.933,,,,,,,,11.7955,,8.7855997,13.6297,7.9954,
9.7243004,,,,,14.15,,5.6444001,,,13.1255,,,,,9.1028004,,12.3351,,7.3537002,10.3239,,,,10.9491,,,,,,,,11.8079,,8.816,13.6604,8.0127001,
9.7475004,,,,,14.1939,,5.6561999,,,13.17,,,,,9.1253996,,12.361,,7.3702002,10.3503,,,,10.9833,,,,,,,,11.8497,,8.8367004,13.6896,8.0333004,
9.7697001,,,,,14.2373,,5.6696,,,13.1955,,,,,9.1471004,,12.3866,,7.3868999,10.3813,,,,11.0047,,,,,,,,11.8982,,8.8562002,13.7246,8.0534,
9.7908001,,,,,14.2903,,5.6829,,,13.2437,,,,,9.1664,,12.4122,,7.4046998,10.4059,,,,11.0339,,,,,,,,11.8999,,8.8767004,13.7627,8.0752001,
9.8171997,,,,,14.3351,,5.6957998,,,13.266,,,,,9.1864996,,12.4403,,7.4222999,10.4064,,,,11.0559,,,,,,,,11.9092,,8.8977003,13.7968,8.0972996,
9.8385,,,,,14.3803,,5.7227001,,,13.2857,,,,,9.2070999,,12.4685,,7.4401999,10.4164,,,,11.0794,,,,,,,,11.9647,,8.9240999,13.8233,8.1146002,
9.8580999,,,,,14.4264,,5.7357001,,,13.3161,,,,,9.2284002,,12.4964,,7.4579,10.4452,,,,11.1268,,,,,,,,12.0123,,8.9452,13.8555,8.1335001,
9.8782997,,,,,14.4711,,5.7511001,,,13.3476,,,,,9.2491999,,12.5247,,7.4752998,10.469,,,,11.1429,,,,,,,,12.0607,,8.9661999,13.89,8.1552,
9.9286003,,,,,14.5177,,5.7649002,,,13.3723,,,,,9.2721004,,12.554,,7.4919,10.499,,,,11.1782,,,,,,,,12.1079,,8.9856997,13.927,8.1765003,
9.9530001,,,,,14.5561,,5.7806001,,,13.413,,,,,9.2915001,,12.5848,,7.5137,10.5208,,,,11.1999,,,,,,,,12.1607,,9.0172997,13.9593,8.1967001,
9.9754,,,,,14.601,,5.7954998,,,13.4442,,,,,9.3211002,,12.6144,,7.5299001,10.5496,,,,11.2317,,,,,,,,12.2165,,9.0368996,13.9927,8.2143002,
9.9970999,,,,,14.6314,,5.8192,,,13.4763,,,,,9.3411999,,12.6466,,7.5464001,10.5773,,,,11.2516,,,,,,,,12.2604,,9.0579996,14.0252,8.2362003,
10.0283,,,,,14.6741,,5.8329,,,13.4947,,,,,9.3611002,,12.6751,,7.5632,10.6054,,,,11.2706,,,,,,,,12.3074,,9.0784998,14.0571,8.2574997,
10.048,,,,,14.7107,,5.8469,,,13.5199,,,,,9.3808002,,12.706,,7.5802999,10.6142,,,,11.2951,,,,,,,,12.3492,,9.0979004,14.0881,8.2778997,
10.0698,,,,,14.7396,,5.8596001,,,13.5466,,,,,9.4020996,,12.7296,,7.5994,10.6351,,,,11.327,,,,,,,,12.3973,,9.1199999,14.1243,8.2974997,
10.0868,,,,,14.7899,,5.8723001,,,13.5955,,,,,9.4258003,,12.7594,,7.6174998,10.6583,,,,11.3483,,,,,,,,12.4503,,9.1379995,14.1551,8.3149996,
