20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
2.9186001,9.1813002,6.934,,5.4322,4.6546998,9.5342999,1.5698,8.2582998,,4.0440998,5.4703999,13.2758,5.5342999,9.4533005,2.7016001,6.8713999,3.4837999,5.9295001,2.2131,3.3771,10.5411,8.3069,8.7479,3.1055,5.2722998,7.9902,6.4949002,7.9920001,6.9974999,,7.6564999,4.1395998,11.4601,2.6454,4.1262999,2.4741001,
2.9466,9.2559996,6.9632001,,5.4658999,4.6796999,9.5929003,1.5835,8.3364,,4.0608001,5.5622001,13.3692,5.5644002,9.4951,2.7255001,6.9369998,3.5272999,5.9700999,2.2297001,3.4156001,10.6033,8.3704996,8.7934999,3.1398001,5.3174,8.0668001,6.5496001,8.0563002,7.0525999,,7.7364998,4.1863999,11.5749,2.6661999,4.1567001,2.4944999,
2.9640999,9.3857002,6.9988999,,5.5427999,4.7069001,9.6745996,1.5961,8.3739004,,4.0847001,5.5932002,13.43,5.5950999,9.5797997,2.7481999,6.9888,3.5499001,6.0229998,2.2458,3.4375999,10.6888,8.4069004,8.8373003,3.1602001,5.3564,8.1367998,6.599,8.1345997,7.1059999,,7.796,4.1932998,11.6668,2.6865001,4.1870999,2.5150001,
2.9935999,9.4574003,7.0609999,,5.5805001,4.7564001,9.7455997,1.6091,8.4552002,,4.1089001,5.6382999,13.5045,5.6480999,9.6743002,2.7691,7.0483999,3.5715001,6.0688,2.2642,3.4616001,10.7713,8.4900999,8.8614998,3.1881001,5.4028001,8.2086,6.6539998,8.1935997,7.1615,,7.8625002,4.2094998,11.7618,2.7211001,4.2328,2.5343001,
3.0202999,9.5548,7.1317,,5.6315999,4.7982001,9.8727999,1.6210999,8.5045996,,4.1255002,5.6581001,13.5877,5.6813002,9.7643003,2.7897,7.0977001,3.5977001,6.1204,2.2841001,3.4870999,10.8597,8.5742998,8.9659996,3.2332001,5.4375,8.2805996,6.7024999,8.2554998,7.2258,,7.9404998,4.2546,11.8572,2.7413001,4.2645001,2.5541,
3.0434999,9.6946001,7.1684999,,5.6694999,4.8081002,9.9433002,1.6334,8.5797005,,4.164,5.6917,13.6624,5.7466002,9.8603001,2.8182001,7.1482,3.6357,6.1626,2.3016,3.5063,10.9726,8.6068001,8.9979,3.2644,5.4737,8.3570004,6.7544999,8.3303003,7.2842999,,7.9596,4.2989001,11.956,2.7591,4.2986002,2.5739999,
3.0651,9.7531996,7.2034001,,5.7311001,4.8562999,9.9959002,1.6458,8.6447001,,4.1982002,5.743,13.7408,5.7876,9.9462996,2.8387001,7.1961999,3.6600001,6.2016001,2.3174,3.5184,11.0511,8.6891003,9.0448999,3.2852001,5.5187001,8.4231005,6.8548999,8.3879995,7.3358998,,7.9994998,4.3059001,12.0099,2.7787001,4.3315001,2.5939,
3.0866001,9.8277998,7.2546,,5.7669001,4.9081001,10.0709,1.6576999,8.6932001,,4.2420001,5.7729001,13.8065,5.8397999,9.9844999,2.8589001,7.2435002,3.6874001,6.2444,2.3364999,3.5397999,11.1172,8.7089005,9.0792999,3.3250999,5.5692,8.4876003,6.9512,8.4466,7.3924999,,8.0653,4.3388,12.0658,2.7987001,4.3628998,2.6159,
3.1143999,9.9217997,7.2817001,,5.8385,4.9568,10.1352,1.6684,8.7552996,,4.2642999,5.8439999,13.8938,5.8726001,10.0593,2.8808999,7.2897,3.7311001,6.2831001,2.3550999,3.5648999,11.2315,8.8066998,9.1423998,3.3433001,5.6205001,8.5474005,6.9954,8.5270004,7.4565001,,8.1478996,4.3864999,12.1343,2.8234999,4.3934999,2.6329,
3.1322,10.0508,7.3260999,,5.8758001,4.9814,10.1885,1.6805,8.8049002,,4.3014002,5.8687,13.9712,5.8976998,10.1786,2.9157,7.3403001,3.7534001,6.3298001,2.3740001,3.5926001,11.295,8.8814001,9.1654997,3.3641,5.6588998,8.618,7.0454001,8.5881004,7.5214,,8.2041998,4.3948002,12.1982,2.8418,4.4305,2.6522999,
3.152,10.1469,7.3523998,,5.9324002,5.0077,10.2872,1.6941,8.8739996,,4.3263001,5.8965001,14.0429,5.9702001,10.2617,2.9375999,7.3822999,3.7765,6.3794999,2.3922999,3.6205001,11.3741,8.9089003,9.1931,3.3866,5.7138,8.6812,7.0915999,8.6494999,7.5711999,,8.2685003,4.4068999,12.2459,2.8610001,4.4633002,2.6722,
3.1766,10.2154,7.3827,,5.9713001,5.0402002,10.3444,1.7078,8.9473,,4.3596001,5.9651999,14.1199,6.0025001,10.3745,2.9590001,7.4334998,3.7983,6.4229002,2.4136,3.6461999,11.4799,9.0063,9.2484999,3.4273,5.7540998,8.7466002,7.1441998,8.7342997,7.632,,8.3407001,4.4361,12.2928,2.8812001,4.4931002,2.6921999,
3.2258,10.3662,7.4517999,,6.0307002,5.0576,10.4021,1.7206,8.9984999,,4.3938999,5.9966002,14.1848,6.0585999,10.4545,2.9798999,7.4867001,3.8288,6.4664001,2.4337001,3.6696999,11.5624,9.0712996,9.2826004,3.4479001,5.8112001,8.8098001,7.1931,8.7945995,7.6897001,,8.3977003,4.4872999,12.3412,2.9019001,4.5261998,2.7147,
3.2516,10.4702,7.4766998,,6.0702,5.1068001,10.4724,1.7328,9.0717001,,4.4457002,6.0633001,14.2676,6.1065001,10.4958,2.9995999,7.5395002,3.8554001,6.5172,2.4504001,3.6973,11.6493,9.1077003,9.3480997,3.4783001,5.8520999,8.8697996,7.2486,8.8533001,7.7456999,,8.4642,4.4956002,12.3931,2.9258001,4.5584998,2.7320001,
3.2734001,10.569,7.5331001,,6.1273999,5.1560998,10.5647,1.7454,9.1336002,,4.4706998,6.1027002,14.3653,6.1559,10.5738,3.0244999,7.5783,3.8778999,6.5563998,2.4686999,3.723,11.7372,9.1887999,9.3827,3.5016,5.9102998,8.9336996,7.2957001,8.9316998,7.8478999,,8.5376997,4.5077,12.4396,2.9463,4.5851002,2.7514999,
3.3262,10.6378,7.5615001,,6.1615,5.1914001,10.6427,1.7577,9.1890001,,4.5095,6.1469998,14.475,6.1883001,10.6476,3.0441,7.6350002,3.9319999,6.6019001,2.4858999,3.7464001,11.8185,9.2107,9.4467001,3.5341001,5.9442,9.0118999,7.3481002,8.9869003,7.8955002,,8.5953999,4.5455999,12.4876,2.9681001,4.6254001,2.7695999,
3.3517001,10.7187,7.5915999,,6.1964998,5.2072001,10.7281,1.7690001,9.2407999,,4.5381999,6.1781998,14.6053,6.2391,10.6886,3.0652001,7.6844001,3.9559,6.6371002,2.5033,3.7744,11.8839,9.3906002,9.4790001,3.5551,5.9923,9.0752001,7.3923998,9.0506001,7.9573998,,8.6598997,4.5960002,12.5367,2.9899001,4.6581998,2.7886,
3.3731,10.8022,7.6346998,,6.2419,5.2568002,10.7854,1.7812001,9.3036003,,4.5784001,6.2420001,14.7263,6.2761002,10.7684,3.0843,7.7315998,3.9841001,6.6782999,2.5197001,3.7987001,11.9861,9.4646997,9.5625,3.5725999,6.0405998,9.1464005,7.4464998,9.1348,8.0298004,,8.7312002,4.5998998,12.5937,3.0195,4.6911998,2.8146999,
3.3936999,10.8735,7.6735001,,6.2823,5.2874999,10.8514,1.7939,9.3718004,,4.6366,6.2680998,14.8206,6.3463001,10.8577,3.1173,7.7669001,4.0317001,6.7245002,2.5395,3.8227,12.0685,9.5073004,9.5941,3.5998001,6.0946002,9.2187996,7.4956002,9.2032003,8.0797005,,8.7916002,4.6083999,12.6391,3.0381999,4.7280998,2.8299999,
3.4194,10.9428,7.7364998,,6.3204999,5.3070998,10.9291,1.807,9.4422998,,4.6564002,6.3337002,14.9595,6.3856001,10.9038,3.1398001,7.8297,4.0546999,6.7614002,2.5606999,3.8503001,12.1322,9.6064997,9.6576996,3.6329999,6.1300998,9.2953997,7.5500002,9.2658005,8.1331997,,8.8586998,4.6560001,12.6973,3.0578001,4.7624998,2.8494999,
3.4425001,11.0151,7.7705998,,6.3639002,5.3569002,10.9861,1.8191,9.4931002,,4.6935,6.3558998,,6.4352999,10.9755,3.1605,7.868,4.0801001,6.8035998,2.5778,3.8747001,12.2071,9.6823997,9.6897001,3.6556001,6.1684999,9.3718996,7.5984998,9.3449001,8.1845999,,8.9376001,4.6987,12.7507,3.0757999,4.7936001,2.8677001,
3.4639001,11.1063,7.8270001,,6.3955998,5.3842001,11.0517,1.831,9.5431004,,4.7293,6.3920999,,6.4755001,11.052,3.1833,7.9268999,4.1286998,6.8439999,2.5967,3.9022,12.2825,9.7479,9.7519999,3.6828001,6.2244,9.4268999,7.6524,9.4295998,8.2407999,,9.0052004,4.6999002,12.7986,3.0980999,4.8306999,2.8872001,
3.4827001,11.177,7.8614998,,6.4419999,5.4071999,11.1615,1.8446,9.6043997,,4.7484002,6.4537001,,6.5327001,11.1024,3.2156,7.9643002,4.1501999,6.8450999,2.6148,3.9298999,12.3623,9.8057003,9.7833004,3.7219,6.2761998,9.4899998,7.7550998,9.4897003,8.2933998,,9.0503998,4.7189999,12.8502,3.1233001,4.8608999,2.9061,
3.5044,11.2461,7.9352002,,6.4759002,5.4277,11.2357,1.857,9.6534996,,4.7767,6.4868002,,6.5647998,11.1796,3.2349,8.0285997,4.1743002,6.8822999,2.6336,3.9542,12.4408,9.8741999,9.8556004,3.7439001,6.3186002,9.5636997,7.8042002,9.5502996,8.3495998,,9.0684996,4.7707,12.902,3.1438999,4.8857002,2.9233,
3.5294001,11.3243,7.9843001,,6.5323,5.4565001,11.2994,1.8779,9.7426996,,4.8393998,6.5565,,6.5949998,11.2779,3.2558,8.0682001,4.1978002,6.928,2.6524,3.9834001,12.5277,9.9088001,9.8982,3.7598,6.3467002,9.6211996,7.8564,9.6300001,8.4033003,,9.1413002,4.7813001,12.9588,3.1661,4.9228001,2.9426999,
3.55,11.3788,8.0360003,,6.5664001,5.5039001,11.3685,1.8909,9.7934999,,4.8529,6.5833998,,6.6570001,11.3567,3.2795,8.1035004,4.2296,6.9772,2.6714001,4.0149999,12.6133,10.0075,9.9462996,3.7936001,6.3827,9.6883001,7.9025002,9.6865997,8.4525995,,9.2039003,4.8074999,13.0073,3.1868999,4.9598999,2.9621999,
3.5711,11.4857,8.0844002,,6.5998998,5.5472999,11.4389,1.9048001,9.8627005,,4.8670001,6.6465998,,6.7181001,11.4679,3.3266001,8.1464005,4.2589002,7.0228,2.6926,4.0401001,12.6873,10.0631,9.9784002,3.8280001,6.4277,9.7467003,7.9556999,9.7449999,8.5246,,9.2662001,4.8467999,13.0634,3.2207999,4.9906998,2.9821999,
3.5926001,11.569,8.1471004,,6.6403999,5.5573001,11.5332,1.9173,9.8943005,,4.8878002,6.6784,,6.7477002,11.5608,3.3474,8.1568003,4.2837,7.0581999,2.7135,4.0706,12.7574,10.1073,10.0397,3.8571,6.4737,9.8142004,7.9984002,9.8269997,8.5684996,,9.3337002,4.8926001,13.1123,3.2398,5.0281,3.0028999,
3.6180999,11.6688,8.1871004,,6.6767001,5.6065998,11.5823,1.9306,9.9584999,,4.9066,6.7451,,6.7744999,11.6024,3.3677001,8.1870003,4.3316998,7.0998001,2.7328999,4.0981998,12.8394,10.196,10.066,3.8833001,6.5181999,9.8688002,8.0532999,9.8802004,8.6365995,,9.3940001,4.8971,13.1605,3.2613001,5.0632,3.0199001,
3.6372001,11.753,8.2392998,,6.7290001,5.6557002,11.6666,1.9432,10.0313,,4.9717999,6.7810001,,6.8302002,11.6774,3.3893001,8.2393999,4.3555002,7.1385999,2.7516,4.1255999,12.9293,10.2711,10.1579,3.9226999,6.5565,9.9468002,8.1288004,9.9427996,8.6985998,,9.4573002,4.908,13.2063,3.2860999,5.0953999,3.0388999,
3.668,11.8798,8.2803001,,6.7631998,5.6743002,11.7435,1.9558001,10.0925,,4.9926,6.8339,,6.8611002,11.7531,3.4195001,8.2783003,4.3796,7.1859999,2.7716999,4.151,12.9949,10.3074,10.1839,3.9437001,6.5918999,10.0282,8.1759005,10.0021,8.7614002,,9.5347996,4.9404998,13.2545,3.3188,5.1308999,3.0574999,
3.6928,11.9477,8.3381996,,6.7982001,5.7072001,11.7935,1.9687999,10.1597,,5.0648999,6.8597002,,6.8857999,11.8019,3.4423001,8.3303003,4.4285998,7.2298002,2.7901001,4.1795998,13.0695,10.3787,10.2369,3.9784999,6.6290998,10.0945,8.2379999,10.0641,8.8212004,,9.6597996,4.9878998,13.3021,3.3395,5.1624999,3.0764999,
3.7184,12.0068,8.3806,,6.8379998,5.7526999,11.8498,1.9815,10.2464,,5.0871,6.8964,,6.9474001,11.8769,3.4638,8.3685999,4.4509001,7.2739,2.8141999,4.2163,13.1497,10.4079,10.2683,4.0339999,6.6842999,10.15,8.2851,10.135,8.8778,,9.7361002,4.9937,13.3497,3.3613999,5.1901999,3.0977001,
3.7463,12.0733,8.4324999,,6.8741999,5.7965002,11.8671,1.9931,10.3034,,5.1146002,6.9366999,,6.9819002,11.9606,3.4837999,8.4266005,4.4758,7.3200002,2.8318999,4.2385998,13.224,10.5062,10.3433,4.0629001,6.7217002,10.2154,8.3449001,10.1919,8.9406004,,9.7931995,5.0078001,13.3999,3.3824,5.2286,3.1162,
3.7672,12.1294,8.4801998,,6.9288998,5.8072,11.9442,2.0251,10.3685,,5.1624999,6.973,,7.0331998,12.0201,3.5172999,8.4673004,4.4980998,7.3621998,2.8499,4.2645001,13.2967,10.5936,10.3772,4.0881,6.7645001,10.2838,8.3903999,10.2485,9.0031996,,9.8596001,5.0423999,13.4539,3.4033999,5.2655001,3.135,
3.7865,12.1987,8.5507002,,6.9604998,5.8462,12.0066,2.0383,10.4316,,5.1849999,7.0307999,,7.0606999,12.0769,3.5378001,8.5311003,4.5352001,7.4172001,2.8684001,4.2887001,13.3717,10.6221,10.3983,4.1294999,6.8116999,10.335,8.4489002,10.3288,9.0598001,,9.9460001,5.0931001,13.503,3.4303999,5.2979999,3.155,
3.8167,12.2703,8.5832996,,6.9948001,5.8573999,12.0662,2.0504999,10.4955,,5.243,7.0626001,,7.0865998,12.1268,3.559,8.5768995,4.5605001,7.4577999,2.8863001,4.3186998,13.4431,10.7085,10.4508,4.1462998,6.8457999,10.3989,8.4953003,10.3824,9.1281004,,10.0339,5.0973001,13.5472,3.4493999,5.3351998,3.1773,
3.8411,12.3237,8.6520004,,7.0398998,5.9073,12.1314,2.0641999,10.5508,,5.2673998,7.0900998,,7.1445999,12.1679,3.5801001,8.6351995,4.5854998,7.4987998,2.9031,4.3418999,13.5279,10.806,10.4824,4.1676002,6.8863001,10.4663,8.5522003,10.4402,9.1744003,,10.0993,5.1090002,13.6104,3.4698,5.369,3.1977,
3.8620999,12.4239,8.7264004,,7.0767002,5.9474001,12.1935,2.0769,10.6205,,5.2958999,7.1360002,,7.1757998,12.2197,3.6242001,8.6735001,4.6350002,7.5346999,2.9212,4.3688998,13.6106,10.8828,10.5453,4.1952,6.9324999,10.5435,8.5976,10.4968,9.2309999,,10.1149,5.1526999,13.6658,3.4904001,5.4018998,3.2160001,
3.882,12.5127,8.783,,7.1332002,5.9584999,12.267,2.0871,10.6753,,5.3309002,7.1677999,,7.2280002,12.2677,3.6438,8.7320004,4.6595998,7.5759001,2.9418001,4.3969002,13.6938,10.9065,10.5846,4.2266002,6.9786,10.6104,8.6522999,10.5527,9.2879,,10.168,5.1995001,13.7102,3.5183001,5.4310002,3.2342999,
3.9040999,12.5772,8.8385,,7.1697998,6.0071001,12.3223,2.0980999,10.7491,,5.3491998,7.2020998,,7.2525001,12.3445,3.6651001,8.7694998,4.6842999,7.6206999,2.9583001,4.4218998,13.7685,10.9745,10.6471,4.2491002,7.0191998,10.6845,8.6987,10.6301,9.3473997,,10.2023,5.2165999,13.7638,3.5388,5.4612999,3.256,
3.9274001,12.6549,8.8898001,,7.2275,6.0467,12.4008,2.1241,10.7972,,5.3884001,7.2621999,,7.2790999,12.3915,3.6830001,8.8241997,4.7326999,7.6715002,2.9765999,4.4446001,13.8378,11.007,10.6763,4.2796998,7.0616002,10.7454,8.7544003,10.6856,9.3985004,,10.2444,5.2653999,13.8229,3.5589001,5.494,3.2765,
3.9454,12.7165,8.9448996,,7.2621999,6.0579,12.465,2.1392,10.8591,,5.4505,7.2891002,,7.3362999,12.437,3.7040999,8.8664999,4.7547002,7.7284002,2.994,4.4706998,13.9218,11.0886,10.7504,4.3202,7.1170998,10.8078,8.8023005,10.7426,9.4540005,,10.3196,5.2859001,13.8765,3.5794001,5.5323,3.2976999,
3.9707,12.7697,8.9885998,,7.3385,6.1072001,12.5345,2.1526,10.9298,,5.4667001,7.3425999,,7.3628998,12.4847,3.7251,8.9285002,4.7823,7.7740998,3.0135,4.4944,14.0071,11.1358,10.7984,4.3427,7.1587,10.886,8.8562002,10.8026,9.5334997,,10.3724,5.3070002,13.9277,3.5989001,5.5605998,3.3190999,
3.9849,12.8388,9.0344,,7.3752999,6.152,12.5971,2.1652,11.0041,,5.4923,7.3692999,,7.3917999,12.538,3.7472999,8.9719,4.8287001,7.8235998,3.0309,4.5219998,14.0876,11.2082,10.8412,4.3660002,7.2178001,10.9577,8.9312,10.8593,9.5889997,,10.4462,5.3367,13.9832,3.6245,5.5977998,3.3387001,
4.02,12.9308,9.0632,,7.4277,6.1606998,12.6632,2.1779001,11.0593,,5.5123,7.3888998,,7.4489999,12.5791,3.7691,9.0271997,4.8525,7.8604002,3.0490999,4.5474,14.1587,11.2719,10.8786,4.4266,7.2542,11.0224,8.9822998,10.9319,9.6435003,,10.5247,5.3764,14.0394,3.6445999,5.6339998,3.3597,
4.0369,13.0303,9.1377001,,7.4672999,6.2068,12.7319,2.191,11.1366,,5.5479002,7.4411998,,7.4808998,12.6188,3.7904,9.0683002,4.8765998,7.9022999,3.0657001,4.5725002,14.2481,11.3065,10.9572,4.4453001,7.3070998,11.0921,9.0407,10.9907,9.6948996,,10.5806,5.3884001,14.0914,3.6652999,5.6637001,3.3810999,
4.0655999,13.1256,9.1913004,,7.5040002,6.2412,12.7822,2.2031,11.1932,,5.5704002,7.4589,,7.5286999,12.6726,3.8185999,9.1294003,4.9368,7.9391999,3.0820999,4.6262999,14.3453,11.4811,10.9887,4.4587998,7.3439002,11.1685,9.0880003,11.054,9.7536001,,10.6534,5.4077001,14.1508,3.6875999,5.6915002,3.3999,
4.0844002,13.2377,9.2452002,,7.5419002,6.2572999,12.8374,2.2262001,11.2614,,5.5960999,7.4833999,,7.5574002,12.7185,3.8389001,9.1728001,4.9617,7.9797001,3.1192,4.6532001,14.4132,11.5078,11.0467,4.4847999,7.3786001,11.2299,9.1456003,11.1297,9.8046999,,10.7354,5.4491,14.2048,3.7204001,5.7291002,3.4157,
4.1160998,13.3293,9.2835999,,7.5815001,6.3066001,12.8975,2.2400999,11.3158,,5.6824999,7.5370998,,7.5869002,12.8045,3.8591001,9.2296,4.9844999,8.0250998,3.1379001,4.6831999,14.4836,11.6058,11.0888,4.5253,7.4127998,11.2837,9.1973,11.1858,9.8528004,,10.8034,5.4974999,14.2595,3.7398,5.7551999,3.4347,
4.1363001,13.4689,9.3322001,,7.6348,6.3463998,12.9671,2.2546999,11.3858,,5.6982999,7.5655999,,7.6431999,12.8535,3.8813,9.2648001,5.0331001,8.0754004,3.1558001,4.7163,14.5655,11.686,11.1427,4.5453,7.447,11.3627,9.2593002,11.2419,9.9231005,,10.8691,5.4998002,14.3068,3.7607999,5.7860999,3.4526999,
4.1577001,13.5798,9.3577995,,7.6686001,6.3586998,13.0439,2.2678001,11.4478,,5.7210999,7.592,,7.6746001,12.8945,3.9022999,9.2769003,5.0556002,8.1292,3.1730001,4.743,14.6468,11.7078,11.1759,4.5683999,7.5049,11.4449,9.3306999,11.3579,9.9729004,,10.9356,5.5103002,14.3566,3.7832,5.8288999,3.4724,
4.1866999,13.6358,9.3882999,,7.7280002,6.3948002,13.1072,2.2827001,11.4944,,5.757,7.658,,7.7199998,12.9574,3.924,9.3254004,5.0785999,8.1752005,3.1896999,4.7704,14.7375,11.8061,11.2455,4.6268001,7.5314002,11.5075,9.3753996,11.4301,10.0375,,10.9905,5.5538998,14.3997,3.8039,5.8614001,3.4886999,
4.2205,13.6985,9.4352999,,7.7638998,6.4077001,13.1783,2.2950001,11.5666,,5.7862,7.6841998,,7.7525001,13.0044,3.9449,9.3656998,5.131,8.2237997,3.214,4.7947998,14.8358,11.846,11.2747,4.6564002,7.5798001,11.5781,9.4380999,11.4923,10.0917,,11.0567,5.5683999,14.4474,3.8285999,5.8936,3.5142,
4.2511001,13.7695,9.4751997,,7.7992001,6.4570999,13.2765,2.3215001,11.6497,,5.8494,7.7361002,,7.7869,13.0598,3.9642999,9.4364996,5.1553998,8.2705002,3.2293,4.8221998,14.9106,11.9068,11.3024,4.6782999,7.6325998,11.6408,9.4885998,11.5536,10.1463,,11.1323,5.6132998,14.5172,3.8508,5.9308,3.5323,
4.2754998,13.8501,9.5256996,,7.8453999,6.4812002,13.3298,2.3352001,11.7029,,5.8669,7.7628002,,7.8362999,13.1099,3.9818001,9.4792995,5.1823001,8.3256998,3.2465,4.8504,14.9872,12.0162,11.3473,4.7231998,7.6831999,11.704,9.5450001,11.6291,10.2021,,11.189,5.6549001,14.5639,3.8722999,5.9657001,3.5501001,
4.3052001,13.9238,9.5628996,,7.8842001,6.5071001,13.4128,2.3485999,11.7713,,5.8945999,7.7926998,,7.8606,13.1544,4.0256,9.5360003,5.2291002,8.3704004,3.2642,4.8783002,,12.1052,11.3884,4.7470999,7.7347999,11.7865,9.5904999,11.6862,10.2621,,11.193,5.6992998,14.6251,3.8936,5.9941001,3.5697999,
4.3318,14.0026,9.5969,,7.9324999,6.5567002,13.496,2.362,11.8351,,5.9214001,7.8392,,7.9856,13.22,4.046,9.5726995,5.2575002,8.4205999,3.283,4.9165001,,12.1768,11.4459,4.7624002,7.7702999,11.8434,9.6465998,11.7475,10.325,,11.2181,5.7175999,14.6768,3.9216001,6.0247002,3.5896001,
4.3555999,14.0766,9.6328001,,7.9710002,6.5883999,13.5566,2.3748,11.89,,5.9475999,7.8778,,8.0581999,13.2799,4.0658002,9.6261997,5.2807999,8.4593,3.3190999,4.9412999,,12.2495,11.4663,4.7905998,7.7968998,11.9204,9.7511997,11.8291,10.3698,,11.245,5.7845001,14.7261,3.9442,6.0546999,3.6152999,
4.3776002,14.1767,9.6709003,,8.0340004,6.6079001,13.6155,2.3875,11.9659,,5.9737,7.9025998,,8.0906,13.359,4.0851002,9.6623001,5.3241,8.5033998,3.3378999,4.9672999,,12.3089,11.4892,4.8243999,7.8260002,11.9914,9.8016005,11.8853,10.4353,,11.2513,5.7962999,14.7795,3.9653001,6.0834999,3.6328001,
4.4254999,14.2794,9.7259998,,8.0718002,6.6573,13.6845,2.4229,12.0276,,6.0046,7.9566998,,8.1520004,13.4136,4.1181998,9.7262001,5.3488002,8.5514002,3.3559999,4.9933,,12.3788,11.5394,4.849,7.8604999,12.0614,9.8577995,11.9503,10.4934,,11.3369,5.8070002,14.8256,3.9865,6.1245999,3.6508,
4.4436998,14.3614,9.7621002,,8.1314001,6.6861,13.7496,2.4360001,12.0956,,6.0525999,7.9843001,,8.1794004,13.4841,4.1399002,9.7769003,5.3775001,8.5916996,3.378,5.0215998,,12.4562,11.5651,4.8764,7.8965001,12.1209,9.9292002,12.0073,10.5503,,11.3927,5.8407001,14.8813,4.0054998,6.1585999,3.6700001,
4.4626002,14.4505,9.8052998,,8.1684999,6.7072001,13.8479,2.4487,12.1709,,6.0643001,8.0445004,,8.2410002,13.5381,4.1612,9.8284998,5.3999,8.6334,3.3966,5.0447001,,12.5301,11.5947,4.9384999,7.9461999,12.1917,9.9734001,12.0688,10.6033,,11.4577,5.8892002,14.923,4.0296001,6.1882,3.6884,
4.4875002,14.5483,9.8371,,8.2264004,6.7487001,13.9213,2.4617,12.2345,,6.0827999,8.073,,8.2672005,13.5929,4.1829,9.8613005,5.4391999,8.6759005,3.4187,5.0738001,,12.6176,11.6488,4.9625001,7.9791999,12.2588,10.0412,12.128,10.658,,11.5415,5.8997002,14.9716,4.0503998,6.2255001,3.7111001,
4.5149002,14.6192,9.8753004,,8.2543001,6.7593002,13.9872,2.4737999,12.2879,,6.1096001,8.1611996,,8.2968998,13.6399,4.2030001,9.8999004,5.4657998,8.7210999,3.4353001,5.1016002,,12.7043,11.6843,4.9786,8.0165997,12.336,10.0917,12.1896,10.7223,,11.6627,5.9091001,,4.0721998,6.2598,3.7284999,
4.5454001,14.7343,9.9042997,,8.2841997,6.8067002,14.0581,2.4860001,12.3579,,6.1410999,8.1970997,,8.3759003,13.7103,4.2273002,9.9473,5.4919,8.7595997,3.4524,5.1276002,,12.7805,11.7575,5.0283999,8.0558004,12.4013,10.1481,12.2528,10.7812,,11.7381,5.9552002,,4.0913,6.2884998,3.7467999,
4.5735998,14.7854,9.9464998,,8.3276997,6.8572001,14.1284,2.4979,12.4107,,6.1680999,8.2469997,,8.4245005,13.7617,4.2491999,9.9962997,5.5338998,8.8032999,3.4684999,5.1538,,12.8676,11.7905,5.0493002,8.1040001,12.4697,10.1963,12.3197,10.8384,,11.8582,5.9981999,,4.1199999,6.3256998,3.7685001,
4.5927,14.8419,9.9885998,,8.3620996,6.8813,14.1948,2.52,12.4524,,6.1943998,8.2733002,,8.4593,13.829,4.2697001,10.0461,5.5556998,8.8458996,3.4861,5.1841998,,12.925,11.8605,5.0746002,8.1330004,12.5473,10.253,12.3821,10.9017,,11.9392,6.0153999,,4.1401,6.3522,3.7899001,
4.6153002,14.8888,10.0311,,8.3958998,6.9071002,14.2486,2.5339,12.4952,,6.2529001,8.2985001,,8.4935999,13.9013,4.2897,10.089,5.5830998,8.8915997,3.5165999,5.2189002,,13.0038,11.8892,5.0977998,8.1998997,12.6055,10.2967,12.4408,10.9594,,12.0071,6.0686998,,4.1589999,6.3811998,3.8094001,
4.6410999,14.9878,10.0638,,8.4405003,6.9377999,14.3069,2.5465,12.5429,,6.2691998,8.3435001,,8.5541,13.9464,4.316,10.1395,5.6286998,8.9313002,3.533,5.2449999,,13.0662,11.9521,5.1325998,8.2320004,12.6752,10.3527,12.4993,11.0299,,12.0659,6.0889001,,4.1768999,6.4247999,3.8278,
4.6648998,,10.0997,,8.4796,6.9386001,14.3857,2.5613,12.5973,,6.2898998,8.3745003,,8.5967999,14.0032,4.3367,10.1795,5.6532001,8.9780998,3.5497999,5.2774,,13.1389,11.9814,5.1588001,8.2805004,12.7402,10.4548,12.5617,11.0839,,12.1316,6.1065001,,4.1954002,6.4537001,3.8473001,
4.6824002,,10.1408,,8.5278997,6.9579,14.4424,2.5729001,12.6518,,6.3045998,8.4301996,,8.6629,14.0602,4.3573999,10.2346,5.6806998,9.0248003,3.5671,5.3179998,,13.2477,12.0297,5.1873002,8.3192997,12.8007,10.5022,12.6181,11.1376,,12.1934,6.1438999,,4.2209001,6.4801998,3.8671,
4.7149,,10.1769,,8.5586004,7.0065999,14.5366,2.5839,12.7142,,6.3348999,8.4609003,,8.6962996,14.1319,4.3776999,10.2806,5.7301998,9.0739002,3.5848,5.3385,,13.3233,12.0638,5.2266998,8.3497,12.8592,10.5561,12.6788,11.1878,,12.2555,6.1914001,,4.2399998,6.5247002,3.8872001,
4.7347002,,10.2319,,8.5916004,7.0496998,14.5934,2.5962,12.7735,,6.3769002,8.4953003,,8.7557001,14.2225,4.3976002,10.3367,5.7533002,9.1220999,3.6036,5.368,,13.3978,12.0919,5.2543998,8.4048004,12.9226,10.6041,12.7428,11.2453,,12.3153,6.1959,,4.2593002,6.5525999,3.9149001,
