20220912a,20220912b,20220912c,20220912d,20220912e,20220912f,20221010a_1,20221010a_2,20221010b,20221010c_1,20221010c_2,20221010d,20221104a,20221104b,20221104c,20221104e,20221104f,20221104g,20191216a,20191216b,20191216c,20191216d,20191216e,20191216f,20191216g,20191216i,20191216j,20191216k,20191216m,20191216n,20191218b,20191218c,20191218e,20191220b,20191220c,20191220d,20191220e,20191220f,20191220g
8.9806995,7.2259998,12.1586,,13.7469,13.1004,,,,,9.2973003,4.2405,,,,,,8.0037003,11.4502,5.1504002,6.6935,,9.9105997,8.8530998,1.1138999,,,7.0086002,,11.3892,4.4242001,4.4668999,13.0675,6.7708001,8.8507996,10.9694,,12.4587,10.9387
9.0085001,7.2666998,12.197,,13.7802,13.1394,,,,,9.3606005,4.2715998,,,,,,8.0628004,11.5129,5.1792998,6.7505999,,9.9638996,8.8899002,1.1224999,,,7.1134,,11.4537,4.4558001,4.4798999,13.1706,6.7953,8.8926001,11.0873,,12.4853,10.9728
9.1427002,7.2884002,12.233,,13.8255,13.1801,,,,,9.4446001,4.2961998,,,,,,8.0981998,11.5764,5.2435002,6.7941999,,10.0224,8.9757996,1.1303999,,,7.1492,,11.5198,4.4860001,4.5037999,13.2226,6.8706999,8.9666004,11.1832,,12.5522,11.0699
9.1622,7.3896999,12.2572,,13.8728,13.2313,,,,,9.4673996,4.342,,,,,,8.1717997,11.6566,5.2686,6.8478999,,10.0771,9.0038004,1.1381,,,7.1978998,,11.5831,4.5268998,4.5981998,13.2922,6.9657001,9.0054998,11.2987,,12.5878,11.1581
9.3568001,7.4477,12.3005,,13.9241,13.268,,,,,9.5444002,4.3702002,,,,,,8.2523003,11.7594,5.2962999,6.8822999,,10.143,9.0902996,1.1461999,,,7.2621002,,11.6745,4.5572,4.6773,13.3382,6.9949999,9.0669003,11.3786,,12.6192,11.2495
9.3852997,7.4861002,12.3259,,13.9628,13.3175,,,,,9.5851002,4.4425001,,,,,,8.2952003,11.8457,5.3463998,6.9442,,10.2192,9.1673002,1.1539,,,7.3709002,,11.7396,4.5897999,4.6905999,13.3796,7.0721002,9.1071997,11.4805,,12.6614,11.3529
9.4657001,7.5865002,12.3636,,14.0051,13.3585,,,,,9.6548004,4.4674001,,,,,,8.3590002,11.9303,5.3702002,6.9728999,,10.2878,9.2635002,1.1614,,,7.4520998,,11.8369,4.6327,4.7052002,13.4225,7.1879001,9.1830997,11.5796,,12.6981,11.4577
9.4882002,7.6624999,12.3896,,14.042,13.3955,,,,,9.6899996,4.4895,,,,,,8.3986998,12.0117,5.3979998,7.0437999,,10.3605,9.2975998,1.1704,,,7.4914999,,11.8812,4.6652999,4.7811999,13.4863,7.2677002,9.2693996,11.6732,,12.7412,11.5603
9.5669003,7.697,12.4287,,14.0797,13.4414,,,,,9.7449999,4.5365,,,,,,8.4664001,12.0964,5.4488001,7.0767002,,10.4239,9.3487997,1.179,,,7.5620999,,11.9451,4.6995001,4.7961998,13.5287,7.3027,9.3525,11.7791,,12.7796,11.6617
9.5924997,7.7721,12.4525,,14.1227,13.4786,,,,,9.7785997,4.5679002,,,,,,8.5478001,12.1706,5.4737,7.1429,,10.4983,9.3845997,1.1875,,,7.5812001,,11.9959,4.7428002,4.8608999,13.5956,7.3824,9.3992004,11.8821,,12.8076,11.7768
9.6365004,7.8381,12.4792,,14.1549,13.5175,,,,,9.8580999,4.5928998,,,,,,8.5888004,12.232,5.5496998,7.1827998,,10.5678,9.4663,1.1953,,,7.6669998,,12.0418,4.7757001,4.8779001,13.6446,7.4088001,9.4715996,11.9748,,12.8546,11.8925
9.7637997,7.8937998,12.5112,,14.1948,13.5528,,,,,9.9029999,4.6385002,,,,,,8.6657,12.2898,5.5777998,7.2455001,,10.6237,9.5047998,1.2034,,,7.6907001,,12.1002,4.8084998,4.8961,13.6869,7.4780998,9.5581999,12.0416,,12.8965,11.9533
9.7807999,7.9819999,12.537,,14.2381,13.614,,,,,9.9524002,4.6676002,,,,,,8.6989002,12.393,5.6019001,7.2804999,,10.6834,9.5723,1.2113,,,7.7449999,,12.1645,4.8474002,4.9716001,13.7755,7.5044999,9.5984001,12.0918,,12.933,11.9739
9.9545002,8.0362997,12.5685,,14.2858,13.6602,,,,,9.9961996,4.6931,,,,,,8.7642002,12.465,5.6476002,7.3453002,,10.7403,9.6528997,1.2189,,,7.7807002,,12.2287,4.8813,4.9882002,13.81,7.5806999,9.6616001,12.1458,,12.9585,12.0025
9.9813995,8.0908003,12.6093,,14.3221,13.7211,,,,,10.004,4.7386999,,,,,,8.8028002,12.5535,5.6760001,7.3792,,10.8221,9.6823997,1.2268,,,7.8453999,,12.2878,4.9273,5.0636001,13.8534,7.5985999,9.7062998,12.2023,,12.9911,12.0998
10.1034,8.1754999,12.6381,,14.3551,13.7724,,,,,10.0765,4.7676001,,,,,,8.8688002,12.6379,5.7024999,7.4449,,10.899,9.7608995,1.2359999,,,7.8797998,,12.3464,4.9579,5.0785999,13.9234,7.6861,9.7778997,12.2516,,13.0173,12.1933
10.1458,8.2475004,12.6604,,14.3931,13.8205,,,,,10.1527,4.7919998,,,,,,8.9687004,12.744,5.7480998,7.4889998,,10.9537,9.7989998,1.2438999,,,7.9085002,,12.3956,4.9903002,5.0932002,13.9938,7.7635999,9.8589001,12.2973,,13.0436,12.2861
10.1817,8.2806997,12.6982,,14.4345,13.8679,,,,,10.1943,4.8374,,,,,,9.0038996,12.8165,5.7729001,7.5429001,,11.0265,9.8603001,1.2513,,,7.9594002,,12.4583,5.0376,5.1062002,14.0549,7.7962999,9.9041004,12.345,,13.0666,12.3798
10.3298,8.3053999,12.7318,,14.477,13.924,,,,,10.245,4.8720002,,,,,,9.0663996,12.8875,5.7940998,7.5892,,11.1126,9.8983002,1.2591,,,7.9789,,12.5251,5.0700998,5.1915002,14.1251,7.8649001,9.9780998,12.392,,13.1134,12.4553
10.3653,8.3865004,12.7617,,14.5192,13.9831,,,,,10.3081,4.9436002,,,,,,9.1515999,12.9684,5.849,7.6345,,11.1737,9.9640999,1.2672,,,8.066,,12.5839,5.1030002,5.2535,14.1681,7.8958998,10.0632,12.4398,,13.1355,12.5394
10.4553,8.4237003,12.7977,,14.5734,14.0543,,,,,10.3571,4.9712,,,,,,9.1960001,13.057,5.8751001,7.6725998,,11.2463,10.0016,1.276,,,8.1075001,,12.632,5.1426001,5.2676001,14.2245,7.9654999,10.1727,12.4791,,13.1704,12.6232
10.4961,8.4448996,12.8268,,14.6214,14.1161,,,,,10.4424,5.0021,,,,,,9.2605,13.1525,5.9463,7.7398,,11.3187,10.0646,1.2843,,,8.1784,,12.678,5.1757998,5.2870998,14.2681,7.9931002,10.2062,12.5198,,13.1992,12.7072
10.5559,8.4715996,12.8628,,14.6562,14.1726,,,,,10.4838,5.0433998,,,,,,9.2974005,13.2579,5.973,7.7802,,11.3888,10.0986,1.2922,,,8.2284002,,12.7422,5.2105999,5.3069,14.3207,8.0663004,10.2798,12.5686,,13.2587,12.7898
10.8513,8.4997997,12.8932,,14.6911,14.2349,,,,,10.5562,5.0618,,,,,,9.3606005,13.3558,5.9994001,7.8376999,,11.4734,10.1732,1.3002,,,8.2636003,,12.8006,5.2459002,5.3917999,14.3779,8.1018,10.3545,12.6147,,13.2857,12.8654
10.8717,8.5365,12.9249,,14.7269,14.2785,,,,,10.5928,5.0711999,,,,,,9.4686003,13.4497,6.0468001,7.8843002,,11.5472,10.2052,1.3083,,,8.2939997,,12.8535,5.2764001,5.4047999,14.4271,8.1896,10.3963,12.6566,,13.3131,12.933
10.9044,8.5695,12.9575,,14.7665,14.327,,,,,10.6552,5.0960002,,,,,,9.5063,13.5934,6.0743999,7.9442,,11.6251,10.2699,1.3164999,,,8.3970003,,12.9147,5.3063002,5.4916,14.4773,8.2679996,10.4637,12.7066,,13.3657,13.0235
11.0016,8.5972996,12.9897,,14.8119,14.3993,,,,,10.7424,5.1402998,,,,,,9.5630999,13.7479,6.0960002,7.9826002,,11.6953,10.3044,1.3243999,,,8.4652996,,12.9936,5.3467999,5.5033998,14.5406,8.2941999,10.5593,12.754,,13.4133,13.1063
11.0289,8.6731997,13.0126,,14.8609,14.4553,,,,,10.7876,5.1669998,,,,,,9.6015997,13.8428,6.1462002,8.0396004,,11.7493,10.379,1.332,,,8.4892998,,13.0476,5.3794999,5.5781002,14.5995,8.3582001,10.6025,12.8038,,13.4345,13.19
11.0552,8.6997995,13.0351,,14.9154,14.5096,,,,,10.8461,5.1982002,,,,,,9.6743002,13.9532,6.1701002,8.0812998,,11.8237,10.4498,1.3414,,,8.5811996,,13.1132,5.4261999,5.5911999,14.6578,8.3885002,10.6704,12.8483,,13.4788,13.2769
11.0781,8.7705002,13.0563,,14.9475,14.5647,,,,,10.9646,5.2426,,,,,,9.7595997,14.0582,6.1932998,8.1445999,,11.8838,10.4832,1.3494999,,,8.6829996,,13.1666,5.4577999,5.6065001,14.7045,8.4680996,10.7524,12.8828,,13.4992,13.3507
11.1839,8.7971001,13.0781,,14.9846,14.6235,,,,,11.005,5.2691002,,,,,,9.7974005,14.1332,6.2413998,8.1829996,,11.9509,10.5513,1.3573,,,8.7093,,13.2354,5.4928999,5.6894002,14.7743,8.5037003,10.8038,12.9306,,13.5224,13.4317
11.276,8.8505001,13.1064,,,14.685,,,,,11.0684,5.2999001,,,,,,9.8640003,14.2255,6.2739,8.2452002,,12.0155,10.5788,1.3655,,,8.7768002,,13.2911,5.5373998,5.7031002,14.8156,8.5570002,10.8688,12.9726,,13.5521,13.5013
11.3063,8.8792,13.1336,,,14.7392,,,,,11.1482,5.3362999,,,,,,9.9046001,14.3485,6.2979999,8.2796001,,12.0893,10.6549,1.3731,,,8.7966995,,13.3443,5.5692,5.7574,14.8711,8.5922003,10.9033,13.0113,,13.6012,13.5871
11.3102,8.9446001,13.1621,,,14.7871,,,,,11.1858,5.3660998,,,,,,9.9684,14.4508,6.3428001,8.3381004,,12.1526,10.6864,1.3813,,,8.8169003,,13.3996,5.6023998,5.7781,14.9128,8.6652002,10.9667,13.0493,,13.6449,13.6731
11.3868,8.9764996,13.1852,,,14.829,,,,,11.2511,5.3989,,,,,,10.0528,14.531,6.3670001,8.3726997,,12.2326,10.7607,1.3894,,,8.8432999,,13.4478,5.6504002,5.7951999,14.9573,8.6949997,11.0511,13.091,,13.682,13.755
11.4115,9.0268002,13.2136,,,14.8963,,,,,11.2948,5.4393001,,,,,,10.0955,14.6009,6.3941998,8.4403,,12.2904,10.7957,1.3971,,,8.8740997,,13.5083,5.6833,5.8768001,,8.7713003,11.0902,13.1352,,13.7189,13.8363
11.5361,9.0593996,13.2372,,,14.9587,,,,,11.3642,5.4689999,,,,,,10.1583,14.7005,6.4411001,8.4793997,,12.3526,10.8695,1.4049,,,8.9469004,,13.5513,5.7291999,5.8930998,,8.802,11.1583,13.1818,,13.7658,13.9249
11.5684,9.0882998,13.2719,,,,,,,,11.3979,5.4951,,,,,,10.196,14.7666,6.4653001,8.5390997,,12.4199,10.9616,1.4131,,,8.9835997,,13.6155,5.7595,5.9664998,,8.8716002,11.2516,13.2268,,13.7952,13.9995
11.6129,9.1229,13.293,,,,,,,,11.4616,5.5391002,,,,,,10.2778,14.8612,6.4878998,8.5787001,,12.4817,10.9923,1.421,,,9.0507002,,13.6689,5.7898998,5.9851999,,8.8969002,11.2962,13.2712,,13.8406,14.0791
11.6634,9.1601,13.317,,,,,,,,11.539,5.5647001,,,,,,10.3494,14.9004,6.5402999,8.6441002,,12.5378,11.058,1.4292001,,,9.0727997,,13.7441,5.8311,6.0065999,,8.9792004,11.3675,13.3257,,13.8626,14.1495
11.6902,9.1992998,13.3515,,,,,,,,11.5814,5.5918002,,,,,,10.3887,,6.5662999,8.6884003,,12.6025,11.0909,1.4371001,,,9.0972004,,13.8131,5.8610001,6.0864,,9.0529003,11.4556,13.3739,,13.8958,14.2347
11.7401,9.2722998,13.3763,,,,,,,,11.6507,5.6353998,,,,,,10.4674,,6.5913,8.7431002,,12.6529,11.1649,1.4452,,,9.1521997,,13.8692,5.895,6.1040001,,9.0845003,11.4956,13.4212,,13.9258,14.3203
11.7651,9.3066998,13.4016,,,,,,,,11.681,5.6616998,,,,,,10.5076,,6.6434999,8.7798004,,12.7263,11.1941,1.4529999,,,9.1814003,,13.9161,5.941,6.1742001,,9.1562004,11.5667,13.4683,,13.9601,14.3974
11.8885,9.3195,13.4233,,,,,,,,11.7891,5.6886001,,,,,,10.5665,,6.6669998,8.8346996,,12.7851,11.254,1.4608001,,,9.2543001,,13.9721,5.973,6.1900001,,9.1953001,11.6545,13.5124,,13.9853,14.4792
11.948,9.3790998,13.4463,,,,,,,,11.8585,5.7364001,,,,,,10.6045,,6.6959,8.8712997,,12.8399,11.283,1.4686,,,9.2820997,,14.0204,6.0064998,6.2542,,9.2528,11.6936,13.5569,,14.0227,14.5633
11.9658,9.4392004,13.4725,,,,,,,,11.9051,5.7624998,,,,,,10.6696,,6.7424998,8.9397001,,12.9026,11.3526,1.4765,,,9.3863001,,14.0729,6.0482998,6.2684002,,9.2839003,11.7706,13.6023,,14.0444,14.6385
12.082,9.4736004,13.4981,,,,,,,,11.9561,5.7909002,,,,,,10.7568,,6.7686,8.9813004,,12.9725,11.3833,1.4852999,,,9.4053001,,14.1416,6.0802999,6.2827001,,9.3687,11.8689,13.649,,14.0727,14.7299
12.1234,9.5510998,13.5334,,,,,,,,12.0375,5.8347998,,,,,,10.791,,6.7953,9.0379,,13.0346,11.4454,1.4941,,,9.4576998,,14.1966,6.1181998,6.2997999,,9.4034996,11.946,13.691,,14.1137,14.817
12.1577,9.5868998,13.5557,,,,,,,,12.0826,5.8664999,,,,,,10.8568,,6.8428998,9.0810003,,13.1009,11.4825,1.5029,,,9.4728003,,14.2499,6.1556001,6.3737001,,9.4712,11.9856,13.7272,,14.1633,14.8937
12.2043,9.6447001,13.578,,,,,,,,12.1351,5.8979998,,,,,,10.8936,,6.8688998,9.1318998,,13.1772,11.5587,1.5118999,,,9.4891996,,14.3027,6.1862001,6.3909998,,9.4990997,12.0292,13.7665,,14.1924,14.979
12.2458,9.6725998,13.6019,,,,,,,,12.1743,5.9415002,,,,,,10.963,,6.8933001,9.1688004,,13.2382,11.5849,1.5204999,,,9.5669003,,14.3607,6.2311001,6.4696999,,9.5578003,12.0674,13.8052,,14.219,
12.2809,9.6983004,13.6106,,,,,,,,12.2476,5.967,,,,,,11.0021,,6.9394002,9.2372999,,13.2994,11.6487,1.5294,,,9.5959997,,14.4273,6.2607999,6.4840002,,9.5923996,12.1168,13.8472,,14.2387,
12.3286,9.7535,13.6276,,,,,,,,12.3054,5.9934001,,,,,,11.073,,6.9633999,9.2774,,13.3671,11.6864,1.5369999,,,9.6629,,14.4868,6.2904,6.4990001,,9.6610003,12.1478,13.8879,,14.2908,
12.3599,9.7966995,13.6586,,,,,,,,12.3894,6.0373998,,,,,,11.147,,6.9906001,9.3331003,,13.4415,11.7589,1.5447,,,9.7059002,,14.5453,6.3319998,6.5665002,,9.6856003,12.1884,13.93,,14.3281,
12.5378,9.8965998,13.6631,,,,,,,,12.3897,6.0644002,,,,,,11.1854,,7.0370002,9.3716002,,13.5057,11.7901,1.5523,,,9.7777996,,14.6041,6.3628001,6.5820999,,9.7552004,12.2367,13.968,,14.3527,
12.8176,9.9513998,13.6854,,,,,,,,12.4509,6.0869999,,,,,,11.2578,,7.0640998,9.4369001,,13.5748,11.8448,1.5605,,,9.8599005,,14.6628,6.3978,6.6047001,,9.7910004,12.2845,14.0092,,14.3895,
12.8365,9.9914999,13.7079,,,,,,,,12.5202,6.138,,,,,,11.2968,,7.0925999,9.4708004,,13.6428,11.8719,1.5687,,,9.8818998,,14.7362,6.4405999,6.6915002,,9.8614998,12.3262,14.0523,,14.4251,
12.8543,10.0296,13.7349,,,,,,,,12.5752,6.1680002,,,,,,11.3613,,7.1392999,9.5050001,,13.7106,11.9019,1.5768,,,9.9020996,,14.7988,6.4762001,6.7377,,9.8733997,12.3717,14.0932,,14.466,
12.8809,10.0609,13.7542,,,,,,,,12.6254,6.1947999,,,,,,11.4054,,7.1662998,9.5544004,,13.7824,11.9729,1.5848,,,9.9598999,,14.8613,6.5077,6.7547998,,9.9518995,12.4153,14.1309,,14.5008,
12.9244,10.0881,13.774,,,,,,,,12.6833,6.1978998,,,,,,11.4589,,7.1936002,9.5945997,,13.8434,12.0111,1.5927,,,9.9826002,,14.9248,6.5475001,6.7709999,,9.9772997,12.4618,14.17,,14.5298,
12.9564,10.1312,13.778,,,,,,,,12.7301,6.2360001,,,,,,11.5036,,7.2371998,9.6497002,,13.919,12.0545,1.6003,,,10.0745,,14.9752,6.5783,6.7870998,,10.0573,12.5069,14.2151,,14.5688,
12.9961,10.1683,13.8022,,,,,,,,12.7894,6.2614002,,,,,,11.5619,,7.2624998,9.6857004,,13.9959,12.0905,1.6078,,,10.0977,,,6.6227002,6.8042998,,10.0897,12.5535,14.2545,,14.5942,
13.077,10.2028,13.8305,,,,,,,,12.8287,6.2905002,,,,,,11.6019,,7.2911,9.7388,,14.064,12.134,1.6152,,,10.1565,,,6.6547999,6.8842001,,10.1774,12.5898,14.2976,,14.6162,
13.1317,10.2418,13.8543,,,,,,,,12.8842,6.3325,,,,,,11.6689,,7.3382001,9.776,,14.15,12.173,1.6234,,,10.1757,,,6.6845999,6.8992,,10.2478,12.6414,14.3404,,14.6613,
13.1504,10.2792,13.8869,,,,,,,,12.9181,6.3641,,,,,,11.7375,,7.3628998,9.8390999,,14.2246,12.2141,1.6317,,,10.1993,,,6.7332001,6.9528999,,10.2842,12.6961,14.3774,,14.7001,
13.2063,10.3132,13.9081,,,,,,,,12.9803,6.3930001,,,,,,11.7777,,7.3892999,9.8740997,,14.2973,12.2531,1.6399,,,10.2641,,,6.7651,6.9727001,,10.3047,12.7503,14.4294,,14.7301,
13.2701,10.3451,13.9363,,,,,,,,13.0523,6.4352002,,,,,,11.8464,,7.4396,9.9358997,,14.3667,12.2927,1.6483001,,,10.2945,,,6.7950001,6.994,,10.3627,12.7949,14.4684,,14.7519,
13.3717,10.3784,13.9485,,,,,,,,13.1123,6.4629002,,,,,,11.8843,,7.4663,9.9758997,,14.4297,12.3389,1.656,,,10.3702,,,6.8382001,7.0468998,,10.3998,12.8481,14.5122,,14.7789,
13.42,10.4031,13.9669,,,,,,,,13.1546,6.4928999,,,,,,11.9419,,7.4919,10.0341,,14.4917,12.3802,1.664,,,10.4114,,,6.8684001,7.066,,10.4646,12.8884,14.5545,,14.8224,
13.4479,10.4702,13.994,,,,,,,,13.241,6.5414,,,,,,11.9824,,7.5363998,10.0781,,14.5622,12.4144,1.6724,,,10.4842,,,6.9022002,7.0861001,,10.4951,12.931,14.599,,14.8513,
13.4937,10.5027,14.0201,,,,,,,,13.3044,6.5682998,,,,,,12.0177,,7.5592999,10.1368,,14.6358,12.448,1.6806999,,,10.5126,,,6.9454002,7.0997,,10.5667,12.9758,14.6405,,14.8842,
13.5256,10.537,14.0413,,,,,,,,13.3593,6.5973001,,,,,,12.0551,,7.5819998,10.1705,,14.7151,12.485,1.6885,,,10.5828,,,6.9772,7.1696,,10.5976,13.0185,14.6854,,14.9181,
13.5851,10.5653,14.0708,,,,,,,,13.408,6.6387,,,,,,12.0938,,7.6046,10.2328,,14.8015,12.5276,1.6961,,,10.6053,,,7.0240002,7.1887002,,10.6657,13.0703,14.7232,,14.9522,
13.6317,10.5863,14.0954,,,,,,,,13.4503,6.6689,,,,,,12.1336,,7.6464,10.2683,,14.8783,12.574,1.7042,,,10.6743,,,7.0517998,7.2047,,10.7548,13.1105,14.7727,,14.9897,
13.6853,10.6073,14.1213,,,,,,,,13.4933,6.6961999,,,,,,12.1842,,7.6687999,10.3357,,14.9457,12.6027,1.7133,,,10.7039,,,7.0815001,7.2588,,10.7928,13.1543,14.8142,,,
13.7078,10.6673,14.1575,,,,,,,,13.5542,6.7384,,,,,,12.2282,,7.6914001,10.3783,,,12.6393,1.7215,,,10.7872,,,7.1266999,7.2774,,10.8497,13.1928,14.8524,,,
13.7505,10.7112,14.1805,,,,,,,,13.608,6.7645001,,,,,,12.2649,,7.7385001,10.4364,,,12.6762,1.7297,,,10.8538,,,7.1540999,7.2968998,,10.8806,13.2464,14.888,,,
13.792,10.7579,14.2161,,,,,,,,13.6765,6.7891998,,,,,,12.3075,,7.7662001,10.4772,,,12.7148,1.7379,,,10.8827,,,7.1851001,7.3695998,,10.9553,13.2947,14.9389,,,
13.8955,10.7921,14.2451,,,,,,,,13.7288,6.8329,,,,,,12.3433,,7.7902002,10.5346,,,12.7666,1.7460001,,,10.9599,,,7.2270999,7.3859,,10.9806,13.3371,14.9849,,,
14.1354,10.8831,14.27,,,,,,,,13.7889,6.8594999,,,,,,12.378,,7.8407998,10.5767,,,12.8101,1.7536,,,10.9641,,,7.2579999,7.4031,,11.047,13.3851,,,,
14.1555,10.923,14.2937,,,,,,,,13.8331,6.8855,,,,,,12.4217,,7.8650999,10.6376,,,12.8526,1.7614,,,10.9923,,,7.2873998,7.4755001,,11.0876,13.4328,,,,
14.1946,10.9581,14.317,,,,,,,,13.9008,6.9092002,,,,,,12.4585,,7.8910999,10.6765,,,12.8931,1.7695,,,11.0736,,,7.3327999,7.4937,,11.165,13.4854,,,,
14.2262,10.9867,14.3422,,,,,,,,13.9551,6.9405999,,,,,,12.5007,,7.9383998,10.7344,,,12.9376,1.7771,,,11.1044,,,7.3634,7.5493002,,11.1998,13.5341,,,,
14.2397,11.027,14.3661,,,,,,,,14.0279,6.9681001,,,,,,12.5334,,7.9645,10.7729,,,12.9752,1.7848001,,,11.1991,,,7.3913002,7.5738001,,11.2528,13.5641,,,,
14.3023,11.0645,14.3893,,,,,,,,14.0613,6.9984999,,,,,,12.5683,,7.9882002,10.8365,,,13.028,1.7927001,,,11.284,,,7.4403,7.5932002,,11.2952,13.5781,,,,
14.3451,11.0962,14.4118,,,,,,,,14.1221,7.0401001,,,,,,12.6052,,8.0362997,10.8739,,,13.0691,1.8008,,,11.3061,,,7.4700999,7.6822,,11.3475,13.6189,,,,
14.391,11.1194,14.4291,,,,,,,,14.1752,7.0682001,,,,,,12.6412,,8.0613003,10.9331,,,13.1205,1.8092,,,11.3809,,,7.5447998,7.6992998,,11.3827,13.6662,,,,
14.438,11.1527,14.4554,,,,,,,,14.2207,7.0970998,,,,,,12.6777,,8.0862999,10.9773,,,13.1556,1.8171999,,,11.3985,,,7.5745001,7.7606001,,11.4544,13.7145,,,,
14.4798,11.1801,14.486,,,,,,,,14.2699,7.1377001,,,,,,12.7185,,8.1381998,11.0397,,,13.1996,1.8252,,,11.4563,,,7.6069002,7.7792001,,11.4826,13.7595,,,,
14.5389,11.2105,14.5076,,,,,,,,14.3667,7.1636,,,,,,12.758,,8.165,11.0784,,,13.2366,1.8336999,,,11.4794,,,7.6500001,7.7999001,,11.5584,13.8115,,,,
14.569,11.2703,14.5302,,,,,,,,14.4338,7.1869001,,,,,,12.7936,,8.1856003,11.1351,,,13.2863,1.8414,,,11.5018,,,7.6827002,7.8719001,,11.5927,13.8631,,,,
14.6103,11.3112,14.5617,,,,,,,,14.4823,7.2318001,,,,,,12.828,,8.2378998,11.171,,,13.3316,1.8487999,,,11.5727,,,7.7354002,7.895,,11.6731,13.916,,,,
14.6525,11.3721,14.585,,,,,,,,14.5185,7.2610002,,,,,,12.8614,,8.2636995,11.2314,,,13.372,1.8566,,,11.6163,,,7.7660999,7.954,,11.6999,13.9609,,,,
14.6721,11.4188,14.6143,,,,,,,,14.5258,7.2911,,,,,,12.8944,,8.2860003,11.2774,,,13.4214,1.8645,,,11.6818,,,7.7972002,7.9675002,,11.7582,14.0051,,,,
14.6967,11.4559,14.6418,,,,,,,,14.5817,7.3235002,,,,,,12.929,,8.335,11.3348,,,13.463,1.8724,,,11.7339,,,7.8410001,7.9819002,,11.7926,14.0551,,,,
14.7192,11.4988,14.665,,,,,,,,14.6449,7.3385,,,,,,12.966,,8.3594999,11.3761,,,13.5159,1.8796,,,11.763,,,7.8730001,7.9984999,,11.8599,14.1112,,,,
14.7457,11.5627,14.6917,,,,,,,,14.6804,7.3649001,,,,,,13.0073,,8.3857002,11.4347,,,13.5668,1.8875999,,,11.8054,,,7.9073,8.0723,,11.8804,14.1575,,,,
14.7761,11.5971,14.7161,,,,,,,,14.7356,7.3909001,,,,,,13.0403,,8.4358997,11.4759,,,13.6095,1.8954999,,,11.8968,,,7.9534001,8.0895004,,11.9572,14.2018,,,,
14.8114,11.6464,14.7403,,,,,,,,14.7953,7.4329,,,,,,13.0758,,8.4594002,11.5336,,,13.6518,1.9033,,,11.897,,,7.9856,8.1072998,,11.9828,14.2493,,,,
14.8386,11.6778,14.7681,,,,,,,,14.8635,7.4601998,,,,,,13.1105,,8.4878998,11.5586,,,13.6947,1.9111,,,11.9566,,,8.0327997,8.1595001,,12.0232,14.2942,,,,
14.8714,11.7132,14.7964,,,,,,,,14.9163,7.4899001,,,,,,13.1475,,8.5354004,11.5922,,,13.7459,1.9186,,,11.9893,,,8.0640001,8.1745005,,12.0653,14.3406,,,,
14.9251,11.7545,14.8211,,,,,,,,14.9743,7.5376,,,,,,13.1823,,8.5584002,11.6406,,,13.7942,1.9263,,,12.036,,,8.0958004,8.1929998,,12.0925,14.3878,,,,
14.962,11.7899,14.8438,,,,,,,,,7.5654998,,,,,,13.2231,,8.5833998,11.6809,,,13.8337,1.9345,,,12.0743,,,8.1419001,8.2636003,,12.1242,14.4454,,,,
14.9866,11.8185,14.847,,,,,,,,,7.5879998,,,,,,13.2594,,8.6339998,11.7335,,,13.8828,1.942,,,12.1039,,,8.1754999,8.2833996,,12.164,14.4906,,,,
,11.8536,14.873,,,,,,,,,7.6297998,,,,,,13.2947,,8.6577997,11.7706,,,13.9364,1.9502,,,12.1058,,,8.2072001,8.2997999,,12.1932,14.5369,,,,
,11.8872,14.904,,,,,,,,,7.6559,,,,,,13.326,,8.6856003,11.8029,,,13.9808,1.9579,,,12.1593,,,8.2511997,8.3592997,,12.2271,14.5884,,,,
,11.952,14.9313,,,,,,,,,7.6820998,,,,,,13.3618,,8.7356997,11.8529,,,14.0247,1.966,,,12.1974,,,8.2837,8.3864002,,12.2586,14.6379,,,,
,11.9792,14.9594,,,,,,,,,7.7056999,,,,,,13.3953,,8.7627001,11.8882,,,14.0824,1.975,,,12.2313,,,8.3156004,8.46,,12.291,14.6902,,,,
,12.0066,14.9908,,,,,,,,,7.7449999,,,,,,13.4384,,8.7837,11.9367,,,14.1382,1.9832,,,12.3044,,,8.3563004,8.4842997,,12.3229,14.7346,,,,
,12.0282,,,,,,,,,,7.7722001,,,,,,13.4688,,8.8315001,11.9725,,,14.1898,1.9912,,,12.3389,,,8.3905001,8.5719995,,12.3633,14.7834,,,,
,12.0665,,,,,,,,,,7.7975998,,,,,,13.5087,,8.8571997,12.0049,,,14.2577,1.9991,,,12.3887,,,8.4420004,8.5916004,,12.3991,14.8277,,,,
,12.0967,,,,,,,,,,7.8375001,,,,,,13.5484,,8.8781996,12.0428,,,14.3117,2.9047999,,,12.4614,,,8.4750996,8.6454,,12.4203,14.882,,,,
,12.127,,,,,,,,,,7.8649998,,,,,,13.5877,,8.9017,12.0821,,,14.3582,3.197,,,12.4968,,,8.5250998,8.6651001,,12.4606,14.9238,,,,
,12.1542,,,,,,,,,,7.8923998,,,,,,13.6226,,8.9399996,12.1129,,,14.4166,3.2028,,,12.5156,,,8.5607996,8.6858997,,12.5003,14.9753,,,,
,12.189,,,,,,,,,,7.9331999,,,,,,13.6546,,8.9654999,12.1528,,,14.4639,3.2957001,,,12.5421,,,8.5946999,8.7559996,,12.5266,,,,,
