20220912a,20220912b,20220912c,20220912d,20220912e,20220912f,20221010a_1,20221010a_2,20221010b,20221010c_1,20221010c_2,20221010d,20221104a,20221104b,20221104c,20221104e,20221104f,20221104g,20191216a,20191216b,20191216c,20191216d,20191216e,20191216f,20191216g,20191216i,20191216j,20191216k,20191216m,20191216n,20191218b,20191218c,20191218e,20191220b,20191220c,20191220d,20191220e,20191220f,20191220g,20191220h
9.0956001,7.4589,9.2568998,,12.3162,12.4288,,12.8279,,,9.6977997,4.4733,14.0891,13.3464,,,,7.6801,10.2348,6.5370002,8.0753002,,11.5874,6.7466998,5.5151,,,5.8758998,,8.1636,5.6434002,4.1616001,8.0931997,5.7554998,7.7133002,11.1573,,8.7955999,,6.4018998
9.1143999,7.5071998,9.3533001,,12.3662,12.4812,,12.9487,,,9.7581997,4.5005002,14.1195,13.4104,,,,7.7231002,10.2816,6.5749002,8.1329002,,11.675,6.7788,5.5507998,,,5.9123001,,8.2503004,5.6827998,4.1771998,8.1273003,5.7719002,7.7572999,11.3113,,8.9511995,,6.4516001
9.1552,7.5426998,9.3931999,,12.4185,12.533,,13.0763,,,9.8031998,4.5184999,14.1524,13.5128,,,,7.7649999,10.3428,6.6666999,8.1774998,,11.7574,6.8649998,5.5784998,,,5.9685998,,8.3114004,5.7252998,4.1921,8.1608,5.9152002,7.7995,11.3714,,8.9685001,,6.4959002
9.1814003,7.5833001,9.5099001,,12.466,12.5855,,13.1506,,,9.8986998,4.5293002,14.1862,13.5582,,,,7.8051,10.3922,6.6982999,8.2699003,,11.8344,6.8983998,5.6978998,,,6.0018001,,8.3730001,5.7628002,4.2842002,8.1934996,5.941,7.8799,11.531,,8.9861002,,6.5447998
9.2020998,7.6868,9.5398998,,12.5125,12.6274,,13.2175,,,9.9273996,4.5620999,14.2214,13.6357,,,,7.8859,10.4491,6.7344999,8.3174,,11.945,6.9345999,5.723,,,6.0874,,8.4713001,5.8046999,4.2975001,8.3184996,5.9741001,7.9120998,11.6027,,8.9997997,,6.5943999
9.3008003,7.7108998,9.5753002,,12.5588,12.716,,13.3413,,,9.9976997,4.5886002,14.2671,13.6974,,,,7.9355001,10.5042,6.7694998,8.3682003,,12.0267,6.9748001,5.7494998,,,6.1273999,,8.5237999,5.8555999,4.3105001,8.3586998,6.0050001,7.954,11.7594,,9.1399002,,6.6430001
9.3283005,7.7358999,9.6948996,,12.6042,12.7745,,13.4689,,,10.0708,4.6387,14.2983,13.7426,,,,7.9808002,10.5605,6.8698001,8.4530001,,12.1154,7.0553002,5.7893,,,6.1771998,,8.5767002,5.8948998,4.3237,8.5220003,6.1205001,7.9963002,11.8759,,9.1559,,6.6838999
9.3691998,7.7785001,9.7325001,,12.6545,12.8393,,13.566,,,10.1203,4.6462002,14.3369,13.8213,,,,8.0839996,10.5973,6.9004998,8.5067997,,12.2074,7.0924001,5.8986001,,,6.2042999,,8.6890001,5.9324002,4.3388,8.5727997,6.1416001,8.0763998,11.9427,,9.1803999,,6.7270002
9.3889999,7.8996,9.7643003,,12.6992,12.8954,,13.6756,,,10.2081,4.6777,14.3679,13.875,,,,8.1259003,10.6665,6.9372001,8.5480003,,12.2958,7.1293001,5.9285002,,,6.2688999,,8.7372999,5.9731998,4.3554001,8.7066002,6.1760998,8.1216002,12.0105,,9.3276997,,6.7686
9.6019001,7.9338002,9.8863001,,12.7471,12.9512,,13.7462,,,10.2906,4.7104998,14.4093,13.9368,,,,8.1709995,10.7388,6.9906001,8.5983,,12.3663,7.1665001,5.9545999,,,6.3218002,,8.7916002,6.0243001,4.3722,8.7395,6.2017002,8.1638002,12.068,,9.3416004,,6.8067999
9.6608,7.9696999,9.9357004,,12.7886,13.01,,13.8375,,,10.4086,4.7477002,14.4427,14.015,,,,8.2767,10.7899,7.0770998,8.6673002,,12.4556,7.1988001,5.9783001,,,6.3677001,,8.8640003,6.0630002,4.3887,8.7791996,6.3211002,8.2624998,12.118,,9.3612003,,6.8453999
9.6961002,8.0030003,9.9764004,,12.8284,13.066,,13.9172,,,10.4708,4.7795,14.4935,14.0767,,,,8.3224001,10.8553,7.1062999,8.7140999,,12.538,7.2695999,6.0946002,,,6.3994002,,8.9129,6.1039,4.4061999,8.8886003,6.3455,8.2993002,12.1934,,9.3841,,6.8924999
10.2086,8.1110001,10.0951,,12.8728,13.1211,,14.0169,,,10.5091,4.8052001,14.5535,14.1268,,,,8.3646002,10.9246,7.1419001,8.7608004,,12.6325,7.2992001,6.1230998,,,6.4657001,,8.9597998,6.1475,4.5058999,8.9296999,6.3720999,8.3375998,12.2663,,9.5293999,,6.9366999
10.2792,8.1521997,10.1235,,12.9257,13.178,,14.1327,,,10.5589,4.8460002,14.589,14.2236,,,,8.4060001,10.9814,7.1743002,8.8053999,,12.7075,7.3372002,6.1563001,,,6.5103998,,9.0438995,6.1883998,4.5219998,8.9624996,6.4066,8.3803997,12.3373,,9.5414,,6.9796
10.2925,8.1927996,10.1573,,12.9773,13.2123,,14.2114,,,10.6775,4.8758001,14.6198,14.2751,,,,8.4981003,11.0422,7.2642999,8.8753996,,12.7957,7.3759999,6.1841002,,,6.5362,,9.0942001,6.2354999,4.5377002,8.9892998,6.5152001,8.4764996,12.3827,,9.5579996,,7.0314002
10.3352,8.3220997,10.1997,,13.0381,13.2643,,14.3122,,,10.7255,4.9056001,14.6487,14.3264,,,,8.5445004,11.1179,7.2919002,8.9184999,,12.8814,7.4552002,6.2988,,,6.5647998,,9.1434002,6.2757001,4.5545998,9.0995998,6.5468998,8.5193005,12.4344,,9.5783005,,7.0679998
10.3505,8.3568001,10.2974,,13.0797,13.3155,,14.433,,,10.7789,4.9338002,14.6856,14.3808,,,,8.5887003,11.175,7.3255,8.9595003,,12.9696,7.4864001,6.3281999,,,6.5998998,,9.1966,6.3154998,4.5696001,9.1471996,6.5770998,8.5597,12.4825,,9.5965996,,7.1145
10.3676,8.3900003,10.3451,,13.1195,13.3661,,14.4955,,,10.8948,4.9657001,14.727,14.4665,,,,8.6821003,11.2191,7.3590002,9.0670004,,13.0513,7.5244999,6.3590002,,,6.6592002,,9.2856998,6.3607001,4.5837998,9.1877003,6.7024999,8.6047001,12.5408,,9.8050003,,7.1602998
10.3896,8.4707003,10.3905,,13.1641,13.425,,14.5889,,,10.953,4.9958,14.7764,14.5021,,,,8.7327003,11.2653,7.3906999,9.1247997,,13.1321,7.5637999,6.3905001,,,6.6900001,,9.3443003,6.4046001,4.5984998,9.2964001,6.7291999,8.6847,12.6111,,10.1073,,7.2104001
10.4697,8.4928999,10.5132,,13.2179,13.4796,,14.6802,,,11.0703,5.0511999,14.8155,14.5633,,,,8.7768002,11.3343,7.4745002,9.1695004,,13.2049,7.5966001,6.494,,,6.7161999,,9.3983002,6.4533,4.7065001,9.3318996,6.7551999,8.7198,12.6902,,10.1165,,7.2564998
10.5017,8.5159998,10.5593,,13.2637,13.5529,,14.8133,,,11.1207,5.0806999,14.8605,14.5995,,,,8.8772001,11.3897,7.5139999,9.2571001,,13.3121,7.6771002,6.5253,,,6.7697001,,9.4776001,6.4944,4.7220001,9.3668003,6.7788,8.7587996,12.7461,,10.1295,,7.3042002
10.5263,8.5503998,10.6029,,13.3112,13.6162,,14.8843,,,11.1963,5.1097999,14.9035,14.6551,,,,8.9216003,11.4443,7.5532999,9.3029003,,13.4053,7.7117,6.5545998,,,6.8635001,,9.5295,6.5365,4.7382002,9.3899002,6.8958001,8.8028002,12.8163,,10.1479,,7.3452001
10.5911,8.5757999,10.7096,,13.3529,13.6878,,14.9323,,,11.3113,5.1385999,14.9509,14.7394,,,,8.9624004,11.5069,7.5964999,9.3542004,,13.4812,7.7463999,6.5776,,,6.9052,,9.5825005,6.5840001,4.7596002,9.5017004,6.9194002,8.8877001,12.8745,,10.1653,,7.3990998
10.6698,8.6468,10.7526,,13.3869,13.7559,,14.9705,,,11.3479,5.1672001,,14.7858,,,,9.0915003,11.5684,7.6724,9.4780998,,13.5441,7.7886,6.6961002,,,6.9568,,9.6809998,6.6345,4.7764001,9.5544004,6.9475999,8.9296999,12.9345,,10.1974,,7.4407001
10.725,8.6964998,10.7875,,13.4276,13.8221,,,,,11.4655,5.1947999,,14.8291,,,,9.1500998,11.6239,7.7048998,9.5200005,,13.6129,7.8692999,6.7330999,,,6.9987998,,9.7390003,6.6739998,4.7951002,9.5971003,6.9818001,8.9733,13.0017,,10.3739,,7.4843998
10.7678,8.7299004,10.903,,13.4662,13.9042,,,,,11.5204,5.2438998,,14.8885,,,,9.2028999,11.6833,7.7427001,9.5656996,,13.6902,7.8965998,6.7743001,,,7.0655999,,9.7891998,6.7179999,4.9099998,9.7028999,7.0925002,9.0819998,13.0605,,10.3913,,7.5237999
10.7991,8.7712002,10.9427,,13.5023,13.9606,,,,,11.6651,5.2718,,14.9596,,,,9.2881002,11.7365,7.7737999,9.6518002,,13.7532,7.9348001,6.8875999,,,7.0929999,,9.8870001,6.7610002,4.9250002,9.7602997,7.1104002,9.1268997,13.1141,,10.488,,7.5682001
10.9207,8.8097,10.9787,,13.5507,14.0281,,,,,11.7265,5.2969999,,,,,,9.3332005,11.7949,7.8055,9.6985998,,13.8339,7.9748998,6.9263,,,7.1341,,9.9475002,6.8045001,4.9418001,9.9048996,7.1479001,9.1718998,13.1661,,10.5035,,7.6139998
10.9491,8.9190998,11.0861,,13.5973,14.0902,,,,,11.7912,5.3263001,,,,,,9.3718004,11.8525,7.8838,9.7507,,13.9226,8.0529003,6.9587002,,,7.1581001,,10.0045,6.8548999,4.9562998,9.9588003,7.1728001,9.2687998,13.2413,,10.5242,,7.6461
10.9963,8.9545002,11.1223,,13.6409,14.1605,,,,,11.871,5.3576999,,,,,,9.4736004,11.8994,7.9211998,9.7994003,,14.0067,8.0902996,6.9892001,,,7.1940999,,10.0766,6.8985,4.9705,9.9933996,7.1933999,9.3122997,13.2874,,10.5413,,7.6898999
11.1933,8.9783001,11.1615,,13.6853,14.2203,,,,,11.9058,5.3867998,,,,,,9.5172997,11.9658,7.9516001,9.8635998,,14.091,8.1281004,7.1002998,,,7.2550998,,10.126,6.9419999,4.9844999,10.111,7.2974,9.3563004,13.3457,,10.5631,,7.7325001
11.2058,9.0078001,11.1947,,13.7384,14.2884,,,,,11.9782,5.4439998,,,,,,9.5567999,12.0279,7.9926,9.9102001,,14.1683,8.1688995,7.1317,,,7.2807002,,10.1923,6.9843001,5.1451001,10.1552,7.3248,9.4062996,13.3937,,10.5838,,7.7782998
11.2664,9.1058998,11.303,,13.7783,14.3696,,,,,12.0362,5.474,,,,,,9.6859999,12.0813,8.0747004,9.9575005,,14.2468,8.2049999,7.1589999,,,7.3048,,10.2789,7.0356998,5.1571002,10.3067,7.3442998,9.4951,13.4534,,10.7288,,7.8326001
11.3041,9.1461,11.3312,,13.8134,14.4301,,,,,12.0878,5.5042,,,,,,9.7278996,12.1617,8.1080999,10.0466,,14.3342,8.2739,7.1824002,,,7.3525,,10.326,7.0791001,5.1725998,10.345,7.3663001,9.5369997,13.5138,,10.7478,,7.9194999
11.3298,9.1794996,11.3672,,13.8752,14.5048,,,,,12.1721,5.5324998,,,,,,9.7706003,12.2523,8.1427002,10.0975,,14.4144,8.3041,7.2858,,,7.3863001,,10.3856,7.1248002,5.1875,10.3941,7.3951001,9.5857,13.5851,,10.7687,,7.9745002
11.3622,9.2915001,11.4863,,13.9158,14.5893,,,,,12.2146,5.5718002,,,,,,9.8072996,12.3478,8.1758003,10.1463,,14.4998,8.3406,7.3188,,,7.3868999,,10.4678,7.1668,5.3007002,10.4891,7.5001001,9.6687002,13.6538,,10.7965,,8.0158997
11.4848,9.3206997,11.5188,,13.9611,14.6439,,,,,12.2714,5.6538,,,,,,9.8926001,12.4144,8.2673998,10.1905,,14.5726,8.3704004,7.3481998,,,7.4407001,,10.5229,7.2172999,5.3144002,10.5525,7.5172,9.7077999,13.7004,,10.9306,,8.0607004
11.5056,9.3501997,11.567,,14.0001,14.7105,,,,,12.3186,5.6841998,,,,,,9.9434004,12.5019,8.3000002,10.2684,,14.649,8.4041996,7.3772998,,,7.4784002,,10.5871,7.2595,5.3308001,10.5865,7.5348001,9.7470999,13.7656,,10.9486,,8.1022997
11.5684,9.3857002,11.6835,,14.0432,14.7748,,,,,12.3804,5.7178001,,,,,,9.9870005,12.5801,8.3348999,10.3148,,14.7487,8.4797001,7.4847999,,,7.5146999,,10.6725,7.302,5.3453999,10.6935,7.5569,9.7929001,13.8355,,10.9671,,8.1445999
11.5977,9.4802999,11.7177,,14.0848,14.8523,,,,,12.426,5.7449999,,,,,,10.0914,12.6892,8.3667002,10.3617,,14.8237,8.5165005,7.5229001,,,7.5619998,,10.7252,7.3450999,5.3593998,10.7261,7.5798998,9.8955002,13.906,,11.1305,,8.1971998
11.6922,9.5186996,11.7568,,14.137,14.9209,,,,,12.4864,5.7757001,,,,,,10.1368,12.8051,8.4816999,10.4408,,14.897,8.5560999,7.5497999,,,7.599,,10.7795,7.3892999,5.3745999,10.7655,7.6034002,9.9385004,13.9651,,11.1448,,8.2399998
11.7175,9.5570002,11.7891,,14.1732,14.9724,,,,,12.5671,5.8463998,,,,,,10.1861,13.0368,8.5128002,10.4936,,14.9907,8.5903997,7.5837998,,,7.6490998,,10.8562,7.4429002,5.3892002,10.8882,7.7094998,9.9785995,14.0268,,11.1652,,8.2809
11.7706,9.5853996,11.9,,14.2182,,,,,,12.6153,5.8768001,,,,,,10.2807,13.1673,8.5424004,10.5482,,,8.6631002,7.691,,,7.6747999,,10.9158,7.4868999,5.4025998,10.9252,7.7305002,10.0657,14.0807,,11.1998,,8.3268995
11.8777,9.6629,11.934,,14.2626,,,,,,12.6754,5.9101,,,,,,10.328,13.2662,8.5737,10.5892,,,8.6900997,7.7185998,,,7.7038999,,10.9674,7.5307002,5.5421,10.9629,7.7554002,10.1078,14.1338,,11.3091,,8.3727999
11.9009,9.7231998,11.9706,,14.3003,,,,,,12.7232,5.9464998,,,,,,10.3693,13.4223,8.6757002,10.6592,,,8.7262001,7.7505999,,,7.7361999,,11.0474,7.5735002,5.5552001,10.9942,7.7839999,10.1582,14.1864,,11.3239,,8.4162998
11.9287,9.7669001,12.0064,,14.3452,,,,,,12.8031,5.9748001,,,,,,10.4773,13.6639,8.7124996,10.7123,,,8.7721004,7.7786002,,,7.7621002,,11.0996,7.6210999,5.5683999,11.1156,7.8930001,10.2055,14.2353,,11.3553,,8.4693003
11.9999,9.8051996,12.0423,,14.3901,,,,,,12.8847,6.0489998,,,,,,10.5154,13.8518,8.7462997,10.7638,,,8.8570995,7.8793998,,,7.796,,11.1476,7.6704998,5.5827999,11.1653,7.9094,10.2874,14.3095,,11.3749,,8.5122995
12.0253,9.9155998,12.0934,,14.4357,,,,,,12.9231,6.0781002,,,,,,10.5621,14.1236,8.7803001,10.859,,,8.8881998,7.9091001,,,7.8599,,11.1999,7.7136002,5.5970998,11.3137,7.9390001,10.338,14.3583,,11.3991,,8.5539999
12.0489,9.9567003,12.1306,,14.4861,,,,,,12.9981,6.1089001,,,,,,10.6024,14.2462,8.8724003,10.9149,,,8.9254999,7.9500999,,,7.8832002,,11.2787,7.7571998,5.7321,11.3552,7.9597998,10.3878,14.4244,,11.9094,,8.5958004
12.421,9.9997997,12.1705,,14.5203,,,,,,13.0534,6.1353998,,,,,,10.6788,14.3955,8.9111004,10.956,,,8.967,7.9878001,,,7.9263,,11.3278,7.7985001,5.7476001,11.3921,7.9819999,10.4835,14.4983,,11.9194,,8.6389999
12.4822,10.1173,12.2254,,14.5385,,,,,,13.105,6.1658001,,,,,,10.7228,14.5842,8.9506998,11.0476,,,9.0656004,8.0872002,,,7.9278998,,11.3826,7.8512998,5.7609,11.4988,8.092,10.5224,14.5469,,11.9325,,8.6898003
12.6403,10.1653,12.2654,,14.5824,,,,,,13.1778,6.1982002,,,,,,10.7645,14.7094,8.9832001,11.0967,,,9.0966997,8.1156998,,,7.9513998,,11.4618,7.8969998,5.7790999,11.5564,8.1167002,10.5595,14.6069,,11.9589,,8.7333002
12.6746,10.2091,12.2983,,14.6264,,,,,,13.2552,6.2512002,,,,,,10.8018,14.8421,9.0703001,11.1605,,,9.1269999,8.1457005,,,7.9874001,,11.5044,7.9417,5.7954998,11.5962,8.1456003,10.6639,14.6566,,11.9784,,8.8184996
12.6916,10.289,12.3287,,14.6678,,,,,,13.3335,6.2838998,,,,,,10.8864,,9.1071997,11.2501,,,9.1759005,8.1714001,,,8.0419998,,11.5547,7.9829998,5.9198999,11.7399,8.1806002,10.7146,14.7157,,12.0023,,8.8596001
12.7394,10.3161,12.3613,,14.7035,,,,,,13.39,6.3146,,,,,,10.9211,,9.1364002,11.2919,,,9.2060003,8.2882004,,,8.0740995,,11.6424,8.0338001,5.9327002,11.7845,8.2809,10.7529,14.7698,,12.0243,,8.9025002
12.7761,10.3455,12.393,,14.7508,,,,,,13.4306,6.3464999,,,,,,10.9564,,9.1812,11.3443,,,9.2713003,8.3129997,,,8.1117001,,11.7115,8.0753002,5.9447999,11.9114,8.3024998,10.7966,14.8311,,12.0544,,8.9496002
12.7976,10.375,12.4273,,14.7915,,,,,,13.4757,6.3807001,,,,,,11.0064,,9.2650995,11.3894,,,9.3031998,8.3409996,,,8.1396999,,11.7734,8.1188002,5.9565001,11.9539,8.3196001,10.8768,14.8795,,12.0879,,8.9972
12.8212,10.4708,12.4515,,14.832,,,,,,13.5426,6.4415998,,,,,,11.0911,,9.3016996,11.4529,,,9.3386002,8.3690004,,,8.1528997,,11.8704,8.1622,5.9696002,12.0165,8.3480997,10.9204,14.9329,,12.1173,,9.0403004
12.8424,10.5093,12.4603,,14.8702,,,,,,13.6031,6.4706998,,,,,,11.1331,,9.342,11.5069,,,9.3807001,8.3991003,,,8.1801996,,11.9184,8.2072001,5.9836998,12.0591,8.3906002,10.9574,14.9868,,12.1466,,9.0860996
12.872,10.5418,12.4872,,14.9215,,,,,,13.6504,6.4914999,,,,,,11.1788,,9.3751001,11.5572,,,9.4521999,8.4893999,,,8.2016001,,11.9817,8.2579002,5.9998999,12.1088,8.4892998,10.9981,,,12.1682,,9.1278
12.9051,10.5777,12.5169,,14.9755,,,,,,13.7457,6.527,,,,,,11.2873,,9.4666996,11.647,,,9.4855003,8.5328999,,,8.2628002,,12.0427,8.3009996,6.1476002,12.1501,8.5192003,11.0738,,,12.1962,,9.1653996
12.9358,10.6582,12.5431,,,,,,,,13.8142,6.5538998,,,,,,11.33,,9.5023003,11.6859,,,9.5321999,8.5598001,,,8.3052998,,12.0949,8.3473997,6.1616001,12.1964,8.5464001,11.1151,,,12.2339,,9.2019997
12.9731,10.7014,12.5752,,,,,,,,13.8725,6.5788002,,,,,,11.3769,,9.5419998,11.7498,,,9.5632,8.5867004,,,8.3388004,,12.1466,8.3948002,6.1757002,12.2407,8.5896997,11.1609,,,12.2643,,9.2467003
13.0256,10.7283,12.6019,,,,,,,,13.9031,6.6062999,,,,,,11.4702,,9.5748997,11.7884,,,9.5978003,8.6824999,,,8.3603001,,12.198,8.4464998,6.1904998,12.2869,8.6949997,11.2065,,,12.2956,,9.2952003
13.0663,10.7613,12.6261,,,,,,,,13.9585,6.6525998,,,,,,11.5122,,9.6723003,11.8573,,,9.6677999,8.7128,,,8.3613997,,12.2494,8.4914999,6.2048001,12.3285,8.7268,11.288,,,12.315,,9.3394003
13.1263,10.8038,12.6549,,,,,,,,14.0125,6.6550002,,,,,,11.5565,,9.7105999,11.8966,,,9.7011995,8.7474003,,,8.3837996,,12.2962,8.5359001,6.3575001,12.381,8.7459002,11.3352,,,12.3366,,9.3951998
13.1771,10.9039,12.6783,,,,,,,,14.0983,6.6829,,,,,,11.5886,,9.7453003,11.9477,,,9.7495003,8.7816,,,8.4087,,12.3571,8.5799999,6.3694,12.4254,8.7868996,11.3805,,,12.3589,,9.4334002
13.1974,10.9376,12.7071,,,,,,,,14.1497,6.7118001,,,,,,11.6807,,9.7805004,11.9962,,,9.7855997,8.8899002,,,8.4646997,,12.409,8.6288996,6.382,12.4753,8.9175997,11.4791,,,12.3883,,9.5676003
13.226,10.9725,12.746,,,,,,,,14.1953,6.7393999,,,,,,11.7221,,9.8669004,12.046,,,9.8634996,8.9172001,,,8.4906998,,12.4603,8.6709003,6.3955002,12.5358,8.9359999,11.5285,,,12.4183,,9.6138
13.264,11.0611,12.7764,,,,,,,,14.2433,6.7705998,,,,,,11.7638,,9.8986998,12.0888,,,9.8933001,8.9516001,,,8.5240002,,12.508,8.7163,6.4916,12.5674,8.9726,11.5628,,,12.4446,,9.6560001
13.2977,11.0931,12.8042,,,,,,,,14.2871,6.7751999,,,,,,11.8024,,9.9328003,12.1356,,,9.9279003,8.9812002,,,8.5516996,,12.5636,8.7629004,6.5036998,12.611,8.9969997,11.6646,,,12.4748,,9.6956997
13.3703,11.1278,12.8342,,,,,,,,14.3654,6.7947998,,,,,,11.8958,,9.9765997,12.1861,,,9.9653997,9.0760002,,,8.5523996,,12.6248,8.8091002,6.5176001,12.6498,9.1028996,11.7154,,,12.5039,,9.7384005
13.4272,11.1569,12.866,,,,,,,,14.4087,6.8477998,,,,,,11.94,,10.0636,12.2475,,,10.0042,9.1034002,,,8.5604,,12.6779,8.8582001,6.5367999,12.684,9.1373997,11.7604,,,12.5404,,9.7851
13.4719,11.1852,12.908,,,,,,,,14.4827,6.8829002,,,,,,11.9818,,10.0992,12.3029,,,10.067,9.1429996,,,8.6015997,,12.7363,8.9096003,6.553,12.7313,9.2782001,11.7994,,,12.5749,,9.8292999
13.4981,11.2765,12.9401,,,,,,,,14.5459,6.9137001,,,,,,12.0215,,10.1378,12.3582,,,10.1041,9.1680002,,,8.6651001,,12.7871,8.9528999,6.5704999,12.7879,9.3037996,11.8807,,,12.5976,,9.8709002
13.5601,11.3253,12.9762,,,,,,,,14.6034,6.9404001,,,,,,12.0624,,10.1753,12.4187,,,10.1398,9.2026997,,,8.7013998,,12.8387,8.9982996,6.5904999,12.8403,9.3262997,11.9323,,,12.6194,,9.9160004
13.5942,11.3526,13.0074,,,,,,,,14.667,6.9741001,,,,,,12.0977,,10.2606,12.4855,,,10.1725,9.2874002,,,8.7335997,,12.8904,9.0551996,6.6966,12.8961,9.3504,11.9851,,,12.6451,,9.9715996
13.6395,11.3898,13.0332,,,,,,,,14.7375,7.0028,,,,,,12.1335,,10.2935,12.542,,,10.2471,9.3354998,,,8.7650003,,12.9357,9.0984001,6.7119002,12.9301,9.3875999,12.0217,,,12.6718,,10.0215
13.6645,11.4209,13.0645,,,,,,,,14.8205,7.0562,,,,,,12.1678,,10.3278,12.5944,,,10.2853,9.3801003,,,8.8093004,,12.9918,9.1422005,6.7252998,12.9761,9.4896002,12.0703,,,12.6946,,10.0603
13.6991,11.4514,13.0957,,,,,,,,14.8695,7.0862999,,,,,,12.2081,,10.3581,12.6594,,,10.3221,9.4800997,,,8.8498001,,13.0429,9.1869001,6.7403998,13.0116,9.5105,12.1173,,,12.722,,10.1031
13.7251,11.4986,13.1264,,,,,,,,14.9336,7.1170998,,,,,,12.2503,,10.464,12.7135,,,10.3604,9.5113001,,,8.8778,,13.0976,9.2356997,6.7586999,13.056,9.5404997,12.165,,,12.7472,,10.1551
13.7521,11.527,13.167,,,,,,,,,7.1416001,,,,,,12.2875,,10.5008,12.7632,,,10.4039,9.5462999,,,8.915,,13.1598,9.2776003,6.7765002,13.0934,9.5734997,12.2135,,,12.7721,,10.1988
13.7838,11.5567,13.1979,,,,,,,,,7.1736999,,,,,,12.3218,,10.5353,12.8211,,,10.4743,9.5879002,,,8.9358997,,13.2498,9.3216,6.7937999,13.1338,9.6808996,12.2563,,,12.801,,10.2481
13.8054,11.5957,13.2235,,,,,,,,,7.2016001,,,,,,12.3589,,10.5732,12.8778,,,10.5066,9.6806002,,,8.9665003,,13.3069,9.3684998,6.9106002,13.1739,9.7084999,12.3045,,,12.8328,,10.2941
13.8366,11.6892,13.2539,,,,,,,,,7.2494001,,,,,,12.3974,,10.6611,12.9286,,,10.5377,9.7139997,,,8.9917002,,13.3635,9.4183998,6.9228001,13.2263,9.7393999,12.3436,,,12.8601,,10.3323
13.8653,11.7208,13.2829,,,,,,,,,7.2789998,,,,,,12.4341,,10.6929,12.9872,,,10.5702,9.75,,,9.0569,,13.4175,9.4611998,6.9376998,13.2668,9.7620001,12.3936,,,12.8856,,10.3776
13.9049,11.7546,13.3169,,,,,,,,,7.3080001,,,,,,12.4698,,10.7286,13.033,,,10.6438,9.7791996,,,9.1225996,,13.4895,9.5029001,6.9517999,13.3036,9.7888002,12.4375,,,12.9222,,10.4205
13.9559,11.7868,13.346,,,,,,,,,7.3386998,,,,,,12.5073,,10.7597,13.0813,,,10.677,9.8759003,,,9.1282997,,13.5374,9.5485001,6.9668002,13.3471,9.8900995,12.4912,,,12.9761,,10.4668
13.9892,11.9335,13.3772,,,,,,,,,7.3663001,,,,,,12.5395,,10.7967,13.1436,,,10.704,9.9076004,,,9.1700001,,13.588,9.5979996,6.9812999,13.399,9.9277,12.5415,,,12.9996,,10.5098
14.0181,11.9691,13.4106,,,,,,,,,7.3968,,,,,,12.5802,,10.8824,13.2015,,,10.7357,9.9393997,,,9.1746998,,13.6398,9.6430998,7.1139998,13.4363,9.9556999,12.5838,,,13.0264,,10.5592
14.0812,12.0097,13.4409,,,,,,,,,7.4493999,,,,,,12.6143,,10.9167,13.2532,,,10.7726,9.9713001,,,9.2461004,,13.6981,9.6856003,7.1271,13.4743,9.9970999,12.63,,,13.0543,,10.6096
14.1198,12.0404,13.4731,,,,,,,,,7.4733,,,,,,12.6499,,10.9525,13.3098,,,10.8598,10.0777,,,9.2473001,,13.7616,9.7301998,7.1405001,13.5257,10.0919,12.6758,,,13.0804,,10.652
14.1474,12.0756,13.5074,,,,,,,,,7.5035,,,,,,12.6831,,10.9886,13.3647,,,10.8946,10.1106,,,9.2821999,,13.8122,9.7742004,7.1557999,13.5738,10.1133,12.7238,,,13.1188,,10.6975
14.1858,12.1214,13.5405,,,,,,,,,7.5320001,,,,,,12.7243,,11.0735,13.4245,,,10.9299,10.1508,,,9.3191004,,13.8734,9.8247004,7.1722999,13.6106,10.1524,12.7751,,,13.148,,10.7417
14.2072,12.1627,13.5716,,,,,,,,,7.5664001,,,,,,12.7549,,11.101,13.485,,,10.9659,10.1875,,,9.3562002,,13.9245,9.8670998,7.1870999,13.6468,10.1864,12.8285,,,13.1726,,10.7938
14.2519,12.1931,13.6069,,,,,,,,,7.5963998,,,,,,12.7914,,11.139,13.5406,,,11.0026,10.2765,,,9.3570995,,13.9823,9.9099998,7.3106999,13.6787,10.281,12.8756,,,13.2064,,10.8368
14.2797,12.2282,13.6445,,,,,,,,,7.6441002,,,,,,12.8293,,11.1727,13.5984,,,11.0767,10.3084,,,9.3870001,,14.0406,9.9523001,7.3242002,13.7214,10.3108,12.92,,,13.2257,,10.8804
14.3192,12.2644,13.6789,,,,,,,,,7.6708999,,,,,,12.865,,11.2709,13.6567,,,11.1049,10.347,,,9.4232998,,14.093,9.9958,7.3376002,13.762,10.3516,12.9664,,,13.2564,,10.9245
14.7023,12.2954,13.7134,,,,,,,,,7.7024999,,,,,,12.9027,,11.3044,13.7145,,,11.1399,10.3781,,,9.4734001,,14.1511,10.0438,7.3513999,13.8002,10.4061,13.0127,,,13.2867,,10.9686
14.7302,12.3262,13.751,,,,,,,,,7.7262001,,,,,,12.9364,,11.3371,13.771,,,11.1758,10.4823,,,9.4743996,,14.2061,10.087,7.3663001,13.85,10.4872,13.0578,,,13.3168,,11.0101
14.7643,12.3648,13.7846,,,,,,,,,7.7539001,,,,,,12.9732,,11.372,13.8278,,,11.2571,10.5138,,,9.5319996,,14.2558,10.1315,7.3792,13.9014,10.5189,13.1073,,,13.3407,,11.0576
