20220818a,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191217b,20191217c,20191217e,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
4.5739999,8.6035004,,6.5945001,6.7378001,11.0437,1.8714,10.3288,,4.7767,5.9714999,,7.4963999,6.8881998,3.4294,5.8312001,3.5221,6.9695001,2.5862,3.9786999,,9.4067001,6.6556001,3.7237,6.6977,13.0996,9.6371002,8.3804998,,6.4081998,10.9536,3.4279001,4.8829999,3.7188001,
4.6181998,8.6681995,,6.6423998,6.7842002,11.1012,1.8841,10.3877,,4.8393998,6.0023999,,7.5290999,6.9229002,3.4544001,5.862,3.5439999,7.0221,2.6038001,4.0169001,,9.4694996,6.6904998,3.7472999,6.7572999,13.1765,9.6948996,8.4386997,,6.4516001,11.0022,3.4521999,4.9133,3.7442,
4.6455002,8.7243996,,6.6752,6.8069,11.1686,1.8965,10.4581,,4.8529,6.0716,,7.5647998,6.9614,3.4772999,5.8994002,3.5666001,7.0625,2.6206,4.0408001,,9.54,6.7315001,3.7772999,6.8041,13.2604,9.7558002,8.4876003,,6.5032001,11.0947,3.4744999,4.9496999,3.7720001,
4.6736002,8.7674999,,6.7132001,6.8618999,11.2573,1.9087,10.5292,,4.8670001,6.1039,,7.5969,7.0394001,3.5002999,5.9345002,3.5922,7.1093001,2.6384001,4.0672002,,9.6058998,6.7681999,3.835,6.8512001,13.333,9.8327999,8.5362997,,6.5567002,11.1508,3.4981,4.9843998,3.7985001,
4.7076998,8.8466997,,6.7515001,6.9067998,11.3208,1.9217,10.5929,,4.8878002,6.1423998,,7.6725998,7.0695,3.5227001,5.9749999,3.6324999,7.1500001,2.6563001,4.0927,,9.6896,6.8023,3.8562,6.9018002,13.4144,9.8920002,8.5964003,,6.6058998,11.1973,3.5218999,5.0249,3.8227999,
4.7385001,8.9021997,,6.7954998,6.9503002,11.3854,1.934,10.6703,,4.9066,6.177,,7.7093,7.1083002,3.5425999,6.0338001,3.6524999,7.1925998,2.6745,4.1204,,9.7398996,6.8579998,3.8838,6.9829998,13.4841,9.9500999,8.6514997,,6.6514001,11.3207,3.5453999,5.0574002,3.8487,
4.7638001,8.9521999,,6.8460002,7.0054998,11.4628,1.946,10.7267,,4.9717999,6.2554998,,7.7550998,7.1455002,3.5659001,6.0579,3.6733,7.2298999,2.6963,4.1455998,,9.7571001,6.9021001,3.9101,7.0282001,13.5633,10.0355,8.7018995,,6.7031002,11.3804,3.5669999,5.0878,3.8747001,
4.796,9.0036001,,6.8910999,7.0338998,11.521,1.9581,10.8052,,4.9926,6.2852001,,7.7967,7.1861,3.5903001,6.0846,3.6963999,7.2729001,2.714,4.1718001,,9.8083,6.9484,3.9310999,7.0706,13.6463,10.0937,8.7486,,6.7502999,11.4769,3.5901999,5.1231999,3.9015,
4.8336,9.0621004,,6.9362998,7.0833001,11.5816,1.9711,10.891,,5.0648999,6.3267999,,7.9078999,7.2529001,3.6231999,6.1229,3.7203,7.3217001,2.7319,4.1992002,,9.8907003,6.9905,3.9554,7.1332002,13.7189,10.1527,8.7986002,,6.8031001,11.5409,3.6229999,5.1616001,3.9277,
4.8559999,9.1292,,6.9712,7.1075001,11.6841,1.9859,10.9446,,5.0871,6.3688002,,7.9464998,7.2946,3.6454,6.1561999,3.744,7.3634,2.7483001,4.2245002,,9.9658003,7.0696998,3.9809,7.1884999,13.797,10.237,8.8594999,,6.8235002,11.6677,3.6449001,5.1963,3.9539001,
4.8827,9.1964998,,7.0311999,7.1587,11.7395,1.9982001,11.0753,,5.1146002,6.4446001,,7.9837999,7.3305998,3.6668,6.1904998,3.7667999,7.4239998,2.7651,4.2516999,,10.007,7.1073999,4.0054998,7.2617998,13.8728,10.2952,8.9138002,,6.8583999,11.7244,3.6675,5.2294998,3.9775,
4.9082999,9.2616997,,7.0685,7.1601,11.8487,2.0272999,11.1624,,5.1624999,6.4693999,,8.0696001,7.3764,3.6879001,6.2350001,3.7906001,7.4755998,2.7816999,4.2744999,,10.0925,7.1489,4.0321002,7.3122001,13.9472,10.3576,8.9714003,,6.9148998,11.7846,3.6908,5.2621999,4.0042,
4.9375,9.3161001,,7.1048002,7.2063999,11.9073,2.0422001,11.2565,,5.1849999,6.5085001,,8.1026001,7.4612999,3.7093,6.2680001,3.829,7.5226002,2.8174,4.3010001,,10.1536,7.1905999,4.0648999,7.3518,14.0209,10.4337,9.0326004,,6.9665999,11.8784,3.7135,5.2908001,4.0250001,
4.9621,9.3605003,,7.1482,7.2344999,11.9628,2.0548999,11.3184,,5.243,6.539,,8.1431999,7.5016999,3.7297001,6.3017001,3.8505001,7.5685,2.8338001,4.3271999,,10.2063,7.2631001,4.0906,7.4250002,14.0968,10.4934,9.0831003,,7.0061002,11.9506,3.7356,5.3190999,4.0488,
4.9979,9.4052,,7.1967001,7.2901001,12.0275,2.0676999,11.3694,,5.2673998,6.5640998,,8.1787004,7.5416002,3.7514,6.3325,3.8741,7.6234002,2.8506999,4.3529,,10.2864,7.3053999,4.1241999,7.4678001,14.1669,10.5478,9.1373997,,7.0275998,11.9946,3.7574,5.3516002,4.0725002,
5.0327001,9.4638996,,7.2417998,7.3074999,12.1047,2.0809,11.44,,5.2958999,6.5935998,,8.2433004,7.5802002,3.7732999,6.3687,3.8973999,7.6697998,2.8668001,4.3818002,,10.354,7.3477998,4.1437998,7.5186,14.2344,10.6318,9.1838999,,7.0879998,12.0455,3.7790999,5.3871002,4.0988002,
5.0577998,9.5191002,,7.2870002,7.3666,12.1625,2.0934999,11.499,,5.3309002,6.6599998,,8.2800999,7.6430998,3.7951,6.3968,3.9212,7.7245998,2.8854001,4.4173002,,10.4069,7.3909998,4.1717,7.6132998,14.3082,10.688,9.2473001,,7.1359,12.1142,3.8016,5.4249001,4.1247001,
5.0885,9.5841999,,7.3255,7.4064999,12.238,2.1063001,11.556,,5.3491998,6.6824999,,8.3210001,7.6739998,3.8224001,6.4379001,3.9437001,7.7662001,2.9052,4.4407001,,10.4893,7.4601998,4.2319002,7.6416001,14.3809,10.7424,9.3072004,,7.1824999,12.1632,3.8317001,5.4534001,4.1521001,
5.1114998,9.6584997,,7.3715,7.4425998,12.2962,2.1192,11.664,,5.3884001,6.7265,,8.3608999,7.7042999,3.8455,6.4728999,3.9686999,7.8246002,2.9222,4.4640002,,10.5677,7.5092001,4.2529998,7.6844001,14.4557,10.8555,9.3668003,,7.2073002,12.2325,3.8540001,5.4819002,4.1760001,
5.1501002,9.7060003,,7.4366002,7.4454999,12.3716,2.1314001,11.7283,,5.4505,6.7484002,,8.3952999,7.7382998,3.8703001,6.5035,3.9914999,7.8727002,2.9394,4.4919,,10.6066,7.5454001,4.2838001,7.7458,14.5347,10.9141,9.4282999,,7.2417998,12.285,3.8783,5.5215998,4.2033,
5.1831002,9.7622995,,7.4766998,7.5064998,12.434,2.1440001,11.8319,,5.4667001,6.7788,,8.4763002,7.7729001,3.8936,6.5352001,4.0299001,7.9238,2.9583001,4.5218,,10.7023,7.5819998,4.3080001,7.7779002,14.6121,10.9684,9.4820995,,7.2946,12.3332,3.9017,5.5587001,4.2263999,
5.2252998,9.8607998,,7.5159001,7.5373001,12.5226,2.1566,11.885,,5.4923,6.8390002,,8.5208998,7.8520002,3.9159,6.5692,4.0524998,7.9724998,2.9798,4.5465002,,10.7726,7.6560001,4.3315001,7.8179002,14.7035,11.0343,9.5382996,,7.3481998,12.388,3.925,5.5942998,4.2512999,
5.2596998,9.9204998,,7.5605998,7.5816998,12.5803,2.1684999,11.9466,,5.5123,6.8678999,,8.5541,7.8887,3.9361999,6.6034999,4.0769,8.0223999,2.9979,4.5718999,,10.8067,7.6988001,4.355,7.8551002,14.7875,11.0909,9.5866003,,7.3945999,12.4505,3.9493999,5.6364002,4.2765999,
5.2869,9.9729996,,7.5988002,7.6072998,12.6359,2.1800001,12.0064,,5.5479002,6.9059,,8.5937004,7.9369001,3.9581001,6.6381001,4.0992999,8.0664997,3.016,4.5988998,,10.8792,7.7497001,4.3839002,7.8927002,14.863,11.1514,9.6443005,,7.4081001,12.5034,3.9728,5.6707001,4.3017998,
5.3146,10.0579,,7.6415,7.6669998,12.7055,2.1912,12.0658,,5.5704002,6.9401999,,8.6630001,7.9917998,3.9813001,6.6705999,4.1226001,8.1107998,3.0334001,4.6223001,,10.943,7.7886,4.4295998,7.9356999,14.9295,11.2306,9.6973,,7.4456,12.5569,3.9944999,5.7087998,4.3225999,
5.3474998,10.1172,,7.6826,7.7070999,12.7698,2.2237,12.1194,,5.5960999,6.9761,,8.6975002,8.0675001,4.0015998,6.7006001,4.1472998,8.1625004,3.0517001,4.6438999,,10.9551,7.8508,4.4526,8.0299997,,11.2858,9.7454996,,7.4972,12.6179,4.0219998,5.7486,4.3487,
5.3712001,10.1971,,7.7263999,7.7420001,12.8857,2.2381999,12.1663,,5.6824999,7.039,,8.7327003,8.1071997,4.0279002,6.7297001,4.1693001,8.2271004,3.0695,4.6714001,,11.007,7.8860002,4.4779,8.0651999,,11.3412,9.8228998,,7.5415001,12.6872,4.0458999,5.7839999,4.3741002,
5.4386001,10.2759,,7.7667999,7.7936001,12.9536,2.2511001,12.2216,,5.6982999,7.0675001,,8.7686005,8.1440001,4.0525999,6.7644,4.1926999,8.2625999,3.0869999,4.6956,,11.0697,7.9261999,4.5061002,8.1496,,11.3983,9.8758001,,7.5915999,12.75,4.0675001,5.8253002,4.3997002,
5.4755001,10.3297,,7.8327999,7.8070002,13.0189,2.2632,12.274,,5.7210999,7.0949001,,8.8275003,8.1985998,4.0756998,6.7989001,4.2302999,8.3073997,3.1034999,4.7191,,11.1327,7.9624,4.5324001,8.1913004,,11.4554,9.9315996,,7.6078,12.8063,4.0892,5.8558002,4.4222999,
5.4966998,10.4435,,7.8738999,7.8445001,13.0836,2.276,12.3272,,5.757,7.1229,,8.8648996,8.2698002,4.0977001,6.8406,4.2544999,8.3479004,3.1197,4.7470999,,11.2074,7.9952998,4.5613999,8.2348003,,11.5233,9.9944,,7.6529002,12.8652,4.1108999,5.8917999,4.448,
5.5244999,10.4999,,7.9197998,7.9066,13.1387,2.2881999,12.3997,,5.7862,7.1553001,,8.9073,8.3065996,4.1176,6.8857002,4.2768998,8.3872995,3.1379001,4.7726998,,11.2606,8.0702,4.5848999,8.2706003,,11.5785,10.0524,,7.7114,12.9231,4.1339998,5.9267998,4.4745998,
5.5565,10.5639,,7.9621,7.9387002,13.2112,2.3006999,12.4732,,5.8494,7.1873002,,8.9455996,8.3427,4.1416001,6.9208999,4.3023,8.4302998,3.1570001,4.7979999,,11.3332,8.1091003,4.6290998,8.3142004,,11.6418,10.1119,,7.763,12.9798,4.1560001,5.9594998,4.5014,
5.5787001,10.6481,,8.0332003,7.9934001,13.2823,2.3127,12.5355,,5.8669,7.2578001,,8.9851999,8.3851004,4.1641998,6.9499002,4.3248,8.4677,3.1761999,4.8246999,,11.3837,8.1440001,4.6478,8.3600998,,11.695,10.1631,,7.8059001,13.0308,4.1792002,5.9952002,4.5237999,
5.6234002,10.7226,,8.0769997,8.0073004,13.3796,2.3250999,12.5814,,5.8945999,7.2933002,,9.0641003,8.4607,4.1872001,6.9847002,4.3481998,8.5073996,3.1938,4.8505001,,11.4075,8.177,4.6747999,8.4025002,,11.7544,10.2275,,7.8326001,13.0877,4.2024999,6.0313001,4.5490999,
5.6609001,10.7729,,8.1260996,8.0647001,13.4748,2.3369999,12.6305,,5.9214001,7.3206,,9.1041002,8.4990997,4.2200999,7.0331001,4.3727999,8.5579996,3.2155001,4.8752999,,11.5025,8.2687998,4.6924,8.5215998,,11.8335,10.2869,,7.8815999,13.1343,4.2277002,6.0672998,4.5752001,
5.6889,10.876,,8.1682997,8.1071997,13.5433,2.3485,12.6865,,5.9475999,7.3527999,,9.1532001,8.5452995,4.2395,7.0704999,4.3955998,8.5978003,3.2326,4.9033999,,11.5769,8.3037996,4.7151999,8.5928001,,11.8851,10.3437,,7.9313998,13.1841,4.2484999,6.0938001,4.5995998,
5.7154002,10.9391,,8.2370005,8.1421003,13.6007,2.3608999,12.7462,,5.9737,7.3807998,,9.1859999,8.5813999,4.2623,7.1006999,4.4342999,8.6306,3.25,4.9308,,11.6083,8.3353004,4.7428999,8.6323004,,11.9408,10.4019,,7.9782,13.252,4.2740002,6.1152,4.6229,
5.7487998,11.0524,,8.2772999,8.1863003,13.6687,2.3724999,12.8063,,6.0046,7.4661002,,9.2476997,8.6541996,4.2814999,7.1378002,4.4563999,8.6759996,3.2663,4.9593,,11.6863,8.3730001,4.7721,8.6743002,,11.9966,10.4526,,8.0073996,13.3005,4.2989998,6.1437001,4.6483002,
5.7722998,11.1194,,8.3181,8.2074003,13.7362,2.3834,12.88,,6.0525999,7.4926,,9.2784004,8.6947002,4.3014002,7.1771998,4.4787002,8.7236004,3.2846999,4.9836001,,11.7465,8.4582005,4.8035998,8.7097998,,12.0504,10.5077,,8.0403004,13.3431,4.3211002,6.1739001,4.6732001,
5.8031998,11.1703,,8.3645,8.2615995,13.8055,2.3956001,12.9506,,6.0643001,7.5345998,,9.3221998,8.7248001,4.3225002,7.2316999,4.5026999,8.7700996,3.3011,5.0184999,,11.8021,8.5101995,4.8326998,8.7423,,12.1126,10.5687,,8.0893002,13.3965,4.3424001,6.2055001,4.6966,
5.8351998,11.2525,,8.4361,8.3069,13.868,2.4230001,13.0069,,6.0827999,7.5776,,9.3597002,8.7625999,4.3446999,7.2618999,4.5250001,8.8206997,3.3197999,5.0394001,,11.8723,8.5537004,4.8559999,8.7938004,,12.1706,10.6301,,8.1433001,13.4552,4.3650999,6.2409,4.7189999,
5.8699999,11.3154,,8.4738998,8.3399,13.9322,2.4360001,13.0747,,6.1096001,7.6651001,,9.5115995,8.8441,4.3663998,7.3007998,4.5489998,8.8584995,3.3364999,5.0669999,,11.9289,8.6028996,4.8930998,8.8329,,12.2315,10.6896,,8.1922998,13.5066,4.3867002,6.2782001,4.7442999,
5.9008999,11.3658,,8.5143995,8.3896999,13.9941,2.4489,13.1355,,6.1410999,7.6949,,9.5411997,8.8975,4.3873,7.336,4.5739999,8.9005003,3.3532,5.0945001,,11.9931,8.6543999,4.9147,8.8788996,,12.2893,10.7442,,8.2070999,13.5687,4.4208002,6.3094001,4.7697001,
5.9322,11.4584,,8.5564003,8.4069996,14.0816,2.4626999,13.1911,,6.1680999,7.7219,,9.5817003,8.9446001,4.4197001,7.3729,4.5973001,8.9476995,3.3692,5.1167002,,12.0609,8.6903,4.9447999,8.9280005,,12.3473,10.7982,,8.2484999,13.6222,4.4422998,6.3365998,4.7947998,
5.9685001,11.5223,,8.6534004,8.4632998,14.1913,2.4765,13.2626,,6.1943998,7.7648001,,9.6423998,8.9813004,4.4403,7.4264002,4.6336999,8.9931002,3.3873999,5.1406002,,12.1218,8.7296,4.9688001,9.0201998,,12.4052,10.8471,,8.3008003,13.6754,4.4650002,6.369,4.8204999,
5.9909,11.5797,,8.6985998,8.507,14.2558,2.4891,13.3292,,6.2529001,7.8051,,9.6707001,9.0539999,4.4608998,7.454,4.6550999,9.0285997,3.4137001,5.1630998,,12.1879,8.7683001,4.9935002,9.0614996,,12.4638,10.9014,,8.3465996,13.7287,4.4864998,6.4403,4.8429999,
6.0369,11.6535,,8.7385998,8.5598001,14.3105,2.5014,13.391,,6.2691998,7.8723001,,9.7025003,9.0977001,4.4826999,7.4923,4.6750998,9.0752001,3.4312,5.1886001,,12.2645,8.8551998,5.0267,9.1057997,,12.5251,10.9612,,8.3899002,13.7705,4.5089998,6.4747,4.868,
6.0629001,11.7233,,8.7820997,8.6076002,14.3709,2.5153999,13.4403,,6.2898998,7.9029002,,9.7390003,9.1358004,4.5044999,7.5290999,4.6985998,9.1202002,3.4474001,5.2206998,,12.317,8.9057999,5.0503001,9.1547003,,12.5811,11.0247,,8.4083996,13.827,4.5313001,6.5009999,4.8913999,
6.0928001,11.7736,,8.8379002,8.6546001,14.4397,2.5280001,13.5017,,6.3045998,7.9443998,,9.7765999,9.1707001,4.5253,7.5598998,4.7221999,9.1718998,3.4660001,5.2469001,,12.3733,8.9418001,5.0753002,9.2749996,,12.6367,11.0886,,8.4523001,13.9092,4.5538998,6.5289998,4.9159999,
6.1243,11.8629,,8.8766003,8.7068005,14.5149,2.5392001,13.5615,,6.3348999,7.9727001,,9.8603001,9.2442999,4.5461998,7.5900002,4.7460999,9.2243004,3.4848001,5.2715998,,12.4394,8.9796,5.0984001,9.3210001,,12.6909,11.1494,,8.5094004,13.9577,4.5756001,6.5598998,4.9407001,
6.1546998,11.9407,,8.9169998,8.7393999,14.5707,2.5522001,13.6276,,6.3769002,8.0438995,,9.9110003,9.2777004,4.5706,7.6314998,4.7701998,9.2719002,3.5019,5.3045001,,12.5151,9.0535002,5.1205001,9.3717003,,12.7506,11.2561,,8.5728998,14.0089,4.5995002,6.5929999,4.9654999,
6.1794,12.0012,,8.9590998,8.8079004,14.6531,2.5641999,13.6928,,6.4528999,8.0723,,9.9568996,9.3179998,4.5936999,7.6603999,4.7947998,9.3317003,3.5190001,5.3270998,,12.5768,9.0874004,5.1522002,9.4049997,,12.8044,11.321,,8.6068001,14.0667,4.6244998,6.6275001,4.9910002,
6.2189999,12.0669,,9.0021,8.8603001,14.7054,2.5768001,13.752,,6.4728999,8.1048002,,9.9909,9.3448,4.6265001,7.6854,4.8334999,9.3818998,3.536,5.3534999,,12.6395,9.1313,5.1736999,9.4524002,,12.8557,11.3766,,8.6337004,14.1338,4.6455002,6.6588001,5.0181999,
6.2423,12.1278,,9.0531998,8.9068003,14.7713,2.5876,13.8036,,6.4919,8.1364002,,10.0634,9.3801003,4.6472001,7.7132001,4.8539,9.4303999,3.5534999,5.3797998,,12.7048,9.1702995,5.1922998,9.5452995,,12.9102,11.4451,,8.6808996,14.1903,4.6687999,6.6915002,5.0419002,
6.2674999,12.2317,,9.0895004,8.9490995,14.854,2.5998001,13.8649,,6.5152001,8.1737003,,10.0924,9.4548998,4.671,7.7463999,4.8768001,9.4799995,3.572,5.4173999,,12.7598,9.2037001,5.2298002,9.6021004,,12.9642,11.4978,,8.7276001,14.2512,4.6904998,6.7241998,5.0688,
6.2954001,12.295,,9.1311998,9.0073996,14.9182,2.6243999,13.9253,,6.5447001,8.1984997,,10.124,9.4940004,4.6942,7.7802,4.8987002,9.5221996,3.5908999,5.4373002,,12.8182,9.2863998,5.2507,9.6584997,,13.0139,11.5514,,8.7712002,14.2982,4.7140999,6.7529998,5.0942001,
6.3361001,12.3613,,9.1750002,9.0430002,14.9749,2.6379001,13.9788,,6.5681,8.25,,10.1634,9.5339003,4.7182999,7.8299999,4.9239998,9.5594997,3.6126001,5.4626999,,12.8834,9.3317003,5.2715001,9.7147999,,13.0689,11.625,,8.8064003,14.3476,4.7386999,6.7856998,5.1194,
6.3699002,12.4186,,9.2368002,9.0868998,,2.6508,14.0499,,6.6422,8.2858,,10.1983,9.5788002,4.7413001,7.8566999,4.9491,9.6016998,3.6296,5.4896002,,12.9342,9.3605003,5.3037,9.7816,,13.1268,11.6824,,8.8361998,14.4402,4.7613001,6.8255,5.1431999,
6.4422002,12.4845,,9.2870998,9.1071997,,2.6621001,14.1031,,6.6609001,8.3120003,,10.2755,9.6574001,4.7674999,7.882,4.9727001,9.6478996,3.6485,5.5165,,13.0127,9.3956003,5.3242002,9.8260002,,13.1854,11.7352,,8.8872004,14.4951,4.7831998,6.8492999,5.1669998,
6.4747,12.5555,,9.3379002,9.1490002,,2.6770999,14.1561,,6.6868,8.3546,,10.3078,9.6877003,4.7915001,7.9134998,4.9959998,9.6990995,3.6642001,5.5446,,13.019,9.4652004,5.3498998,9.8684998,,13.2395,11.7922,,8.9427004,14.5395,4.8193998,6.8785,5.1914001,
6.5075998,12.6163,,9.3809004,9.2063999,,2.6916001,14.2275,,6.7214999,8.3933001,,10.342,9.7271004,4.8234,7.9488001,5.0342002,9.7519999,3.6816001,5.5714002,,13.0834,9.5007,5.3783998,9.9193001,,13.2942,11.8513,,8.9892998,14.5901,4.8406,6.9105,5.2185001,
6.5391002,12.6731,,9.4355001,9.2643003,,2.7049999,14.2964,,6.7498002,8.4549999,,10.3755,9.7587996,4.8459001,7.9804001,5.0565,9.7994003,3.6997001,5.5983,,13.1464,9.5424004,5.4225001,9.9537001,,13.3487,11.9008,,9.0073996,14.6411,4.8624001,6.9405999,5.2428002,
6.5651002,12.7202,,9.4802999,9.3071003,,2.7179,14.373,,6.7820001,8.4897003,,10.4335,9.7929001,4.8667998,8.0326004,5.0791998,9.8374996,3.7176001,5.6257,,13.2106,9.5859003,5.4428,10.0003,,13.4088,11.9587,,9.0417995,14.7275,4.8839998,6.9713998,5.2687998,
6.5899,12.7787,,9.5212002,9.3451996,,2.7304001,14.4379,,6.7976999,8.5380001,,10.4649,9.8469,4.8898001,8.0656004,5.1013999,9.8823004,3.7358999,5.6471,,13.2744,9.6567001,5.4656,10.0396,,13.4673,12.0196,,9.0958004,14.784,4.9059,7.0030999,5.2940001,
6.6209002,12.8334,,9.5636997,9.3958998,,2.7432001,14.5051,,6.8509002,8.5832005,,10.507,9.8815002,4.9109998,8.1004,5.1240001,9.9285002,3.753,5.6715999,,13.3474,9.6966,5.4875998,10.0873,,13.5241,12.0905,,9.1491003,14.8364,4.928,7.0353999,5.3200998,
6.6490998,12.8792,,9.6356001,9.4077997,,2.7567,14.5688,,6.8741999,8.6548996,,10.55,9.9139996,4.9338002,8.1261997,5.1451998,9.9811001,3.7706001,5.6984,,13.415,9.7452002,5.5095,10.1453,,13.5791,12.1452,,9.198,14.8926,4.9507999,7.0766001,5.3463998,
6.6829,12.9427,,9.6812,9.4736004,,2.7688999,14.638,,6.9008002,8.6879997,,10.5999,9.9467001,4.9547,8.1500998,5.1704001,10.0261,3.7895,5.7244,,13.4934,9.7894001,5.5405002,10.1754,,13.6362,12.1994,,9.2107,14.9496,4.9731998,7.1128998,5.3726001,
6.7164998,13.0143,,9.7206001,9.5072002,,2.7809,14.7155,,6.9330001,8.7326002,,10.7241,9.9806995,4.9775,8.1852999,5.1946001,10.0684,3.8125999,5.7498002,,13.5653,9.8823004,5.5738001,10.2131,,13.6905,12.2628,,9.2560997,,4.9972,7.1522999,5.3999,
6.7543001,13.0744,,9.7663002,9.5570002,,2.7922001,14.7755,,6.9545999,8.7694998,,10.7649,10.0487,5.0279002,8.2347002,5.2323999,10.1122,3.8292,5.7765999,,13.6325,9.9328003,5.5959001,10.2578,,13.7448,12.3208,,9.3137999,,5.026,7.1848001,5.4235001,
6.7834001,13.1373,,9.8385,9.6071997,,2.8039,14.8282,,6.9851999,8.8741999,,10.8226,10.0827,5.0493002,8.2650995,5.2532001,10.1559,3.8469999,5.8260999,,13.6861,9.9719,5.6227002,10.3258,,13.797,12.3719,,9.3549004,,5.0482001,7.2269001,5.4513998,
6.8295002,13.1963,,9.8753004,9.6374998,,2.8246,14.9075,,7.0620999,8.9045,,10.8542,10.1159,5.0721002,8.2964001,5.2764001,10.1999,3.8682001,5.8534002,,13.749,10.0574,5.6420999,10.3558,,13.854,12.431,,9.4055004,,5.0713,7.2600002,5.4766002,
6.8533001,13.2748,,9.9214001,9.6869001,,2.8378999,14.9645,,7.0801001,8.9619999,,10.8983,10.1497,5.0931001,8.3311996,5.2986002,10.2399,3.8880999,5.8785,,13.8083,10.0934,5.6623001,10.4097,,13.9086,12.4931,,9.4287004,,5.0964999,7.2901001,5.5040002,
6.8822999,13.3187,,9.9652996,9.7076998,,2.8504,,,7.1269002,8.9949999,,10.935,10.1931,5.1138,8.3636999,5.3200002,10.2831,3.9059999,5.9029999,,13.8652,10.127,5.6845002,10.4419,,13.963,12.5471,,9.4782,,5.1201,7.3203001,5.5283999,
6.9154,13.3728,,10.0371,9.7790003,,2.8629,,,7.1417999,9.0572996,,10.9764,10.2632,5.1314998,8.4239998,5.3448,10.323,3.9221001,5.9312,,13.9404,10.1877,5.7101002,10.4886,,14.014,12.6087,,9.5251999,,5.1436,7.3533001,5.5559001,
6.9439001,13.4167,,10.0771,9.8064003,,2.8755,,,7.1616001,9.0948,,11.0415,10.2896,5.1538,8.4572001,5.368,10.3722,3.9403,5.9593,,14.0037,10.2581,5.7343998,10.5358,,14.0688,12.6691,,9.5771999,,5.1697998,7.3853002,5.5837002,
6.9766998,13.4809,,10.1215,9.8514996,,2.8875,,,7.1809001,9.1323996,,11.0741,10.3425,5.1757002,8.4857998,5.3933001,10.4202,3.9575,5.9844999,,14.0303,10.2896,5.7603002,10.64,,14.1245,12.7329,,9.6070995,,5.1946001,7.4267001,5.6176,
7.0229001,13.532,,10.1625,9.9067001,,2.8996,,,7.2396998,9.1721001,,11.1127,10.3774,5.1966,8.5191002,5.4362998,10.4547,3.9760001,6.0187998,,14.073,10.3312,5.7883,10.6862,,14.1826,12.7977,,9.6303997,,5.2224998,7.4573998,5.6431999,
7.0496001,13.5731,,10.2357,9.9461002,,2.9107001,,,7.2637,9.2542,,11.1535,10.4469,5.2221999,8.5508003,5.4562001,10.4917,3.9923999,6.0408001,,14.1252,10.3684,5.8259001,10.7272,,14.2372,12.8573,,9.6869001,,5.2452998,7.4847002,5.6718001,
7.0787001,13.6402,,10.2721,9.9931002,,2.9212999,,,7.2863002,9.2890997,,11.1907,10.482,5.2442002,8.5818005,5.4808002,10.5353,4.013,6.0658998,,14.133,10.3979,5.8477001,10.8046,,14.2991,12.9092,,9.7390003,,5.2673001,7.5124998,5.6982002,
7.1216998,13.6904,,10.3077,10.0081,,2.9328001,,,7.3083,9.3224001,,11.2953,10.5248,5.2638998,8.6301003,5.5036998,10.5765,4.0303001,6.0903001,,14.2032,10.4603,5.8685002,10.8521,,14.356,12.9721,,9.7894001,,5.2887998,7.5444999,5.7220001,
7.1486001,13.734,,10.3448,10.0736,,2.9445,,,7.3319001,9.3576002,,11.3452,10.5581,5.2849998,8.6570997,5.5239,10.6311,4.0488,6.1178999,,14.2641,10.5097,5.9092999,10.9039,,14.4109,13.036,,9.8079004,,5.3112998,7.5788002,5.7459002,
7.1794,13.7792,,10.3869,10.1068,,2.9565001,,,7.3568001,9.4680004,,11.3839,10.5941,5.3056002,8.6864996,5.5479002,10.6762,4.0662999,6.1445999,,14.3347,10.5504,5.9288998,10.9538,,14.467,13.0902,,9.8606997,,5.3340998,7.6237998,5.7723999,
7.2217999,13.828,,10.4364,10.1569,,2.9677,,,7.3822999,9.5033998,,11.4709,10.6554,5.3270998,8.7205,5.5710001,10.72,4.0854001,6.1718001,,14.4122,10.5845,5.9639001,11.0561,,14.5217,13.1414,,9.9174995,,5.3569999,7.6546001,5.7982001,
7.2575998,13.8927,,10.4715,10.2072,,2.9789,,,7.4519,9.5404997,,11.516,10.6877,5.3495998,8.7516003,5.5936999,10.7679,4.1022,6.1988001,,14.4774,10.6604,5.9865999,11.1148,,14.5774,13.2028,,9.9638004,,5.3787999,7.6824002,5.8221998,
7.2789998,13.9445,,10.5167,10.228,,2.9900999,,,7.4885001,9.5839996,,11.5525,10.7173,5.3709998,8.7812996,5.6311998,10.8227,4.1201,6.2231998,,14.536,10.6994,6.0282001,11.168,,14.63,13.2638,,10.006,,5.4263,7.7164001,5.8487,
7.3144002,13.9992,,10.5552,10.2924,,3.0221,,,7.5363002,9.6686001,,11.5863,10.7544,5.3934002,8.8311005,5.6553001,10.865,4.1375999,6.2470999,,14.595,10.7377,6.0538998,11.224,,14.6841,13.3197,,10.037,,5.447,7.7571001,5.8762999,
