20220818a,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191217b,20191217c,20191217e,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
,,,,,,6.6237998,,,,,,,,11.8418,,12.4726,,9.0506001,13.8465,,,,13.3024,,,,,,,,12.0974,,12.9439,
,,,,,,6.6371999,,,,,,,,11.8645,,12.4975,,9.0670004,13.8737,,,,13.3277,,,,,,,,12.121,,12.9687,
,,,,,,6.6497998,,,,,,,,11.8878,,12.5192,,9.0838003,13.9014,,,,13.3632,,,,,,,,12.1427,,12.9933,
,,,,,,6.6631999,,,,,,,,11.9081,,12.5409,,9.1015997,13.9279,,,,13.3874,,,,,,,,12.165,,13.0191,
,,,,,,6.6747999,,,,,,,,11.9325,,12.5633,,9.1187,13.9546,,,,13.4171,,,,,,,,12.1874,,13.0463,
,,,,,,6.6875,,,,,,,,11.9526,,12.5863,,9.1358004,13.9808,,,,13.4456,,,,,,,,12.2089,,13.0722,
,,,,,,6.7003002,,,,,,,,11.9734,,12.612,,9.1526003,14.0101,,,,13.4698,,,,,,,,12.2338,,13.0999,
,,,,,,6.7122998,,,,,,,,11.9957,,12.6364,,9.1684999,14.0374,,,,13.4885,,,,,,,,12.2549,,13.126,
,,,,,,6.724,,,,,,,,12.0182,,12.66,,9.1851997,14.064,,,,13.512,,,,,,,,12.2762,,13.151,
,,,,,,6.7354002,,,,,,,,12.0386,,12.6832,,9.2167997,14.0943,,,,13.5348,,,,,,,,12.2995,,13.177,
,,,,,,6.7473998,,,,,,,,12.0598,,12.7078,,9.2335997,14.1192,,,,13.5594,,,,,,,,12.3219,,13.2018,
,,,,,,6.7603002,,,,,,,,12.0813,,12.7285,,9.2517996,14.145,,,,13.5794,,,,,,,,12.3436,,13.2256,
,,,,,,6.7723999,,,,,,,,12.1022,,12.7512,,9.2707996,14.1743,,,,13.6088,,,,,,,,12.3663,,13.2507,
,,,,,,6.7846999,,,,,,,,12.1238,,12.7738,,9.2872,14.2019,,,,13.6301,,,,,,,,12.389,,13.2788,
,,,,,,6.7967,,,,,,,,12.1431,,12.7792,,9.3060999,14.2274,,,,13.6588,,,,,,,,12.4114,,13.3038,
,,,,,,6.8206,,,,,,,,12.1658,,12.7987,,9.3233004,14.2548,,,,13.6878,,,,,,,,12.4362,,13.3295,
,,,,,,6.8336,,,,,,,,12.1867,,12.8196,,9.3400002,14.281,,,,13.7139,,,,,,,,12.4638,,13.3562,
,,,,,,6.8460999,,,,,,,,12.2074,,12.8425,,9.3587999,14.3093,,,,13.7343,,,,,,,,12.4876,,13.3824,
,,,,,,6.8590999,,,,,,,,12.2267,,12.8637,,9.3753996,14.3373,,,,13.7557,,,,,,,,12.5116,,13.408,
,,,,,,6.8726001,,,,,,,,12.2469,,12.887,,9.3935003,14.3654,,,,13.7904,,,,,,,,12.5333,,13.4332,
,,,,,,6.8850999,,,,,,,,12.2689,,12.9085,,9.4147997,14.3909,,,,13.8163,,,,,,,,12.5545,,13.4577,
,,,,,,6.8969998,,,,,,,,12.2925,,12.9321,,9.4308996,14.4142,,,,13.8496,,,,,,,,12.5753,,13.4834,
,,,,,,6.9095001,,,,,,,,12.3147,,12.9565,,9.4484997,14.4404,,,,13.8759,,,,,,,,12.5983,,13.51,
,,,,,,6.9217,,,,,,,,12.3362,,12.9776,,9.4654999,14.4669,,,,13.8955,,,,,,,,12.6191,,13.5365,
,,,,,,6.9345002,,,,,,,,12.3577,,13.0004,,9.4846001,14.4949,,,,13.9183,,,,,,,,12.6423,,13.5651,
,,,,,,6.947,,,,,,,,12.378,,13.0246,,9.5011997,14.5208,,,,13.9438,,,,,,,,12.6661,,13.5914,
,,,,,,6.9587002,,,,,,,,12.4004,,13.0481,,9.5181999,14.5487,,,,13.9715,,,,,,,,12.6901,,13.6171,
,,,,,,6.9703002,,,,,,,,12.4189,,13.0715,,9.5356998,14.5798,,,,13.9937,,,,,,,,12.7143,,13.6437,
,,,,,,6.9828,,,,,,,,12.441,,13.0983,,9.5546999,14.6091,,,,14.0208,,,,,,,,12.7361,,13.6688,
,,,,,,6.9945002,,,,,,,,12.46,,13.1208,,9.5723,14.6356,,,,14.047,,,,,,,,12.7603,,13.6957,
,,,,,,7.0215998,,,,,,,,12.4813,,13.1461,,9.5900002,14.6644,,,,14.0773,,,,,,,,12.784,,13.7243,
,,,,,,7.0345998,,,,,,,,12.5049,,13.1704,,9.6133003,14.69,,,,14.1008,,,,,,,,12.8056,,13.7484,
,,,,,,7.0464001,,,,,,,,12.5267,,13.1941,,9.6300001,14.7176,,,,14.1297,,,,,,,,12.8269,,13.7751,
,,,,,,7.0574999,,,,,,,,12.5484,,13.2181,,9.6468,14.7455,,,,14.155,,,,,,,,12.8516,,13.8013,
,,,,,,7.0688,,,,,,,,12.5682,,13.2413,,9.6673002,14.7703,,,,14.188,,,,,,,,12.8751,,13.827,
,,,,,,7.0805998,,,,,,,,12.59,,13.263,,9.6845999,14.797,,,,14.2089,,,,,,,,12.897,,13.8513,
,,,,,,7.0934,,,,,,,,12.6158,,13.2854,,9.7014999,14.8241,,,,14.2326,,,,,,,,12.92,,13.8791,
,,,,,,7.1040001,,,,,,,,12.6353,,13.3105,,9.7193003,14.8517,,,,14.256,,,,,,,,12.9441,,13.9051,
,,,,,,7.1149001,,,,,,,,12.6545,,13.3322,,9.7363005,14.8772,,,,14.2862,,,,,,,,12.9667,,13.9297,
,,,,,,7.1266999,,,,,,,,12.675,,13.354,,9.7530003,14.9053,,,,14.3073,,,,,,,,12.9893,,13.9579,
,,,,,,7.1385002,,,,,,,,12.694,,13.3746,,9.7702999,14.9334,,,,14.3359,,,,,,,,13.0131,,13.986,
,,,,,,7.1500001,,,,,,,,12.7148,,13.3959,,9.7870998,14.9649,,,,14.3579,,,,,,,,13.035,,14.012,
,,,,,,7.1624999,,,,,,,,12.737,,13.4181,,9.8046999,14.9909,,,,14.389,,,,,,,,13.0593,,14.0391,
,,,,,,7.1750998,,,,,,,,12.7589,,13.4431,,9.8216,,,,,14.4132,,,,,,,,13.083,,14.0647,
,,,,,,7.1868,,,,,,,,12.7784,,13.4645,,9.8388996,,,,,14.4369,,,,,,,,13.1066,,14.0919,
,,,,,,7.2205,,,,,,,,12.799,,13.485,,9.8551998,,,,,14.4606,,,,,,,,13.1283,,14.1195,
,,,,,,7.2357001,,,,,,,,12.821,,13.506,,9.8720999,,,,,14.4967,,,,,,,,13.15,,14.1465,
,,,,,,7.2483001,,,,,,,,12.8417,,13.529,,9.8894997,,,,,14.5137,,,,,,,,13.1726,,14.176,
,,,,,,7.2610002,,,,,,,,12.8629,,13.5536,,9.9049997,,,,,14.5523,,,,,,,,13.1943,,14.2014,
,,,,,,7.2744002,,,,,,,,12.8835,,13.5751,,9.9219999,,,,,14.5753,,,,,,,,13.2163,,14.2261,
,,,,,,7.2872,,,,,,,,12.9069,,13.5979,,9.9389,,,,,14.6091,,,,,,,,13.2389,,14.2504,
,,,,,,7.2989998,,,,,,,,12.9267,,13.6212,,9.9573002,,,,,14.6367,,,,,,,,13.2612,,14.2759,
,,,,,,7.3116999,,,,,,,,12.9481,,13.6399,,9.9754,,,,,14.6674,,,,,,,,13.2855,,14.3014,
,,,,,,7.3235002,,,,,,,,12.9688,,13.6607,,9.9927998,,,,,14.6899,,,,,,,,13.3081,,14.3277,
,,,,,,7.3348999,,,,,,,,12.9898,,13.683,,10.0139,,,,,14.7172,,,,,,,,13.3299,,14.3555,
,,,,,,7.3462,,,,,,,,13.0101,,13.7049,,10.0295,,,,,14.7532,,,,,,,,13.3532,,14.3817,
,,,,,,7.3576002,,,,,,,,13.0333,,13.7266,,10.0474,,,,,14.7705,,,,,,,,13.377,,14.4076,
,,,,,,7.369,,,,,,,,13.0535,,13.7494,,10.0648,,,,,14.8024,,,,,,,,13.4009,,14.4301,
,,,,,,7.3814001,,,,,,,,13.0746,,13.774,,10.0823,,,,,14.8225,,,,,,,,13.423,,14.4525,
,,,,,,7.3922,,,,,,,,13.0958,,13.797,,10.1011,,,,,14.8487,,,,,,,,13.4445,,14.4798,
,,,,,,7.4035001,,,,,,,,13.1149,,13.8183,,10.1171,,,,,14.8718,,,,,,,,13.4674,,14.5045,
,,,,,,7.4218998,,,,,,,,13.134,,13.8347,,10.1348,,,,,14.8965,,,,,,,,13.489,,14.5283,
,,,,,,7.4349999,,,,,,,,13.157,,13.8413,,10.1523,,,,,14.9262,,,,,,,,13.5109,,14.5527,
,,,,,,7.4473,,,,,,,,13.177,,13.8653,,10.171,,,,,14.9483,,,,,,,,13.5344,,14.5758,
,,,,,,7.4601002,,,,,,,,13.1969,,13.8899,,10.1927,,,,,14.9758,,,,,,,,13.5575,,14.6001,
,,,,,,7.4717002,,,,,,,,13.2171,,13.9148,,10.2141,,,,,,,,,,,,,13.5813,,14.6238,
,,,,,,7.4833999,,,,,,,,13.2374,,13.9343,,10.231,,,,,,,,,,,,,13.6038,,14.6483,
,,,,,,7.4965,,,,,,,,13.259,,13.955,,10.2486,,,,,,,,,,,,,13.6263,,14.673,
,,,,,,7.5089002,,,,,,,,13.2809,,13.9752,,10.2657,,,,,,,,,,,,,13.6501,,14.6994,
,,,,,,7.5211,,,,,,,,13.3003,,13.9969,,10.2835,,,,,,,,,,,,,13.6733,,14.7263,
,,,,,,7.5351,,,,,,,,13.3212,,14.0202,,10.3014,,,,,,,,,,,,,13.6984,,14.7519,
,,,,,,7.5486999,,,,,,,,13.3445,,14.0437,,10.3178,,,,,,,,,,,,,13.7204,,14.7808,
,,,,,,7.5608001,,,,,,,,13.3681,,14.066,,10.3349,,,,,,,,,,,,,13.7457,,14.8064,
,,,,,,7.5784998,,,,,,,,13.3877,,14.0903,,10.3539,,,,,,,,,,,,,13.769,,14.8321,
,,,,,,7.592,,,,,,,,13.4104,,14.1149,,10.3718,,,,,,,,,,,,,13.7913,,14.8577,
,,,,,,7.6046,,,,,,,,13.4303,,14.1384,,10.3888,,,,,,,,,,,,,13.8132,,14.8852,
,,,,,,7.6231999,,,,,,,,13.449,,14.1593,,10.4125,,,,,,,,,,,,,13.836,,14.9099,
,,,,,,7.6363001,,,,,,,,13.471,,14.1808,,10.4296,,,,,,,,,,,,,13.8585,,14.9345,
,,,,,,7.6487999,,,,,,,,13.4901,,14.2031,,10.4461,,,,,,,,,,,,,13.8823,,14.9606,
,,,,,,7.6602998,,,,,,,,13.5103,,14.2253,,10.4634,,,,,,,,,,,,,13.9055,,14.9868,
,,,,,,7.6722002,,,,,,,,13.5322,,14.2476,,10.4791,,,,,,,,,,,,,13.9288,,,
,,,,,,7.6835999,,,,,,,,13.5528,,14.2677,,10.4958,,,,,,,,,,,,,13.9522,,,
,,,,,,7.6953001,,,,,,,,13.5746,,14.2892,,10.5133,,,,,,,,,,,,,13.9753,,,
,,,,,,7.7075,,,,,,,,13.5949,,14.3127,,10.5305,,,,,,,,,,,,,14.0005,,,
,,,,,,7.7186999,,,,,,,,13.6152,,14.3342,,10.548,,,,,,,,,,,,,14.0231,,,
,,,,,,7.7311001,,,,,,,,13.6362,,14.3558,,10.5646,,,,,,,,,,,,,14.0455,,,
,,,,,,7.7497001,,,,,,,,13.6563,,14.3806,,10.5818,,,,,,,,,,,,,14.0681,,,
,,,,,,7.7624998,,,,,,,,13.677,,14.4036,,10.5988,,,,,,,,,,,,,14.0934,,,
,,,,,,7.7753,,,,,,,,13.6973,,14.4257,,10.6163,,,,,,,,,,,,,14.115,,,
,,,,,,7.7887001,,,,,,,,13.7195,,14.4506,,10.632,,,,,,,,,,,,,14.1375,,,
,,,,,,7.8016,,,,,,,,13.7459,,14.4732,,10.6481,,,,,,,,,,,,,14.158,,,
,,,,,,7.8238001,,,,,,,,13.7681,,14.4986,,10.6641,,,,,,,,,,,,,14.1804,,,
,,,,,,7.8438001,,,,,,,,13.7898,,14.5241,,10.6802,,,,,,,,,,,,,14.2036,,,
,,,,,,7.8576999,,,,,,,,13.811,,14.5468,,10.6967,,,,,,,,,,,,,14.2262,,,
,,,,,,7.8708,,,,,,,,13.8301,,14.5719,,10.7131,,,,,,,,,,,,,14.2583,,,
,,,,,,7.8829002,,,,,,,,13.8527,,14.5962,,10.7303,,,,,,,,,,,,,14.2821,,,
,,,,,,7.8958001,,,,,,,,13.8759,,14.6207,,10.7472,,,,,,,,,,,,,14.3043,,,
,,,,,,7.9103999,,,,,,,,13.8978,,14.6431,,10.7645,,,,,,,,,,,,,14.3275,,,
,,,,,,7.9236999,,,,,,,,13.9194,,14.6639,,10.7817,,,,,,,,,,,,,14.3499,,,
,,,,,,7.9362001,,,,,,,,13.9405,,14.6869,,10.7973,,,,,,,,,,,,,14.3727,,,
,,,,,,7.9492002,,,,,,,,13.96,,14.7102,,10.8147,,,,,,,,,,,,,14.3965,,,
,,,,,,7.9615998,,,,,,,,13.983,,14.7343,,10.8313,,,,,,,,,,,,,14.4223,,,
,,,,,,7.9747,,,,,,,,14.0065,,14.7578,,10.847,,,,,,,,,,,,,14.4462,,,
,,,,,,7.9867001,,,,,,,,14.0297,,14.7823,,10.8648,,,,,,,,,,,,,14.4705,,,
,,,,,,7.9991002,,,,,,,,14.0487,,14.8046,,10.8805,,,,,,,,,,,,,14.4944,,,
,,,,,,8.0226002,,,,,,,,14.0714,,14.8264,,10.9005,,,,,,,,,,,,,14.5187,,,
,,,,,,8.0358,,,,,,,,14.0883,,14.8529,,10.9172,,,,,,,,,,,,,14.5413,,,
,,,,,,8.0482998,,,,,,,,14.1086,,14.8756,,10.9348,,,,,,,,,,,,,14.5648,,,
,,,,,,8.0621996,,,,,,,,14.1289,,14.8991,,10.9515,,,,,,,,,,,,,14.5901,,,
,,,,,,8.0761995,,,,,,,,14.1555,,14.9243,,10.9688,,,,,,,,,,,,,14.6124,,,
,,,,,,8.0880003,,,,,,,,14.1756,,14.9408,,10.9859,,,,,,,,,,,,,14.638,,,
,,,,,,8.0997,,,,,,,,14.1967,,14.9474,,11.0027,,,,,,,,,,,,,14.6614,,,
,,,,,,8.1112003,,,,,,,,14.2175,,14.9724,,11.0207,,,,,,,,,,,,,14.6844,,,
,,,,,,8.1219997,,,,,,,,14.2338,,14.9928,,11.0381,,,,,,,,,,,,,14.7077,,,
,,,,,,8.1334,,,,,,,,14.2568,,,,11.0533,,,,,,,,,,,,,14.73,,,
,,,,,,8.1443996,,,,,,,,14.2789,,,,11.0698,,,,,,,,,,,,,14.7526,,,
,,,,,,8.1561003,,,,,,,,14.2994,,,,11.088,,,,,,,,,,,,,14.7756,,,
,,,,,,8.1683998,,,,,,,,14.3216,,,,11.106,,,,,,,,,,,,,14.7979,,,
,,,,,,8.1794004,,,,,,,,14.341,,,,11.1231,,,,,,,,,,,,,14.8191,,,
,,,,,,8.1903,,,,,,,,14.3632,,,,11.1395,,,,,,,,,,,,,14.8448,,,
,,,,,,8.2026997,,,,,,,,14.3824,,,,11.1564,,,,,,,,,,,,,14.8696,,,
,,,,,,8.2271996,,,,,,,,14.4051,,,,11.1732,,,,,,,,,,,,,14.8941,,,
,,,,,,8.2426004,,,,,,,,14.4265,,,,11.1901,,,,,,,,,,,,,14.9179,,,
,,,,,,8.2559996,,,,,,,,14.4487,,,,11.2135,,,,,,,,,,,,,14.942,,,
,,,,,,8.2683001,,,,,,,,14.4684,,,,11.2297,,,,,,,,,,,,,14.9686,,,
,,,,,,8.2799997,,,,,,,,14.4885,,,,11.2454,,,,,,,,,,,,,14.9937,,,
,,,,,,8.2881002,,,,,,,,14.5097,,,,11.2621,,,,,,,,,,,,,,,,
,,,,,,8.2926998,,,,,,,,14.533,,,,11.2776,,,,,,,,,,,,,,,,
,,,,,,8.3051004,,,,,,,,14.5523,,,,11.2959,,,,,,,,,,,,,,,,
,,,,,,8.3188,,,,,,,,14.5752,,,,11.3127,,,,,,,,,,,,,,,,
,,,,,,8.3329,,,,,,,,14.5962,,,,11.332,,,,,,,,,,,,,,,,
,,,,,,8.3464003,,,,,,,,14.6166,,,,11.3497,,,,,,,,,,,,,,,,
,,,,,,8.3584003,,,,,,,,14.6371,,,,11.3678,,,,,,,,,,,,,,,,
,,,,,,8.3703003,,,,,,,,14.6583,,,,11.3849,,,,,,,,,,,,,,,,
,,,,,,8.3821001,,,,,,,,14.6801,,,,11.4183,,,,,,,,,,,,,,,,
,,,,,,8.3938999,,,,,,,,14.7018,,,,11.4343,,,,,,,,,,,,,,,,
,,,,,,8.4239998,,,,,,,,14.7254,,,,11.4521,,,,,,,,,,,,,,,,
,,,,,,8.4390001,,,,,,,,14.7468,,,,11.4709,,,,,,,,,,,,,,,,
,,,,,,8.4516001,,,,,,,,14.7691,,,,11.4872,,,,,,,,,,,,,,,,
,,,,,,8.4647999,,,,,,,,14.7908,,,,11.5043,,,,,,,,,,,,,,,,
,,,,,,8.4771996,,,,,,,,14.8139,,,,11.5218,,,,,,,,,,,,,,,,
,,,,,,8.4890003,,,,,,,,14.8376,,,,11.54,,,,,,,,,,,,,,,,
,,,,,,8.5017004,,,,,,,,14.8587,,,,11.5587,,,,,,,,,,,,,,,,
,,,,,,8.5122995,,,,,,,,14.8813,,,,11.5756,,,,,,,,,,,,,,,,
,,,,,,8.5230999,,,,,,,,14.9008,,,,11.5917,,,,,,,,,,,,,,,,
,,,,,,8.5354996,,,,,,,,14.923,,,,11.614,,,,,,,,,,,,,,,,
,,,,,,8.5472002,,,,,,,,14.9434,,,,11.6316,,,,,,,,,,,,,,,,
,,,,,,8.5605001,,,,,,,,14.9661,,,,11.6489,,,,,,,,,,,,,,,,
,,,,,,8.5747004,,,,,,,,14.9874,,,,11.6666,,,,,,,,,,,,,,,,
,,,,,,8.5865002,,,,,,,,,,,,11.6826,,,,,,,,,,,,,,,,
,,,,,,8.5980997,,,,,,,,,,,,11.6992,,,,,,,,,,,,,,,,
,,,,,,8.6229,,,,,,,,,,,,11.7167,,,,,,,,,,,,,,,,
,,,,,,8.6368999,,,,,,,,,,,,11.734,,,,,,,,,,,,,,,,
,,,,,,8.6506996,,,,,,,,,,,,11.7502,,,,,,,,,,,,,,,,
,,,,,,8.6639004,,,,,,,,,,,,11.7668,,,,,,,,,,,,,,,,
,,,,,,8.6798,,,,,,,,,,,,11.7841,,,,,,,,,,,,,,,,
,,,,,,8.6960001,,,,,,,,,,,,11.8032,,,,,,,,,,,,,,,,
,,,,,,8.7088003,,,,,,,,,,,,11.8194,,,,,,,,,,,,,,,,
,,,,,,8.7215004,,,,,,,,,,,,11.8361,,,,,,,,,,,,,,,,
,,,,,,8.7333002,,,,,,,,,,,,11.8516,,,,,,,,,,,,,,,,
,,,,,,8.7459002,,,,,,,,,,,,11.8681,,,,,,,,,,,,,,,,
,,,,,,8.7585001,,,,,,,,,,,,11.884,,,,,,,,,,,,,,,,
,,,,,,8.7705002,,,,,,,,,,,,11.8999,,,,,,,,,,,,,,,,
,,,,,,8.7834997,,,,,,,,,,,,11.9163,,,,,,,,,,,,,,,,
,,,,,,8.7950001,,,,,,,,,,,,11.9328,,,,,,,,,,,,,,,,
,,,,,,8.8261995,,,,,,,,,,,,11.9493,,,,,,,,,,,,,,,,
,,,,,,8.8410997,,,,,,,,,,,,11.9659,,,,,,,,,,,,,,,,
,,,,,,8.8632002,,,,,,,,,,,,11.9817,,,,,,,,,,,,,,,,
,,,,,,8.8789997,,,,,,,,,,,,11.9981,,,,,,,,,,,,,,,,
,,,,,,8.8938999,,,,,,,,,,,,12.0132,,,,,,,,,,,,,,,,
,,,,,,8.9085999,,,,,,,,,,,,12.03,,,,,,,,,,,,,,,,
,,,,,,8.9228001,,,,,,,,,,,,12.0461,,,,,,,,,,,,,,,,
,,,,,,8.9371004,,,,,,,,,,,,12.0634,,,,,,,,,,,,,,,,
,,,,,,8.9490995,,,,,,,,,,,,12.0804,,,,,,,,,,,,,,,,
,,,,,,8.9619999,,,,,,,,,,,,12.0974,,,,,,,,,,,,,,,,
,,,,,,8.9741001,,,,,,,,,,,,12.1146,,,,,,,,,,,,,,,,
,,,,,,8.9862003,,,,,,,,,,,,12.1326,,,,,,,,,,,,,,,,
,,,,,,8.9972,,,,,,,,,,,,12.15,,,,,,,,,,,,,,,,
,,,,,,9.0200005,,,,,,,,,,,,12.167,,,,,,,,,,,,,,,,
,,,,,,9.0478001,,,,,,,,,,,,12.1842,,,,,,,,,,,,,,,,
,,,,,,9.0636997,,,,,,,,,,,,12.203,,,,,,,,,,,,,,,,
,,,,,,9.0775003,,,,,,,,,,,,12.2197,,,,,,,,,,,,,,,,
,,,,,,9.0893002,,,,,,,,,,,,12.236,,,,,,,,,,,,,,,,
,,,,,,9.1021004,,,,,,,,,,,,12.2532,,,,,,,,,,,,,,,,
,,,,,,9.1152,,,,,,,,,,,,12.2694,,,,,,,,,,,,,,,,
,,,,,,9.1268997,,,,,,,,,,,,12.2858,,,,,,,,,,,,,,,,
,,,,,,9.1388998,,,,,,,,,,,,12.3022,,,,,,,,,,,,,,,,
,,,,,,9.1521997,,,,,,,,,,,,12.3207,,,,,,,,,,,,,,,,
,,,,,,9.1651001,,,,,,,,,,,,12.3398,,,,,,,,,,,,,,,,
,,,,,,9.1780996,,,,,,,,,,,,12.3558,,,,,,,,,,,,,,,,
,,,,,,9.1903,,,,,,,,,,,,12.3749,,,,,,,,,,,,,,,,
,,,,,,9.2020998,,,,,,,,,,,,12.3914,,,,,,,,,,,,,,,,
,,,,,,9.2207003,,,,,,,,,,,,12.408,,,,,,,,,,,,,,,,
,,,,,,9.2343998,,,,,,,,,,,,12.4274,,,,,,,,,,,,,,,,
,,,,,,9.2462997,,,,,,,,,,,,12.4463,,,,,,,,,,,,,,,,
,,,,,,9.2601995,,,,,,,,,,,,12.4648,,,,,,,,,,,,,,,,
,,,,,,9.2726002,,,,,,,,,,,,12.4821,,,,,,,,,,,,,,,,
,,,,,,9.2854004,,,,,,,,,,,,12.4989,,,,,,,,,,,,,,,,
,,,,,,9.2988005,,,,,,,,,,,,12.5153,,,,,,,,,,,,,,,,
,,,,,,9.3116999,,,,,,,,,,,,12.5348,,,,,,,,,,,,,,,,
,,,,,,9.3241997,,,,,,,,,,,,12.5524,,,,,,,,,,,,,,,,
,,,,,,9.3368998,,,,,,,,,,,,12.5699,,,,,,,,,,,,,,,,
,,,,,,9.3483,,,,,,,,,,,,12.586,,,,,,,,,,,,,,,,
,,,,,,9.3600998,,,,,,,,,,,,12.6022,,,,,,,,,,,,,,,,
,,,,,,9.3779001,,,,,,,,,,,,12.6187,,,,,,,,,,,,,,,,
,,,,,,9.3910999,,,,,,,,,,,,12.6363,,,,,,,,,,,,,,,,
,,,,,,9.4038,,,,,,,,,,,,12.6546,,,,,,,,,,,,,,,,
,,,,,,9.4216995,,,,,,,,,,,,12.6711,,,,,,,,,,,,,,,,
,,,,,,9.4354,,,,,,,,,,,,12.6894,,,,,,,,,,,,,,,,
,,,,,,9.4481001,,,,,,,,,,,,12.707,,,,,,,,,,,,,,,,
,,,,,,9.4607,,,,,,,,,,,,12.7243,,,,,,,,,,,,,,,,
,,,,,,9.474,,,,,,,,,,,,12.7405,,,,,,,,,,,,,,,,
,,,,,,9.4864998,,,,,,,,,,,,12.7582,,,,,,,,,,,,,,,,
,,,,,,9.4998999,,,,,,,,,,,,12.7737,,,,,,,,,,,,,,,,
,,,,,,9.5125999,,,,,,,,,,,,12.7922,,,,,,,,,,,,,,,,
,,,,,,9.5256004,,,,,,,,,,,,12.8098,,,,,,,,,,,,,,,,
,,,,,,9.5368004,,,,,,,,,,,,12.8268,,,,,,,,,,,,,,,,
,,,,,,9.5483999,,,,,,,,,,,,12.8437,,,,,,,,,,,,,,,,
,,,,,,9.5598001,,,,,,,,,,,,12.8605,,,,,,,,,,,,,,,,
,,,,,,9.5704002,,,,,,,,,,,,12.877,,,,,,,,,,,,,,,,
,,,,,,9.5813999,,,,,,,,,,,,12.8947,,,,,,,,,,,,,,,,
,,,,,,9.5907001,,,,,,,,,,,,12.9117,,,,,,,,,,,,,,,,
,,,,,,9.6015997,,,,,,,,,,,,12.9279,,,,,,,,,,,,,,,,
,,,,,,9.6213999,,,,,,,,,,,,12.946,,,,,,,,,,,,,,,,
,,,,,,9.6330996,,,,,,,,,,,,12.963,,,,,,,,,,,,,,,,
,,,,,,9.6445999,,,,,,,,,,,,12.9795,,,,,,,,,,,,,,,,
,,,,,,9.6556997,,,,,,,,,,,,12.9957,,,,,,,,,,,,,,,,
,,,,,,9.6673002,,,,,,,,,,,,13.0115,,,,,,,,,,,,,,,,
,,,,,,9.6788998,,,,,,,,,,,,13.0287,,,,,,,,,,,,,,,,
,,,,,,9.6901999,,,,,,,,,,,,13.0451,,,,,,,,,,,,,,,,
,,,,,,9.7060003,,,,,,,,,,,,13.0604,,,,,,,,,,,,,,,,
,,,,,,9.7178001,,,,,,,,,,,,13.0778,,,,,,,,,,,,,,,,
,,,,,,9.7298002,,,,,,,,,,,,13.0937,,,,,,,,,,,,,,,,
,,,,,,9.7417002,,,,,,,,,,,,13.1102,,,,,,,,,,,,,,,,
,,,,,,9.7526999,,,,,,,,,,,,13.1271,,,,,,,,,,,,,,,,
,,,,,,9.7636003,,,,,,,,,,,,13.1438,,,,,,,,,,,,,,,,
,,,,,,9.7749004,,,,,,,,,,,,13.1595,,,,,,,,,,,,,,,,
,,,,,,9.7875996,,,,,,,,,,,,13.1764,,,,,,,,,,,,,,,,
,,,,,,9.7990999,,,,,,,,,,,,13.1939,,,,,,,,,,,,,,,,
,,,,,,9.8205996,,,,,,,,,,,,13.2115,,,,,,,,,,,,,,,,
,,,,,,9.8325996,,,,,,,,,,,,13.2282,,,,,,,,,,,,,,,,
,,,,,,9.8336,,,,,,,,,,,,13.2452,,,,,,,,,,,,,,,,
,,,,,,9.8457003,,,,,,,,,,,,13.2618,,,,,,,,,,,,,,,,
,,,,,,9.8579998,,,,,,,,,,,,13.278,,,,,,,,,,,,,,,,
,,,,,,9.8701,,,,,,,,,,,,13.2941,,,,,,,,,,,,,,,,
,,,,,,9.8757,,,,,,,,,,,,13.3115,,,,,,,,,,,,,,,,
,,,,,,9.8816996,,,,,,,,,,,,13.3289,,,,,,,,,,,,,,,,
,,,,,,9.8929005,,,,,,,,,,,,13.3461,,,,,,,,,,,,,,,,
,,,,,,9.9034996,,,,,,,,,,,,13.3633,,,,,,,,,,,,,,,,
,,,,,,9.9139004,,,,,,,,,,,,13.3802,,,,,,,,,,,,,,,,
,,,,,,9.9245005,,,,,,,,,,,,13.3963,,,,,,,,,,,,,,,,
,,,,,,9.9357004,,,,,,,,,,,,13.4129,,,,,,,,,,,,,,,,
,,,,,,9.9507999,,,,,,,,,,,,13.4297,,,,,,,,,,,,,,,,
,,,,,,9.9629002,,,,,,,,,,,,13.4473,,,,,,,,,,,,,,,,
,,,,,,9.9750996,,,,,,,,,,,,13.4646,,,,,,,,,,,,,,,,
,,,,,,9.9870005,,,,,,,,,,,,13.4827,,,,,,,,,,,,,,,,
,,,,,,9.9983997,,,,,,,,,,,,13.4989,,,,,,,,,,,,,,,,
,,,,,,10.0231,,,,,,,,,,,,13.5158,,,,,,,,,,,,,,,,
,,,,,,10.0359,,,,,,,,,,,,13.5333,,,,,,,,,,,,,,,,
,,,,,,10.0486,,,,,,,,,,,,13.5498,,,,,,,,,,,,,,,,
,,,,,,10.0614,,,,,,,,,,,,13.5663,,,,,,,,,,,,,,,,
,,,,,,10.0736,,,,,,,,,,,,13.5828,,,,,,,,,,,,,,,,
,,,,,,10.0864,,,,,,,,,,,,13.6015,,,,,,,,,,,,,,,,
,,,,,,10.0979,,,,,,,,,,,,13.6179,,,,,,,,,,,,,,,,
