20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206a,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
2.4834001,3.5695,10.8994,,5.8319998,4.3339,11.0871,1.9089,7.8446002,,3.3018999,5.7543001,,8.5275002,7.3565998,10.3408,3.1419001,6.6806998,5.0302,5.7237,2.8336999,3.3176999,,6.967,9.9926996,3.3534,5.415,8.8896999,14.9519,11.8801,7.4429998,,,3.8067999,14.6096,2.586,3.5281,2.8643,
2.5190001,3.5964,10.9536,,5.8827,4.3569999,11.1533,1.9220999,7.9015999,,3.3419001,5.8018999,,8.5832996,7.4239001,10.437,3.1701,6.7291002,5.072,5.7656999,2.8539,3.3408,,7.0078001,10.0357,3.3819001,5.4575,8.9642,,11.9524,7.5040002,,,3.8336999,14.6596,2.6171999,3.5544,2.8806,
2.5352001,3.6257999,11.0734,,5.9334998,4.3944998,11.2395,1.9368,7.9435,,3.3543999,5.8459001,,8.6351004,7.5149999,10.4911,3.1912,6.7838001,5.1016002,5.8196998,2.8745999,3.3662,,7.0579,10.1034,3.4252,5.4963999,9.0319996,,12.029,7.5808001,,,3.8568001,14.7054,2.6341,3.5776,2.9175999,
2.5516,3.6758001,11.128,,5.9879999,4.4071002,11.3517,1.9547,7.9892001,,3.3849001,5.8933001,,8.6915998,7.5977998,10.5897,3.2177999,6.8274999,5.1381001,5.8569002,2.8959,3.3884001,,7.1223998,10.1499,3.4805,5.5265999,9.1027002,,12.104,7.6329002,,,3.882,14.7548,2.6522999,3.6178,2.9388001,
2.5683,3.7025001,11.3367,,6.0367999,4.4566998,11.433,1.9692,8.0424004,,3.4019001,5.9334002,,8.7651997,7.6552,10.652,3.2391,6.8829999,5.1767001,5.9018998,2.9163001,3.4165001,,7.1595001,10.2351,3.5321,5.5737,9.1612997,,12.1764,7.6858001,,,3.9066,14.8049,2.6719,3.6431999,2.9600999,
2.5831001,3.7355001,11.3957,,6.0879998,4.4947,11.4993,1.984,8.0854998,,3.4379001,5.9777002,,8.8217001,7.7344999,10.7052,3.2676001,6.9338002,5.2231002,5.9411998,2.9361999,3.4384,,7.2186999,10.2911,3.5541,5.6146998,9.2271996,,12.2564,7.7445002,,,3.9281001,14.8639,2.6903,3.6677999,2.9798999,
2.6015999,3.7656,11.455,,6.1360998,4.5068002,11.5947,1.9987,8.1372004,,3.4521,6.0232,,8.8806,7.7757001,10.7546,3.2885001,6.9828,5.2568998,5.9790001,2.964,3.4661,,7.2600002,10.3405,3.5834999,5.6496,9.3027,,12.3302,7.8782001,,,3.9549,14.9027,2.7186999,3.6907001,3.0019,
2.6247001,3.7946,11.5289,,6.1845999,4.5468001,11.6707,2.0299001,8.1925001,,3.4979,6.1374998,,8.9377003,7.8207998,10.8448,3.3187001,7.0296001,5.2912998,6.0219002,2.9825001,3.4839001,,7.3376002,10.3957,3.6264,5.6851001,9.3611002,,12.4055,7.9348001,,,3.9741001,14.9423,2.7370999,3.7191,3.0185001,
2.6412001,3.8217001,11.5753,,6.2347999,4.5570998,11.7407,2.0467999,8.2433004,,3.5267999,6.1817999,,8.9916,7.8667002,10.8998,3.3395,7.0822001,5.3264999,6.0626998,3.0037,3.5158999,,7.3666,10.4517,3.6492,5.7255001,9.4272003,,12.48,7.9956002,,,4.0254998,14.9922,2.7546999,3.7435,3.0415001,
2.6657,3.8429999,11.6335,,6.2827001,4.6016002,11.8369,2.0755999,8.3042002,,3.5381,6.2034998,,9.0443001,7.9531002,10.9553,3.369,7.1357999,5.3786001,6.1191001,3.0232,3.5339999,,7.5082998,10.4884,3.6791999,5.7733998,9.4885998,,12.5524,8.0522003,,,4.0563998,,2.7753,3.7693,3.0641,
2.6859,3.8705001,11.6962,,6.3330998,4.6073999,11.9232,2.092,8.3534002,,3.5708001,6.2403998,,9.0958004,7.9963999,11.0378,3.3889,7.1827002,5.4257998,6.1658001,3.0453,3.5653,,7.5581999,10.5461,3.7063999,5.8108001,9.5593996,,12.6284,8.1215,,,4.0794001,,2.7925999,3.7948999,3.0868001,
2.7053001,3.8966999,11.7793,,6.3832002,4.6493001,11.9869,2.0948999,8.4647999,,3.5869,6.2894001,,9.1435003,8.0902996,11.0938,3.4182,7.2347002,5.4524999,6.2196999,3.0680001,3.5855999,,7.6076999,10.6047,3.7492001,5.8627,9.6099997,,12.6983,8.1807003,,,4.1065001,,2.8171,3.8197,3.1101999,
2.7254,3.9256999,11.8364,,6.4305,4.6571002,12.057,2.1208999,8.5375996,,3.6048,6.3305998,,9.1900997,8.1416998,11.1478,3.4382,7.2785001,5.4884,6.2607999,3.0869999,3.6152,,7.6595001,10.6821,3.7755001,5.9164,9.6693001,,12.7725,8.2299004,,,4.1336002,,2.8357,3.8468001,3.1301999,
2.7416,3.9611001,11.8918,,6.4809999,4.7073998,12.1276,2.1357,8.5963001,,3.642,6.3544998,,9.2459002,8.1906996,11.1982,3.4686999,7.3334999,5.5352998,6.3045001,3.1061001,3.6415,,7.7094002,10.7921,3.8031001,5.9629002,9.7390003,,12.8511,8.2861004,,,4.1567001,,2.8546,3.8710999,3.1677001,
2.7678001,3.9926,11.9722,,6.5279999,4.7557001,12.2055,2.1494999,8.7030001,,3.6701,6.4481001,,9.3164997,8.2302999,11.2868,3.4870999,7.3803,5.5706,6.3386998,3.1264999,3.6659999,,7.7859998,10.8459,3.8353,6.0044999,9.7965002,,12.9258,8.3353996,,,4.1816001,,2.8745,3.8984001,3.1905,
2.7816999,4.0145001,12.0243,,6.5781002,4.7835002,12.2666,2.1731,8.7575998,,3.6837001,6.4893999,,9.3739996,8.2856998,11.3759,3.5193999,7.4295998,5.5995002,6.3818998,3.1475,3.6847,,7.8077998,10.9457,3.8757999,6.0535002,9.8450003,,13.0051,8.3914003,,,4.2062998,,2.8936999,3.9231,3.2121,
2.8167,4.0422001,12.081,,6.6308999,4.8070998,12.3245,2.1882999,8.8080997,,3.7356999,6.5383,,9.4212999,8.3296003,11.4371,3.5402999,7.4822001,5.6343999,6.4226999,3.1686001,3.7163,,7.8582001,10.9943,3.8956001,6.1041999,9.9188004,,13.0797,8.4356003,,,4.2305999,,2.9196,3.9477999,3.2344999,
2.8361001,4.0644002,12.1495,,6.684,4.8518,12.3846,2.2040999,8.8978996,,3.7544999,6.5865998,,9.4652996,8.3878002,11.4961,3.5690999,7.5387001,5.6844001,6.4649,3.1884999,3.7374001,,7.9208999,11.0517,3.9273,6.1486001,9.9856005,,13.1607,8.4896002,,,4.2564998,,2.9377999,3.9696,3.2616,
2.8524001,4.0967002,12.2409,,6.7318001,4.8576002,12.4453,2.2216001,8.9376001,,3.7788999,6.6276002,,9.4986,8.4455996,11.5483,3.589,7.5948,5.7268,6.5030999,3.2132001,3.7636001,,7.9871998,11.1902,3.9542,6.2104001,10.0562,,13.2403,8.5415001,,,4.2793002,,2.9662001,3.9971001,3.2809,
2.8673999,4.1248999,12.3137,,6.783,4.8899999,12.506,2.2374001,8.9872999,,3.8396001,6.6528001,,9.5403004,8.5047998,11.6399,3.6205001,7.6366,5.7701998,6.546,3.2328,3.7808001,,8.0567999,11.2408,3.9837,6.243,10.112,,13.3259,8.5950003,,,4.3066001,,2.9835,4.0215001,3.3027999,
2.8882999,4.1517,12.3716,,6.8311,4.9067001,12.5514,2.253,9.0328999,,3.8810999,6.6977,,9.5906,8.6119003,11.7036,3.6421001,7.6820002,5.8266001,6.5932002,3.2535999,3.7987001,,8.1080999,11.2945,4.0214,6.2866998,10.1763,,13.4036,8.6518002,,,4.3284001,,3.0223,4.0461998,3.3192999,
2.9038999,4.1756001,12.44,,6.8827,4.9316001,12.5983,2.2746999,9.0937996,,3.8943999,6.7452998,,9.6359997,8.6458998,11.8028,3.6686001,7.7392001,5.8529,6.6348,3.2748001,3.8208001,,8.1598997,11.3454,4.0774002,6.3214998,10.2287,,13.4764,8.6998997,,,4.3564,,3.0394001,4.0710001,3.3422,
2.9189999,4.2019,12.4852,,6.9301,4.9562998,12.6546,2.289,9.1443005,,3.9326,6.7845001,,9.6829996,8.6948996,11.8856,3.6879001,7.7831998,5.8885002,6.6757998,3.2952001,3.8418,,8.2086,11.4359,4.1018,6.3571,10.2848,,13.5561,8.7496004,,,4.3843002,,3.0658,4.0991001,3.3645,
2.9368999,4.2319002,12.5406,,6.9840999,4.9896998,12.7181,2.3037,9.1942997,,3.9497001,6.8284001,,9.7285004,8.7484999,11.9431,3.7190001,7.8339,5.9242001,6.7259998,3.3162,3.8649001,,8.2187004,11.498,4.1350999,6.4032998,10.3544,,13.6255,8.8270998,,,4.4066,,3.0829,4.1222,3.3861001,
2.9525001,4.2564998,12.5951,,7.0342999,5.0072999,12.7772,2.3231001,9.2407999,,3.9884,6.8525,,9.7776003,8.7979002,11.9899,3.7395,7.8797998,5.9721999,6.7701001,3.3359001,3.8908,,8.2579002,11.5547,4.1736999,6.4349999,10.4048,,13.6958,8.8860998,,,4.4327998,,3.1214001,4.1472001,3.4085,
2.9676001,4.2853999,12.6548,,7.0853,5.0439,12.8411,2.3383,9.2891998,,4.0039001,6.8938999,,9.8266001,8.8415003,12.0351,3.7683001,7.9295001,6.0022998,6.8257999,3.3640001,3.9179001,,8.3072996,11.5994,4.1928,6.4679999,10.4726,,13.7682,8.9345999,,,4.4568,,3.1422,4.1676002,3.4282999,
2.9816999,4.3101001,12.714,,7.1339002,5.0573001,12.8872,2.3526001,9.3358002,,4.0349002,6.9363999,,9.8808002,8.8984003,12.094,3.7890999,7.98,6.0418,6.8674998,3.3834,3.9410999,,8.3576002,11.6474,4.2231002,6.4981999,10.5498,,13.8366,8.9941998,,,4.4818001,,3.1682999,4.1939998,3.4698999,
2.9978001,4.3379002,12.7834,,7.1815,5.1062999,12.9574,2.3717,9.3828001,,4.0545001,6.9872999,,9.9286003,8.9518995,12.1345,3.8167,8.0309,6.0840001,6.9182,3.4035001,3.9668,,8.4081001,11.7017,4.2828999,6.5871,10.6161,,13.9036,9.2209997,,,4.5068002,,3.1875,4.2168002,3.4926,
3.0153999,4.3642998,12.85,,7.2340999,5.1202998,13.0285,2.3868999,9.4323997,,4.0879998,7.0299001,,9.9906998,8.9994001,12.1811,3.8378,8.0755997,6.1259999,6.9615002,3.4224999,3.9877999,,8.4567003,11.7545,4.3021998,6.6292,10.6691,,13.9838,9.2754002,,,4.5351,,3.2158,4.2403998,3.5135,
3.0297999,4.3857999,12.9223,,7.2844,5.1563001,13.0853,2.4019001,9.4860001,,4.1033001,7.0767999,,10.0358,9.0586004,12.224,3.8677001,8.1273003,6.1724,7.0183001,3.4424,4.0176001,,8.5207005,11.8019,4.335,6.6739998,10.7192,,14.0689,9.3346004,,,4.5567999,,3.2328,4.2708998,3.5323,
3.0516,4.408,12.9928,,7.3337002,5.1984,13.1399,2.4247999,9.5333996,,4.1346002,7.1026001,,10.0931,9.1103001,12.2701,3.8887,8.1813002,6.2200999,7.0556002,3.4658,4.0363998,,8.6065998,11.8867,4.3779001,6.7196999,10.7734,,14.1434,9.3879995,,,4.5900998,,3.2495,4.2914,3.5543001,
3.0709,4.4326,13.0517,,7.3868999,5.2069001,13.2001,2.4391,9.5762997,,4.1466999,7.1424999,,10.135,9.1441002,12.3134,3.9212,8.2316999,6.2530999,7.0917001,3.4849,4.0661001,,8.6562996,11.937,4.4256001,6.776,10.8256,,14.2164,9.4664001,,,4.6069002,,3.2716999,4.3178,3.5711,
3.0906,4.4628,13.1251,,7.4359002,5.2577,13.2565,2.4528,9.6162996,,4.1877999,7.1862001,,10.1924,9.1977997,12.3509,3.9433,8.2772999,6.2848001,7.1306,3.513,4.0841999,,8.7088003,11.9859,4.4429998,6.8091002,10.8785,,14.2898,9.5257998,,,4.6339002,,3.2883999,4.3446002,3.5924001,
3.1157,4.4875998,13.183,,7.4844999,5.3069,13.3347,2.4723001,9.6637001,,4.2034998,7.2326999,,10.2432,9.2456999,12.3916,3.9702001,8.3273001,6.3301001,7.1756001,3.5316999,4.1138,,8.7577,12.0246,4.4798999,6.8407998,10.9314,,14.3691,9.5824003,,,4.6571999,,3.3148,4.3688002,3.6136999,
3.132,4.5114002,13.2335,,7.5365,5.3375001,13.3931,2.4862001,9.7088003,,4.2336998,7.2735,,10.3024,9.2886,12.4362,3.9902999,8.3716002,6.3691001,7.2238998,3.5517001,4.1339002,,8.8213997,12.0693,4.5025001,6.8734002,11.0203,,14.4434,9.6393003,,,4.6820002,,3.3322999,4.3965001,3.6356001,
3.1479001,4.5377998,13.2766,,7.5862999,5.3566999,13.4479,2.5195,9.7734003,,4.2793999,7.2946,,10.3485,9.3351002,12.4829,4.0187001,8.4275999,6.4017,7.2704,3.5713,4.1651001,,8.9077997,12.0971,4.5341001,6.9162002,11.0789,,14.5187,9.6981001,,,4.7062998,,3.3527,4.4224,3.6552,
3.1659999,4.5668001,13.3399,,7.6363001,5.3799,13.5007,2.5344999,9.8192997,,4.2944002,7.3358002,,10.4209,9.3743,12.5243,4.0453,8.4737997,6.4425998,7.3209,3.5917001,4.1872001,,8.9588003,12.1416,4.5728998,6.9678001,11.1417,,14.5922,9.7482996,,,4.7259998,,3.3740001,4.4481001,3.6731,
3.1815,4.5978999,13.3891,,7.6826,5.4066,13.5651,2.5490999,9.8556995,,4.3304,7.3800998,,10.4706,9.4042997,12.5645,4.0718999,8.4989004,6.4807,7.3587999,3.6159999,4.2157001,,9.0098,12.1754,4.5942001,7.0102,11.2106,,14.6698,9.8045998,,,4.7564001,,3.3905001,4.4744,3.6947,
3.1963,4.6258998,13.4545,,7.7326002,5.4356999,13.6157,2.5696001,9.9019003,,4.3476,7.4045,,10.5212,9.4441996,12.6014,4.0941,8.5403004,6.5194001,7.4043002,3.6355,4.2372999,,9.0593004,12.2154,4.6279001,7.0393,11.2773,,14.7457,9.8727999,,,4.7846999,,3.4161999,4.5029001,3.7147,
3.2151999,4.6540999,13.5133,,7.7810001,5.4561,13.6721,2.5911,9.9434996,,4.3839998,7.4398999,,10.5761,9.4975004,12.6393,4.1212001,8.5867996,6.5493002,7.4474001,3.6643,4.2652998,,9.1085997,12.2487,4.6831002,7.0914001,11.342,,14.8221,9.9281998,,,4.8065,,3.434,4.5244002,3.7368,
3.2296,4.6809001,13.5536,,7.8312001,5.4935999,13.7243,2.6171999,9.9951,,4.4031,7.4815998,,10.6257,9.5495996,12.6915,4.1416001,8.6372004,6.5826998,7.4851999,3.6842,4.2866001,,9.1435003,12.2955,4.7212,7.1248999,11.4351,,14.9007,9.9904003,,,4.8336,,3.4717,4.5527,3.7602,
3.247,4.7038002,13.6186,,7.8838,5.507,13.7804,2.6317999,10.0392,,4.428,7.5325999,,10.6784,9.5846004,12.7391,4.1675,8.6831999,6.6343002,7.5253,3.7035,4.3141999,,9.1578999,12.3618,4.7354002,7.1629,11.5132,,14.9774,10.0361,,,4.8569999,,3.4904001,4.5776,3.7790999,
3.2697001,4.7287998,13.6824,,7.9341002,5.5531998,13.8426,2.6459999,10.1456,,4.4454002,7.5753999,,10.7302,9.6265001,12.7748,4.1891999,8.7315998,6.6756001,7.5716,3.724,4.3347001,,9.2079,12.408,4.7747998,7.2115002,11.577,,,10.0926,,,4.8845,,3.5191,4.6160002,3.8027999,
3.2855,4.7638998,13.7407,,7.9837999,5.5915999,13.8964,2.6701,10.1945,,4.4758,7.605,,10.782,9.6608,12.8226,4.2175999,8.7805004,6.7213998,7.6199999,3.7437,4.3638,,9.2580996,12.4471,4.7979002,7.2551999,11.7247,,,10.1482,,,4.9067998,,3.5364001,4.6417999,3.8183999,
3.3168001,4.7919002,13.7977,,8.0335999,5.5977001,13.9418,2.6872001,10.242,,4.4900999,7.6392002,,10.8303,9.6952,12.8948,4.2402,8.8273001,6.7533998,7.6571002,3.7660999,4.3822999,,9.3184996,12.4849,4.8291998,7.2930999,11.7887,,,10.2742,,,4.9351001,,3.5538001,4.6684999,3.842,
3.3354001,4.8168998,13.8555,,8.0837002,5.6066999,13.9923,2.7025001,10.2924,,4.533,7.6887002,,10.887,9.8048,12.9436,4.2705002,8.8678999,6.7905002,7.697,3.7853,4.4129,,9.3577995,12.5093,4.8555002,7.3288002,11.8543,,,10.3439,,,4.9569001,,3.5761001,4.6903,3.8629999,
3.3538001,4.8432002,13.9055,,8.1325998,5.6563001,14.0533,2.7223001,10.3329,,4.5542002,7.7293,,10.945,9.8535004,12.9897,4.29,8.8982,6.8291001,7.7389002,3.8137,4.4334002,,9.4559002,12.5612,4.8910999,7.3618999,11.9209,,,10.3998,,,4.9847999,,3.5954001,4.7171998,3.8843999,
3.3685999,4.8674998,13.9498,,8.1823997,5.6945,14.1111,2.7379999,10.3836,,4.5826001,7.7809,,10.9985,9.8927002,13.0468,4.3213,8.9371996,6.8547001,7.777,3.8320999,4.4633999,,9.5075998,12.5921,4.9252,7.4096999,11.9777,,,10.4743,,,5.0064001,,3.6201999,4.7409,3.911,
3.3864,4.8948998,13.9938,,8.2311001,5.7072001,14.1713,2.7533,10.4345,,4.5973001,7.8277998,,11.0521,9.9667997,13.0863,4.3425002,8.9854002,6.8882999,7.8252001,3.8538001,4.4840002,,9.5572996,12.6384,4.9464002,7.441,12.0373,,,10.5345,,,5.0300999,,3.6403,4.7722001,3.9319,
3.4026999,4.9219999,14.0371,,8.2834997,5.7495999,14.2249,2.7776999,10.4812,,4.6395998,7.8789001,,11.1231,9.9988003,13.1398,4.3710999,9.0309,6.9335999,7.8662,3.8727,4.5145998,,9.6063995,12.6714,4.974,7.4874001,12.0957,,,10.5961,,,5.0563002,,3.6668999,4.7964001,3.9535,
3.4181001,4.9456,14.0864,,8.3340998,5.7571001,14.2848,2.7952001,10.5233,,4.6852999,7.9243002,,11.1791,10.0533,13.1771,4.3926001,9.0820999,6.9833999,7.9172001,3.8928001,4.5331001,,9.6583996,12.7014,5.0286002,7.5256,12.1729,,,10.6424,,,5.0798998,,3.6851001,4.8206,3.9714999,
3.4377,4.9717002,14.133,,8.3844995,5.7989001,14.3596,2.8178999,10.5759,,4.6996999,7.9520001,,11.2274,10.0997,13.2192,4.4200001,9.1255999,7.0254998,7.9524002,3.9151001,4.5630002,,9.7158003,12.7454,5.0493002,7.5766001,12.2489,,,10.6958,,,5.1061001,,3.7025001,4.8453999,3.993,
3.4649999,4.9935999,14.1859,,8.4345999,5.8074999,14.4112,2.8322999,10.627,,4.7392998,8.0251999,,11.2818,10.1522,13.2638,4.4408002,9.1800003,7.0699,7.9977002,3.9356,4.5819001,,9.7575998,12.7858,5.0829,7.6216998,12.3131,,,10.746,,,5.1279001,,3.7221,4.8715,4.0146999,
3.4793,5.0228,14.2473,,8.4846001,5.8565001,14.4635,2.8478,10.6602,,4.7533998,8.0527,,11.3331,10.2312,13.3133,4.4706001,9.2227001,7.1314998,8.0290003,3.9645,4.6282001,,9.8079996,12.8213,5.1039,7.6561999,12.3755,,,10.8769,,,5.1564002,,3.7428999,4.8958998,4.0355,
3.4972999,5.0534,14.2914,,8.5319004,5.8892002,14.548,2.8747001,10.7446,,4.7832999,8.0900002,,11.3877,10.2809,13.3571,4.4931002,9.2768002,7.1745,8.0683002,3.983,4.6494999,,9.8593998,12.8668,5.1357999,7.7041998,12.4424,,,10.9307,,,5.1831999,,3.7674999,4.9217,4.0636001,
3.5146,5.0809002,14.3351,,8.5837002,5.9063001,14.6104,2.8907001,10.7874,,4.8025999,8.1330004,,11.4474,10.3202,13.4246,4.5207,9.3283997,7.2256999,8.1229,4.0019002,4.6743002,,9.9090004,12.8988,5.1787,7.7358999,12.5229,,,10.9839,,,5.2066998,,3.7842,4.9499002,4.0834999,
3.5339,5.1092,14.3762,,8.6309004,5.9576998,14.6834,2.9205,10.8328,,4.8460002,8.1844997,,11.4973,10.3516,13.4798,4.5416002,9.3797998,7.2547998,8.1615,4.0237999,4.7041001,,9.9575996,12.9281,5.2258,7.7831001,12.5894,,,11.0369,,,5.2347002,,3.8222001,4.9748998,4.105,
3.5697,5.1339002,14.427,,8.6793003,6.007,14.7452,2.9352,10.8856,,4.8745999,8.2325001,,11.547,10.4164,13.533,4.5696001,9.4278002,7.2918,8.2180004,4.0458999,4.7270002,,10.0088,12.9614,5.2493,7.8204999,12.6656,,,11.0869,,,5.2563,,3.8395,5.0032001,4.1212001,
3.5854001,5.1595001,14.4719,,8.7296,6.0496001,14.8148,2.9714999,10.9119,,4.8874998,8.2868004,,11.599,10.4488,13.5862,4.5918002,9.4799995,7.3273001,8.2567997,4.0669999,4.7491002,,10.0588,13.0045,5.2825999,7.8625998,12.7385,,,11.1433,,,5.2841001,,3.8662,5.0302,4.1424999,
3.6061001,5.1862001,14.5239,,8.7790003,6.0572,14.8711,2.9874001,10.953,,4.9312,8.3274002,,11.6671,10.4999,13.6266,4.6199002,9.5221004,7.3674998,8.2937002,4.0879002,4.7744999,,10.1247,13.0351,5.3235998,7.8972001,12.8145,,,11.1991,,,5.329,,3.8829999,5.0549998,4.1623001,
3.6217999,5.2119002,14.574,,8.8051996,6.1062002,14.9341,3.0019,10.997,,4.9481001,8.3760004,,11.7263,10.5385,13.6866,4.6423001,9.5839005,7.3958001,8.3285999,4.1159,4.8228002,,10.1632,13.0593,5.3483,7.9288998,12.8872,,,11.3017,,,5.3566999,,3.9207001,5.0809999,4.1847,
3.6436,5.237,14.6129,,8.8415003,6.1465998,14.9832,3.0201001,11.0405,,4.9819999,8.4027004,,11.7847,10.5983,13.7431,4.6703,9.6303997,7.4347,8.3663998,4.1363001,4.8477998,,10.2082,13.1054,5.3755002,7.9693999,12.9583,,,11.3495,,,5.3835001,,3.9405,5.1054001,4.2059999,
3.6631,5.2676001,14.6529,,8.8879004,6.1573,,3.0353,11.0732,,4.9954,8.4490995,,11.8427,10.6534,13.7964,4.6915002,9.6786003,7.4802999,8.4233999,4.1655002,4.8697,,10.257,13.1517,5.3992,7.9980001,13.021,,,11.4233,,,5.4063001,,3.9677,5.1293998,4.224,
3.6773,5.2909999,14.6947,,8.9335003,6.2066002,,3.0713,11.1069,,5.0303998,8.4820004,,11.8929,10.7056,13.8447,4.7245002,9.7269001,7.5208998,8.4596004,4.1848001,4.895,,10.3066,13.1867,5.434,8.0340996,13.0731,,,11.4797,,,5.4313998,,3.9868,5.1683998,4.2456002,
3.6933,5.3178,14.7428,,8.9882002,6.237,,3.0848999,11.1458,,5.0496998,8.5251999,,11.9444,10.7552,13.9014,4.7452002,9.7779999,7.5896001,8.4966002,4.2138,4.9208002,,10.3966,13.2237,5.4752998,8.0749998,13.132,,,11.5364,,,5.4566002,,4.0047002,5.1883998,4.2655001,
3.7146001,5.3463998,14.7773,,9.0389004,6.2565999,,3.1180999,11.1868,,5.0904002,8.5525999,,12.0001,10.7991,13.9436,4.7712002,9.8209,7.6255999,8.5341997,4.2319999,4.9422998,,10.4094,13.2527,5.4965,8.1190996,13.206,,,11.5913,,,5.4836998,,4.0256,5.2168999,4.289,
3.7349,5.3764,14.832,,9.0848999,6.3060999,,3.1373,11.2346,,5.1040001,8.5942001,,12.0472,10.8554,13.9884,4.7926002,9.8773003,7.6718001,8.5808001,4.2526002,4.9643998,,10.4609,13.2827,5.5281,8.1652002,13.2661,,,11.6484,,,5.5078001,,4.0437999,5.2403998,4.3105001,
3.7499001,5.4025998,14.889,,9.1365995,6.3211999,,3.1544001,11.2818,,5.1377001,8.6335001,,12.1004,10.9031,14.0278,4.8196001,9.9253998,7.7016001,8.6231003,4.2715001,4.9844999,,10.5434,13.3281,5.5725002,8.1983004,13.3299,,,11.7029,,,5.5339999,,4.0682001,5.2684999,4.3312998,
3.7653,5.4245,14.9422,,9.1869001,6.3562002,,3.1747,11.3236,,5.1525002,8.6740999,,12.1543,10.9813,14.0714,4.8427,9.9715004,7.7354002,8.6645002,4.2916002,5.0142002,,10.607,13.3547,5.5998001,8.2858,13.3885,,,11.7769,,,5.5574002,,4.0858998,5.2965999,4.3519001,
3.7814,5.4580998,,,9.2344999,6.3786998,,3.1918001,11.3612,,5.1880002,8.7391005,,12.1966,11.028,14.1251,4.8699999,9.9991999,7.7708998,8.7205,4.3143001,5.0342999,,10.6579,13.3908,5.6321998,8.3362999,13.4602,,,11.8302,,,5.5862999,,4.1046,5.3193998,4.3688002,
3.8045001,5.4857998,,,9.2844,6.3997998,,3.2190001,11.4035,,5.2319002,8.7960997,,12.238,11.0651,14.166,4.8894,10.0352,7.7992001,8.7641001,4.3333998,5.0650001,,10.7126,13.4193,5.6820002,8.3743,13.5357,,,11.8896,,,5.6072001,,4.1257,5.3411999,4.3894,
3.8194001,5.5145001,,,9.3338003,6.4071002,,3.2347,11.4472,,5.2448001,8.8393002,,12.2757,11.1031,14.212,4.9205999,10.0769,7.8365002,8.8169003,4.3706999,5.0862999,,10.7594,13.4525,5.7245998,8.4161997,13.6062,,,11.945,,,5.6307998,,4.1451001,5.3695998,4.4147,
3.8362,5.5423002,,,9.3832998,6.4352002,,3.2492001,11.4906,,5.2803001,8.8795996,,12.3186,11.1522,14.256,4.9414001,10.1384,7.8778,8.8566999,4.3915,5.1159,,10.8114,13.4905,5.7470002,8.4660997,13.6734,,,11.9929,,,5.6574998,,4.1686001,5.3966999,4.4362001,
3.8668001,5.5706,,,9.4309998,6.4568,,3.2684,11.533,,5.2932,8.8992996,,12.3647,11.1892,14.2991,4.9706001,10.1846,7.9203,8.8948002,4.4164,5.1427002,,10.8593,13.5258,5.7979002,8.5136003,13.7262,,,12.0477,,,5.6893001,,4.1861,5.4205999,4.4590001,
3.8873,5.6019001,,,9.4827003,6.5064998,,3.2823999,11.5726,,5.3242002,8.9498997,,12.4112,11.2379,14.3578,4.9914999,10.2373,7.9861999,8.9348001,4.434,5.164,,10.9083,13.5587,5.8270998,8.5585003,13.7917,,,12.0985,,,5.7072001,,4.2048998,5.4477,4.4784002,
3.9054,5.6299,,,9.5326996,6.5434999,,3.2969,11.6087,,5.3403001,8.9912996,,12.4573,11.2908,14.4172,5.0187001,10.2822,8.0223999,8.9722004,4.4535999,5.1883998,,10.9671,13.5905,5.8463001,8.5958004,13.853,,,12.1468,,,5.7336998,,4.2265,5.4710999,4.4998002,
3.9193001,5.6559,,,9.5832005,6.5565,,3.3185,11.639,,5.3789001,9.0290003,,12.5034,11.3269,14.4597,5.0387998,10.3257,8.0524998,9.0212002,4.4747,5.2150998,,11.0574,13.6194,5.8779998,8.632,13.9253,,,12.2049,,,5.7568998,,4.2459002,5.4967999,4.5181999,
3.9356999,5.6834002,,,9.6329002,6.5949998,,3.3327,11.6911,,5.3916001,9.0825005,,12.5454,11.3722,14.5151,5.0696998,10.3763,8.0916996,9.0592003,4.4952998,5.2357001,,11.1071,13.6409,5.9050999,8.6876001,13.9995,,,12.2529,,,5.7810001,,4.2697001,5.5170002,4.5409999,
3.9670999,5.7126999,,,9.6841002,6.6076002,,3.3485999,11.7362,,5.4294,9.1292,,12.5868,11.4047,14.597,5.0931001,10.4329,8.1230001,9.1036997,4.5177002,5.2652001,,11.16,13.6661,5.9366999,8.7224998,14.0573,,,12.3113,,,5.8067999,,4.2883,5.5394001,4.5609002,
3.9905,5.7412,,,9.7319002,6.6567001,,3.3694,11.77,,5.4431,9.1527004,,12.6308,11.4463,14.6421,5.1205001,10.4732,8.1539001,9.1422997,4.5377998,5.2918,,11.2125,13.701,5.9724998,8.7672997,14.1306,,,12.3739,,,5.8283,,4.3168001,5.5702,4.5812998,
