20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206a,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
8.1641998,12.2458,,,,13.1779,,7.3378,,,11.7266,,,,,,10.7421,,,,9.4370003,10.9398,,,,12.1744,,,,,,,,13.6895,,9.0418997,11.6213,9.3039999,
8.1828003,12.2745,,,,13.2095,,7.3541999,,,11.7481,,,,,,10.773,,,,9.4657001,10.9643,,,,12.1934,,,,,,,,13.7327,,9.0665998,11.6475,9.3205004,
8.2037001,12.3042,,,,13.2099,,7.3769999,,,11.7815,,,,,,10.7972,,,,9.4863997,10.9899,,,,12.2122,,,,,,,,13.774,,9.0851002,11.6702,9.3431997,
8.2186003,12.3348,,,,13.238,,7.3965998,,,11.8217,,,,,,10.821,,,,9.5123997,11.0167,,,,12.2353,,,,,,,,13.8117,,9.1036997,11.6968,9.3631001,
8.2329998,12.3575,,,,13.2791,,7.4187002,,,11.8398,,,,,,10.841,,,,9.5305004,11.0387,,,,12.2583,,,,,,,,13.8571,,9.1259003,11.719,9.3873997,
8.2533998,12.3918,,,,13.316,,7.4354,,,11.888,,,,,,10.8692,,,,9.5738001,11.0645,,,,12.2786,,,,,,,,13.8995,,9.1433001,11.7424,9.4087,
8.2700996,12.4148,,,,13.3604,,7.4717002,,,11.9294,,,,,,10.8893,,,,9.5955,11.0893,,,,12.3006,,,,,,,,13.9407,,9.1677999,11.7709,9.4271002,
8.2876997,12.4414,,,,13.408,,7.4885001,,,11.9731,,,,,,10.9167,,,,9.6197996,11.1156,,,,12.3231,,,,,,,,13.976,,9.1868,11.7964,9.4490995,
8.3037996,12.4685,,,,13.4422,,7.5054998,,,11.9874,,,,,,10.9395,,,,9.6409998,11.1396,,,,12.3473,,,,,,,,14.0127,,9.2159996,11.8207,9.4643002,
8.3234997,12.4925,,,,13.4726,,7.5212002,,,12.0032,,,,,,10.968,,,,9.6679001,11.1651,,,,12.3708,,,,,,,,14.0475,,9.2333002,11.8527,9.4883003,
8.3394003,12.5218,,,,13.4961,,7.5349998,,,12.033,,,,,,10.9886,,,,9.6889,11.1872,,,,12.3988,,,,,,,,14.0876,,9.2517004,11.8757,9.5101004,
8.3650999,12.5545,,,,13.5255,,7.5714998,,,12.0552,,,,,,11.0173,,,,9.7139997,11.2129,,,,12.4215,,,,,,,,14.1196,,9.2732,11.9031,9.5298996,
8.3780003,12.5823,,,,13.5664,,7.5861001,,,12.0702,,,,,,11.0391,,,,9.7333002,11.2331,,,,12.4402,,,,,,,,14.1535,,9.2917004,11.9282,9.5674,
8.4153004,12.6141,,,,13.5916,,7.6192999,,,12.0918,,,,,,11.0672,,,,9.7523003,11.2599,,,,12.4631,,,,,,,,14.1985,,9.3171997,11.9709,9.5899,
8.4440002,12.64,,,,13.6303,,7.6353002,,,12.1122,,,,,,11.0873,,,,9.7711,11.2816,,,,12.4945,,,,,,,,14.249,,9.3346996,11.9951,9.6107998,
8.4552002,12.6637,,,,13.6668,,7.6707001,,,12.1313,,,,,,11.1198,,,,9.7916002,11.3047,,,,12.512,,,,,,,,14.2835,,9.3541002,12.0206,9.6328001,
8.4738998,12.6898,,,,13.6933,,7.6855998,,,12.1581,,,,,,11.1386,,,,9.8158998,11.3216,,,,12.5368,,,,,,,,14.3204,,9.3739004,12.0483,9.6557999,
8.4892998,12.7142,,,,13.7283,,7.7185998,,,12.1831,,,,,,11.1679,,,,9.8366003,11.3456,,,,12.5608,,,,,,,,14.3651,,9.3907003,12.0737,9.6735001,
8.5060997,12.7372,,,,13.7707,,7.7333999,,,12.2041,,,,,,11.1893,,,,9.8654003,11.3663,,,,12.5835,,,,,,,,14.4092,,9.4188995,12.0992,9.6968002,
8.5225,12.7615,,,,13.8059,,7.7479,,,12.2286,,,,,,11.219,,,,9.8831997,11.3936,,,,12.6058,,,,,,,,14.434,,9.4372997,12.1247,9.7144003,
8.5530005,12.7894,,,,13.8445,,7.7669001,,,12.2517,,,,,,11.2386,,,,9.9027004,11.4094,,,,12.6284,,,,,,,,14.4774,,9.4544001,12.1505,9.7356005,
8.5716,12.8143,,,,13.8895,,7.7817998,,,12.2803,,,,,,11.2688,,,,9.9240999,11.4184,,,,12.6521,,,,,,,,14.5149,,9.4730997,12.1739,9.7606001,
8.5903997,12.8468,,,,13.9349,,7.7958999,,,12.2979,,,,,,11.29,,,,9.9419003,11.4423,,,,12.6725,,,,,,,,14.5595,,9.4935999,12.1994,9.7786999,
8.6135998,12.8685,,,,13.945,,7.8202,,,12.32,,,,,,11.3171,,,,9.9652004,11.4659,,,,12.6919,,,,,,,,14.6009,,9.5191002,12.2225,9.7987003,
8.6295004,12.8911,,,,13.9699,,7.8365002,,,12.3482,,,,,,11.3406,,,,9.9827003,11.4883,,,,12.7153,,,,,,,,14.6437,,9.5398998,12.2459,9.8155003,
8.6473999,12.9283,,,,13.9726,,7.8520999,,,12.3642,,,,,,11.3681,,,,10.0017,11.5148,,,,12.7361,,,,,,,,14.6851,,9.5678997,12.2718,9.8378,
8.6665001,12.9512,,,,14.004,,7.8709998,,,12.3877,,,,,,11.391,,,,10.0238,11.5403,,,,12.7611,,,,,,,,14.7247,,9.5846996,12.2954,9.8598003,
8.6828003,12.9742,,,,14.0396,,7.8855,,,12.4077,,,,,,11.4189,,,,10.0437,11.566,,,,12.781,,,,,,,,14.7583,,9.6034002,12.3214,9.8807001,
8.6985998,12.9981,,,,14.04,,7.9015999,,,12.4243,,,,,,11.4409,,,,10.0678,11.5911,,,,12.8059,,,,,,,,14.7936,,9.6218004,12.3449,9.9166002,
8.7229996,13.0284,,,,14.0826,,7.9190001,,,12.4469,,,,,,11.4682,,,,10.0871,11.6167,,,,12.8326,,,,,,,,14.8385,,9.6401997,12.371,9.9387999,
8.7377005,13.0524,,,,14.1222,,7.9334998,,,12.4689,,,,,,11.4921,,,,10.1129,11.6406,,,,12.8568,,,,,,,,14.8766,,9.6660995,12.3972,9.9603004,
8.7531996,13.0744,,,,14.1605,,7.9467001,,,12.4936,,,,,,11.5176,,,,10.1301,11.6666,,,,12.8847,,,,,,,,14.9174,,9.6876001,12.4258,9.9799995,
8.7725,13.0945,,,,14.1978,,7.9668999,,,12.5088,,,,,,11.5372,,,,10.171,11.692,,,,12.9103,,,,,,,,14.9571,,9.7051001,12.4573,10.0036,
8.8023005,13.1228,,,,14.2226,,7.9802999,,,12.5389,,,,,,11.5686,,,,10.19,11.717,,,,12.9268,,,,,,,,14.9983,,9.7257996,12.4876,10.0194,
8.8209,13.1482,,,,14.262,,7.9949999,,,12.5572,,,,,,11.5906,,,,10.2168,11.7402,,,,12.9546,,,,,,,,,,9.7440004,12.5187,10.0394,
8.8460999,13.1721,,,,14.3123,,8.0167999,,,12.5752,,,,,,11.6233,,,,10.2366,11.7644,,,,12.9769,,,,,,,,,,9.7686996,12.5426,10.0601,
8.8639002,13.1993,,,,14.3544,,8.0319004,,,12.595,,,,,,11.6447,,,,10.2617,11.7877,,,,13,,,,,,,,,,9.7883997,12.5668,10.0798,
8.8838997,13.2283,,,,14.3911,,8.0464001,,,12.6171,,,,,,11.674,,,,10.2816,11.8138,,,,13.0194,,,,,,,,,,9.8170996,12.594,10.0999,
8.9015999,13.252,,,,14.4314,,8.0679998,,,12.6368,,,,,,11.6955,,,,10.2997,11.8376,,,,13.0471,,,,,,,,,,9.8347998,12.623,10.1177,
8.9176998,13.2743,,,,14.4678,,8.0823002,,,12.6545,,,,,,11.7204,,,,10.3241,11.865,,,,13.068,,,,,,,,,,9.8532,12.6473,10.138,
8.9372997,13.3031,,,,14.5079,,8.0997,,,12.6806,,,,,,11.741,,,,10.3438,11.8895,,,,13.0904,,,,,,,,,,9.8719997,12.6704,10.1618,
8.9546003,13.3348,,,,14.541,,8.1208,,,12.7025,,,,,,11.7691,,,,10.3644,11.9151,,,,13.1141,,,,,,,,,,9.8900003,12.6951,10.1813,
8.9682999,13.3573,,,,14.5665,,8.1355,,,12.7219,,,,,,11.7909,,,,10.3832,11.9397,,,,13.1441,,,,,,,,,,9.9167995,12.7212,10.2036,
8.9874001,13.3825,,,,14.5775,,8.1688995,,,12.7503,,,,,,11.818,,,,10.402,11.9638,,,,13.1608,,,,,,,,,,9.9343004,12.7455,10.2253,
9.0152998,13.4076,,,,14.6179,,8.1836004,,,12.7728,,,,,,11.8366,,,,10.4242,11.9866,,,,13.1848,,,,,,,,,,9.9747,12.7724,10.2476,
9.0331001,13.432,,,,14.6505,,8.1989002,,,12.807,,,,,,11.8658,,,,10.4454,12.0096,,,,13.2188,,,,,,,,,,9.9939003,12.7959,10.2648,
9.0516005,13.4563,,,,14.6844,,8.2206001,,,12.826,,,,,,11.8856,,,,10.4691,12.0326,,,,13.2385,,,,,,,,,,10.0187,12.8226,10.2856,
9.0678997,13.485,,,,14.7305,,8.2356997,,,12.8444,,,,,,11.9049,,,,10.4882,12.0591,,,,13.2629,,,,,,,,,,10.0369,12.8473,10.3101,
9.0846996,13.5104,,,,14.768,,8.2684002,,,12.8683,,,,,,11.9278,,,,10.5144,12.082,,,,13.2913,,,,,,,,,,10.054,12.8739,10.3302,
9.0999002,13.5357,,,,14.8054,,8.2840004,,,12.889,,,,,,11.947,,,,10.5344,12.1086,,,,13.3078,,,,,,,,,,10.0761,12.8987,10.367,
9.1169004,13.5634,,,,14.8423,,8.2981997,,,12.9061,,,,,,11.973,,,,10.5543,12.1371,,,,13.3356,,,,,,,,,,10.0951,12.9236,10.3887,
9.1348,13.5851,,,,14.8858,,8.3182001,,,12.9257,,,,,,11.9936,,,,10.576,12.1694,,,,13.3522,,,,,,,,,,10.118,12.948,10.4103,
9.1520004,13.6111,,,,14.9309,,8.3315001,,,12.9422,,,,,,12.0195,,,,10.594,12.1933,,,,13.3721,,,,,,,,,,10.1367,12.969,10.43,
9.1659002,13.6363,,,,14.9735,,8.3457003,,,12.9627,,,,,,12.0401,,,,10.6185,12.2241,,,,13.4036,,,,,,,,,,10.1546,12.9933,10.4519,
9.1894999,13.6596,,,,,,8.3677998,,,12.9932,,,,,,12.0619,,,,10.6376,12.2486,,,,13.4293,,,,,,,,,,10.173,13.0151,10.4675,
9.2136002,13.6868,,,,,,8.3821001,,,13.0165,,,,,,12.0841,,,,10.6627,12.2735,,,,13.4497,,,,,,,,,,10.1899,13.0381,10.4898,
9.2271004,13.7133,,,,,,8.3971004,,,13.0343,,,,,,12.1052,,,,10.6835,12.3006,,,,13.4698,,,,,,,,,,10.2158,13.0655,10.5101,
9.2416,13.7375,,,,,,8.4190998,,,13.051,,,,,,12.1262,,,,10.7034,12.3272,,,,13.4949,,,,,,,,,,10.2334,13.0912,10.5307,
9.2646999,13.7701,,,,,,8.4344997,,,13.0719,,,,,,12.1469,,,,10.7231,12.3517,,,,13.5209,,,,,,,,,,10.2518,13.117,10.5521,
9.2804003,13.7973,,,,,,8.4490995,,,13.1006,,,,,,12.1684,,,,10.7416,12.3827,,,,13.5534,,,,,,,,,,10.2709,13.1401,10.5707,
9.2972002,13.826,,,,,,8.4671001,,,13.12,,,,,,12.1892,,,,10.7633,12.4074,,,,13.5815,,,,,,,,,,10.2908,13.1655,10.5926,
9.3143997,13.8526,,,,,,8.4808998,,,13.1396,,,,,,12.2119,,,,10.7828,12.4393,,,,13.6133,,,,,,,,,,10.316,13.1927,10.6128,
9.3299999,13.8806,,,,,,8.4960003,,,13.1592,,,,,,12.2314,,,,10.803,12.4652,,,,13.6349,,,,,,,,,,10.3341,13.2202,10.634,
9.3473997,13.9156,,,,,,8.5158997,,,13.1787,,,,,,12.2539,,,,10.8235,12.487,,,,13.6609,,,,,,,,,,10.3714,13.2439,10.6567,
9.3643999,13.9429,,,,,,8.5296001,,,13.1989,,,,,,12.2735,,,,10.8426,12.4961,,,,13.6799,,,,,,,,,,10.3893,13.2688,10.6765,
9.3809004,13.969,,,,,,8.5427999,,,13.22,,,,,,12.2936,,,,10.868,12.5121,,,,13.7106,,,,,,,,,,10.4168,13.2926,10.6965,
9.3973999,13.9987,,,,,,8.5657997,,,13.2361,,,,,,12.3143,,,,10.8874,12.5396,,,,13.735,,,,,,,,,,10.434,13.3189,10.7134,
9.4173002,14.0251,,,,,,8.5794001,,,13.253,,,,,,12.3365,,,,10.9126,12.568,,,,13.7559,,,,,,,,,,10.4524,13.3475,10.7378,
9.4307003,14.0501,,,,,,8.5930996,,,13.27,,,,,,12.3572,,,,10.9309,12.5968,,,,13.7793,,,,,,,,,,10.4722,13.3724,10.7613,
9.4474001,14.0749,,,,,,8.6202002,,,13.2962,,,,,,12.3766,,,,10.9496,12.6259,,,,13.7988,,,,,,,,,,10.4918,13.4,10.7828,
9.4659004,14.1015,,,,,,8.6351995,,,13.3112,,,,,,12.3986,,,,10.9673,12.6479,,,,13.8257,,,,,,,,,,10.5165,13.4253,10.8055,
9.4879999,14.1268,,,,,,8.6690998,,,13.3295,,,,,,12.4219,,,,10.9864,12.6742,,,,13.8481,,,,,,,,,,10.5341,13.4533,10.8225,
9.5042,14.1557,,,,,,8.6829004,,,13.3487,,,,,,12.4465,,,,11.0146,12.6986,,,,13.8725,,,,,,,,,,10.5522,13.4811,10.843,
9.5263004,14.187,,,,,,8.6962004,,,13.3701,,,,,,12.4678,,,,11.0323,12.7225,,,,13.9031,,,,,,,,,,10.5726,13.5117,10.8621,
9.5414,14.2152,,,,,,8.7180004,,,13.386,,,,,,12.4895,,,,11.053,12.7449,,,,13.9306,,,,,,,,,,10.5922,13.5366,10.8833,
9.5555,14.2412,,,,,,8.7328997,,,13.404,,,,,,12.5113,,,,11.0744,12.7708,,,,13.9502,,,,,,,,,,10.6184,13.5626,10.9058,
9.5710001,14.2669,,,,,,8.7487001,,,13.4341,,,,,,12.5323,,,,11.0928,12.7958,,,,13.9683,,,,,,,,,,10.6371,13.5867,10.9231,
9.5911999,14.2908,,,,,,8.7649002,,,13.4562,,,,,,12.5544,,,,11.1139,12.8213,,,,13.9902,,,,,,,,,,10.6553,13.612,10.9438,
9.6190996,14.3202,,,,,,8.7786999,,,13.4748,,,,,,12.576,,,,11.1336,12.8471,,,,14.0093,,,,,,,,,,10.676,13.6345,10.9633,
9.6302004,14.3488,,,,,,8.7924995,,,13.4985,,,,,,12.5956,,,,11.1542,12.8731,,,,14.0297,,,,,,,,,,10.6963,13.6591,10.9847,
9.6487999,14.3731,,,,,,8.8043003,,,13.5241,,,,,,12.6164,,,,11.1739,12.8986,,,,14.0594,,,,,,,,,,10.7204,13.6853,11.0107,
9.6659002,14.3987,,,,,,8.8193998,,,13.55,,,,,,12.637,,,,11.1955,12.9256,,,,14.0804,,,,,,,,,,10.7385,13.7104,11.0316,
9.6852999,14.4228,,,,,,8.8325996,,,13.577,,,,,,12.6566,,,,11.2173,12.9503,,,,14.1081,,,,,,,,,,10.7654,13.737,11.0546,
9.6995001,14.4498,,,,,,8.8462,,,13.6091,,,,,,12.6777,,,,11.239,12.975,,,,14.1299,,,,,,,,,,10.7844,13.7668,11.0741,
9.7159004,14.4762,,,,,,8.8688002,,,13.6317,,,,,,12.6988,,,,11.2643,13.0066,,,,14.1598,,,,,,,,,,10.8026,13.7916,11.0985,
9.7306004,14.5026,,,,,,8.8837004,,,13.6491,,,,,,12.7215,,,,11.2832,13.0294,,,,14.1772,,,,,,,,,,10.8223,13.8139,11.1167,
9.7488003,14.5291,,,,,,8.8982,,,13.6726,,,,,,12.7409,,,,11.3044,13.0517,,,,14.2047,,,,,,,,,,10.842,13.8398,11.1401,
9.7694998,14.5577,,,,,,8.9224997,,,13.6952,,,,,,12.7638,,,,11.3257,13.0793,,,,14.23,,,,,,,,,,10.8663,13.8638,11.1597,
9.7896004,14.5938,,,,,,8.9385996,,,13.7133,,,,,,12.7854,,,,11.3467,13.1046,,,,14.2509,,,,,,,,,,10.8843,13.8923,11.1802,
9.8062,14.6217,,,,,,8.9726,,,13.7366,,,,,,12.8095,,,,11.3704,13.1297,,,,14.2765,,,,,,,,,,10.9019,13.9132,11.2026,
9.8231001,14.6481,,,,,,8.9878998,,,13.7533,,,,,,12.8314,,,,11.3908,13.1556,,,,14.3041,,,,,,,,,,10.9242,13.9369,11.2219,
9.8435001,14.6743,,,,,,9.0030003,,,13.7785,,,,,,12.8532,,,,11.4155,13.1841,,,,14.3306,,,,,,,,,,10.9438,13.9666,11.245,
9.8655005,14.6996,,,,,,9.0200996,,,13.7934,,,,,,12.8756,,,,11.434,13.2091,,,,14.3523,,,,,,,,,,10.9701,13.9911,11.2645,
9.8913002,14.7295,,,,,,9.0349998,,,13.8108,,,,,,12.8982,,,,11.4629,13.2322,,,,14.3761,,,,,,,,,,10.9894,14.017,11.2857,
9.9144001,14.7562,,,,,,9.0739002,,,13.8343,,,,,,12.9197,,,,11.4823,13.256,,,,14.4012,,,,,,,,,,11.0156,14.0448,11.3122,
9.9298,14.7811,,,,,,9.0904999,,,13.8554,,,,,,12.9398,,,,11.5026,13.2814,,,,14.4214,,,,,,,,,,11.0335,14.0737,11.333,
9.9470997,14.806,,,,,,9.1162996,,,13.8765,,,,,,12.9621,,,,11.5245,13.31,,,,14.4409,,,,,,,,,,11.052,14.0981,11.3547,
9.9649,14.8292,,,,,,9.132,,,13.8981,,,,,,12.9843,,,,11.5424,13.3334,,,,14.4674,,,,,,,,,,11.0729,14.1265,11.3729,
9.9826002,14.8571,,,,,,9.1482,,,13.917,,,,,,13.0072,,,,11.5642,13.3623,,,,14.4916,,,,,,,,,,11.0909,14.1502,11.3985,
10.0016,14.8824,,,,,,9.1683998,,,13.9421,,,,,,13.0296,,,,11.586,13.3871,,,,14.5157,,,,,,,,,,11.1163,14.1767,11.4154,
10.018,14.911,,,,,,9.1831999,,,13.9643,,,,,,13.0503,,,,11.6151,13.4104,,,,14.5399,,,,,,,,,,11.135,14.2014,11.4367,
10.0358,14.935,,,,,,9.1966,,,13.9879,,,,,,13.0718,,,,11.6351,13.4368,,,,14.5601,,,,,,,,,,11.1529,14.2268,11.461,
10.0545,14.9601,,,,,,9.217,,,14.0097,,,,,,13.0913,,,,11.6632,13.4609,,,,14.5842,,,,,,,,,,11.1758,14.252,11.4809,
10.0707,14.9901,,,,,,9.2315998,,,14.0358,,,,,,13.1132,,,,11.6834,13.4883,,,,14.6206,,,,,,,,,,11.1945,14.2734,11.5177,
10.088,,,,,,,9.2705002,,,14.0635,,,,,,13.1395,,,,11.7039,13.5156,,,,14.6437,,,,,,,,,,11.2165,14.2986,11.5397,
10.1152,,,,,,,9.2861004,,,14.0807,,,,,,13.1599,,,,11.729,13.5383,,,,14.6721,,,,,,,,,,11.2365,14.3237,11.5633,
10.1314,,,,,,,9.302,,,14.0995,,,,,,13.1813,,,,11.7739,13.5653,,,,14.6914,,,,,,,,,,11.266,14.3494,11.5844,
10.1453,,,,,,,9.3226004,,,14.1184,,,,,,13.2021,,,,11.7956,13.5837,,,,14.7144,,,,,,,,,,11.2865,14.3755,11.6063,
10.1659,,,,,,,9.3409996,,,14.1398,,,,,,13.2238,,,,11.8202,13.5875,,,,14.7343,,,,,,,,,,11.305,14.4011,11.6277,
10.184,,,,,,,9.3703003,,,14.1628,,,,,,13.2454,,,,11.8399,13.6142,,,,14.7563,,,,,,,,,,11.3261,14.4263,11.6488,
10.2209,,,,,,,9.3872004,,,14.1823,,,,,,13.2666,,,,11.8648,13.6399,,,,14.7783,,,,,,,,,,11.3438,14.457,11.667,
10.2432,,,,,,,9.4022999,,,14.2021,,,,,,13.2882,,,,11.8846,13.6651,,,,14.7977,,,,,,,,,,11.3666,14.484,11.6892,
10.2634,,,,,,,9.4209995,,,14.2306,,,,,,13.3103,,,,11.9127,13.691,,,,14.8196,,,,,,,,,,11.3839,14.5108,11.7108,
10.2837,,,,,,,9.4357004,,,14.2511,,,,,,13.3341,,,,11.9325,13.7201,,,,14.8408,,,,,,,,,,11.4041,14.5382,11.7294,
10.2984,,,,,,,9.4700003,,,14.2757,,,,,,13.3556,,,,11.9532,13.7471,,,,14.8675,,,,,,,,,,11.4243,14.5633,11.753,
10.3146,,,,,,,9.4850998,,,14.2942,,,,,,13.3763,,,,11.9739,13.7739,,,,14.8915,,,,,,,,,,11.4416,14.5904,11.7685,
10.3334,,,,,,,9.4998999,,,14.313,,,,,,13.397,,,,11.9932,13.7976,,,,14.9068,,,,,,,,,,11.4686,14.6148,11.7908,
10.3483,,,,,,,9.5199003,,,14.337,,,,,,13.4179,,,,12.0146,13.8222,,,,14.9266,,,,,,,,,,11.4904,14.643,11.8112,
10.3679,,,,,,,9.5352001,,,14.364,,,,,,13.4396,,,,12.0336,13.8468,,,,14.951,,,,,,,,,,11.5161,14.6667,11.8329,
10.3821,,,,,,,9.5516005,,,14.3857,,,,,,13.4626,,,,12.0535,13.8715,,,,14.9721,,,,,,,,,,11.5337,14.6928,11.8532,
10.3995,,,,,,,9.5737,,,14.4104,,,,,,13.4883,,,,12.0747,13.8931,,,,14.9944,,,,,,,,,,11.5521,14.7194,11.8706,
10.4168,,,,,,,9.5916996,,,14.4277,,,,,,13.51,,,,12.0937,13.9221,,,,,,,,,,,,,,11.5728,14.7467,11.8925,
10.4373,,,,,,,9.6161003,,,14.4501,,,,,,13.539,,,,12.1121,13.9458,,,,,,,,,,,,,,11.5903,14.7719,11.9129,
10.4542,,,,,,,9.6309996,,,14.4811,,,,,,13.5608,,,,12.1309,13.9757,,,,,,,,,,,,,,11.6158,14.7994,11.9357,
10.4697,,,,,,,9.6459999,,,14.5004,,,,,,13.585,,,,12.1497,14.0031,,,,,,,,,,,,,,11.6352,14.8227,11.9604,
10.486,,,,,,,9.6673002,,,14.523,,,,,,13.6071,,,,12.169,14.0265,,,,,,,,,,,,,,11.6642,14.8492,11.9807,
10.5035,,,,,,,9.6812,,,14.5421,,,,,,13.6308,,,,12.1889,14.0543,,,,,,,,,,,,,,11.6821,14.8764,12.0025,
10.5216,,,,,,,9.6955996,,,14.565,,,,,,13.6519,,,,12.208,14.0752,,,,,,,,,,,,,,11.7215,14.9038,12.0242,
10.538,,,,,,,9.7175999,,,14.5854,,,,,,13.6743,,,,12.2278,14.1008,,,,,,,,,,,,,,11.741,14.9306,12.0476,
10.5645,,,,,,,9.7325001,,,14.6006,,,,,,13.6946,,,,12.247,14.1263,,,,,,,,,,,,,,11.7668,14.9546,12.0696,
10.5797,,,,,,,9.7467003,,,14.6335,,,,,,13.7176,,,,12.2666,14.1513,,,,,,,,,,,,,,11.7853,14.977,12.0927,
10.5956,,,,,,,9.7698002,,,14.6499,,,,,,13.7432,,,,12.2865,14.1764,,,,,,,,,,,,,,11.8042,,12.1146,
10.6158,,,,,,,9.7841997,,,14.6698,,,,,,13.7636,,,,12.3046,14.2009,,,,,,,,,,,,,,11.8245,,12.1367,
10.629,,,,,,,9.7982998,,,14.7046,,,,,,13.7861,,,,12.3254,14.228,,,,,,,,,,,,,,11.8434,,12.1583,
10.6444,,,,,,,9.8183002,,,14.7287,,,,,,13.8088,,,,12.345,14.2584,,,,,,,,,,,,,,11.8678,,12.1796,
10.6687,,,,,,,9.8330002,,,14.7459,,,,,,13.8306,,,,12.3656,14.2836,,,,,,,,,,,,,,11.8856,,12.2016,
10.6823,,,,,,,9.8460999,,,14.7745,,,,,,13.853,,,,12.3858,14.3133,,,,,,,,,,,,,,11.9047,,12.2257,
10.7137,,,,,,,9.8660002,,,14.7918,,,,,,13.8769,,,,12.404,14.3495,,,,,,,,,,,,,,11.9262,,12.2489,
10.7355,,,,,,,9.8796997,,,14.814,,,,,,13.8989,,,,12.424,14.3738,,,,,,,,,,,,,,11.9452,,12.2693,
10.7547,,,,,,,9.8940001,,,14.8341,,,,,,13.9229,,,,12.4436,14.4007,,,,,,,,,,,,,,11.9687,,12.2913,
10.7753,,,,,,,9.9158001,,,14.8665,,,,,,13.9448,,,,12.4644,14.4255,,,,,,,,,,,,,,11.9883,,12.313,
10.7956,,,,,,,9.9301996,,,14.8914,,,,,,13.9679,,,,12.4842,14.4533,,,,,,,,,,,,,,12.0067,,12.335,
10.8144,,,,,,,9.9431,,,14.9149,,,,,,13.9902,,,,12.5048,14.471,,,,,,,,,,,,,,12.0253,,12.3589,
10.8316,,,,,,,9.9659004,,,14.938,,,,,,14.0113,,,,12.5232,14.5033,,,,,,,,,,,,,,12.043,,12.3826,
10.8479,,,,,,,9.9793997,,,14.9691,,,,,,14.0329,,,,12.5416,14.5327,,,,,,,,,,,,,,12.0603,,12.4058,
10.8683,,,,,,,9.9924002,,,14.9891,,,,,,14.0576,,,,12.561,14.564,,,,,,,,,,,,,,12.0808,,12.4279,
10.8828,,,,,,,10.0193,,,,,,,,,14.077,,,,12.5809,14.5924,,,,,,,,,,,,,,12.0995,,12.4514,
10.8982,,,,,,,10.0323,,,,,,,,,14.099,,,,12.5981,14.6205,,,,,,,,,,,,,,12.1181,,12.4739,
10.9171,,,,,,,10.0472,,,,,,,,,14.1244,,,,12.618,14.6469,,,,,,,,,,,,,,12.1394,,12.4929,
10.9296,,,,,,,10.0703,,,,,,,,,14.1469,,,,12.6384,14.6705,,,,,,,,,,,,,,12.161,,12.5131,
10.9447,,,,,,,10.0855,,,,,,,,,14.169,,,,12.6603,14.6946,,,,,,,,,,,,,,12.1806,,12.5344,
10.9651,,,,,,,10.1196,,,,,,,,,14.1913,,,,12.6804,14.7224,,,,,,,,,,,,,,12.199,,12.5571,
10.9806,,,,,,,10.136,,,,,,,,,14.2141,,,,12.6996,14.7517,,,,,,,,,,,,,,12.2186,,12.5786,
10.9971,,,,,,,10.1701,,,,,,,,,14.2366,,,,12.72,14.7795,,,,,,,,,,,,,,12.2366,,12.6013,
11.015,,,,,,,10.1843,,,,,,,,,14.2575,,,,12.7387,14.8062,,,,,,,,,,,,,,12.2563,,12.6237,
11.0334,,,,,,,10.1987,,,,,,,,,14.2792,,,,12.7603,14.8317,,,,,,,,,,,,,,12.2751,,12.6465,
11.0516,,,,,,,10.2167,,,,,,,,,14.3028,,,,12.779,14.8607,,,,,,,,,,,,,,12.2946,,12.6676,
11.0686,,,,,,,10.2326,,,,,,,,,14.3259,,,,12.8016,14.8903,,,,,,,,,,,,,,12.3135,,12.6911,
11.0862,,,,,,,10.2467,,,,,,,,,14.35,,,,12.82,14.9154,,,,,,,,,,,,,,12.3325,,12.7128,
11.1166,,,,,,,10.2693,,,,,,,,,14.3717,,,,12.8403,14.9453,,,,,,,,,,,,,,12.3502,,12.7339,
11.1363,,,,,,,10.284,,,,,,,,,14.3945,,,,12.8597,14.9749,,,,,,,,,,,,,,12.3687,,12.7553,
11.1529,,,,,,,10.2971,,,,,,,,,14.4181,,,,12.8803,,,,,,,,,,,,,,,12.3901,,12.7782,
11.1754,,,,,,,10.3177,,,,,,,,,14.443,,,,12.8981,,,,,,,,,,,,,,,12.4084,,12.8034,
11.1892,,,,,,,10.3328,,,,,,,,,14.4655,,,,12.9188,,,,,,,,,,,,,,,12.4274,,12.8232,
11.2057,,,,,,,10.347,,,,,,,,,14.4889,,,,12.942,,,,,,,,,,,,,,,12.4471,,12.8449,
11.221,,,,,,,10.3695,,,,,,,,,14.5096,,,,12.9614,,,,,,,,,,,,,,,12.4681,,12.8671,
11.242,,,,,,,10.3822,,,,,,,,,14.5309,,,,12.9814,,,,,,,,,,,,,,,12.4874,,12.8886,
11.2638,,,,,,,10.3949,,,,,,,,,14.5513,,,,13.0019,,,,,,,,,,,,,,,12.5061,,12.9144,
11.2806,,,,,,,10.4206,,,,,,,,,14.5788,,,,13.023,,,,,,,,,,,,,,,12.5269,,12.9386,
