20220912a,20220912b,20220912c,20220912d,20220912e,20220912f,20221010a_1,20221010a_2,20221010c_1,20221010c_2,20221010d,20221104a,20221104b,20221104c,20221104e,20221104f,20221104g,20191216b,20191216c,20191216d,20191216e,20191216f,20191216g,20191216h,20191216i,20191216j,20191216k,20191216m,20191216n,20191218b,20191218c,20191218e,20191220b,20191220c,20191220d,20191220e,20191220f,20191220g,20191220h
6.9628,7.2951002,10.3965,,12.3705,13.8058,12.0183,14.1916,11.2813,4.4710002,3.398,,,,,5.5717001,9.8909998,6.5257001,8.0255003,13.355,11.3396,9.8367004,5.7933002,2.5318999,,,7.3971,12.6243,13.2897,6.1195002,5.8081002,7.5437002,7.6768999,11.9683,,,,14.5681,5.5064001
7.0275998,7.3843999,10.445,,12.4109,13.8697,12.075,14.252,11.3266,4.4917002,3.4201,,,,,5.5893998,9.9455996,6.5489998,8.0681,13.3944,11.4099,9.8566999,5.8382001,2.5673001,,,7.4484,12.6814,13.3581,6.1757002,5.8483,7.5802999,7.7417998,12.032,,,,14.6283,5.5472999
7.1016002,7.4359002,10.4994,,12.4502,13.9199,12.1302,14.3347,11.3786,4.5165,3.4403,,,,,5.6019001,9.9977999,6.5791001,8.1041002,13.4294,11.4933,9.8985004,5.8544998,2.5848,,,7.5061002,12.7566,13.4231,6.2094002,5.8931999,7.6367002,7.8051,12.0816,,,,14.7021,5.5911999
7.152,7.4839001,10.546,,12.4971,13.9604,12.1817,14.3856,11.4102,4.5380998,3.4612,,,,,5.6223001,10.0525,6.6037998,8.1602001,13.4704,11.5556,9.9400997,5.8927002,2.6048999,,,7.5496998,12.8044,13.4828,6.2568998,5.9414001,7.6747999,7.8944001,12.1215,,,,14.7745,5.6234002
7.2207999,7.5489998,10.5903,,12.5531,14.0036,12.2436,14.461,11.4772,4.5604,3.4820001,,,,,5.6526999,10.0949,6.6417999,8.2413998,13.5062,11.6281,9.9815998,5.9338999,2.6331,,,7.5903001,12.8672,13.5369,6.2982998,5.9807,7.7519002,7.9535999,12.1689,,,,14.8484,5.6582999
7.2842999,7.6016002,10.6479,,12.5908,14.048,12.3283,14.5146,11.5261,4.5904999,3.5032001,,,,,5.6690998,10.1526,6.6746001,8.2798004,13.5428,11.7047,10.0445,5.9516001,2.6777999,,,7.6350999,12.9209,13.5929,6.3484998,6.0426002,7.7839999,8.0408001,12.2255,,,,14.9249,5.6999002
7.3278999,7.7343998,10.6986,,12.6369,14.0981,12.3655,14.6054,11.5699,4.5962,3.5223999,,,,,5.6938,10.2096,6.6950998,8.3165998,13.5691,11.7885,10.0845,5.9954,2.6947,,,7.6866002,12.9863,13.6465,6.3920002,6.0826998,7.8211999,8.1086998,12.2691,,,,14.998,5.7286
7.3818002,7.7796998,10.749,,12.6831,14.1358,12.4196,14.6567,11.6525,4.6086998,3.5427999,,,,,5.7189002,10.2576,6.7269001,8.3540001,13.6064,11.8813,10.1051,6.0423999,2.7272999,,,7.6873999,13.0553,13.7144,6.4359999,6.1054001,7.8754001,8.1936998,12.3247,,,,,5.7628002
7.4151001,7.8245001,10.7795,,12.7223,14.1945,12.5198,14.7206,11.6819,4.6335001,3.5638001,,,,,5.7385998,10.3109,6.7526002,8.3978004,13.6418,11.983,10.1442,6.0941,2.7467999,,,7.7165999,13.1085,13.7706,6.4898,6.1721001,7.8965998,8.2813997,12.3814,,,,,5.7978001
7.4742999,7.8899999,10.8251,,12.7548,14.2408,12.5749,14.7772,11.7302,4.6536999,3.5885999,,,,,5.7550998,10.3479,6.7860999,8.4363003,13.6811,12.0781,10.1829,6.1055999,2.7688,,,7.7405,13.1763,13.826,6.5412002,6.2048001,7.9366999,8.3219995,12.4311,,,,,5.8333998
7.5388999,7.9527001,10.8532,,12.8154,14.2915,12.6483,14.8524,11.794,4.6798,3.6085999,,,,,5.7827001,10.4035,6.8225999,8.4851999,13.7081,12.1677,10.2037,6.1849999,2.7911999,,,7.7743001,13.2431,13.9254,6.5816002,6.2490001,7.9761,8.3996,12.4888,,,,,5.8666
7.5876999,8.0284996,10.9043,,12.8553,14.3273,12.7038,14.9324,11.8439,4.6942,3.6324,,,,,5.7961998,10.4626,6.8495002,8.5307999,13.7436,12.2507,10.2404,6.2038999,2.8087001,,,7.7898002,13.3035,14.0018,6.6241002,6.2845001,8.0328999,8.4525995,12.5376,,,,,5.8976998
7.6396999,8.1091003,10.9497,,12.8994,14.3755,12.7566,,11.8884,4.7210002,3.6530001,,,,,5.8257999,10.5089,6.8857999,8.5647001,13.7784,12.3378,10.2797,6.2382998,2.8297999,,,7.8116002,13.3684,14.0582,6.6616001,6.3376002,8.0534,8.5046997,12.5826,,,,,5.9376001
7.6792998,8.1487999,10.9912,,12.9416,14.4271,12.8036,,11.9339,4.7416,3.6775999,,,,,5.8660002,10.5602,6.9057002,8.5988998,13.8098,12.4169,10.2996,6.2891002,2.8450999,,,7.8566999,13.4265,14.1069,6.7048998,6.3892002,8.0930004,8.6055002,12.6296,,,,,5.9661002
7.7480001,8.1917,11.0554,,12.9845,14.4676,12.8669,,12.0038,4.7589002,3.6974001,,,,,5.8804002,10.6041,6.9363999,8.6440001,13.8529,12.4941,10.3435,6.3028002,2.8717999,,,7.8962002,13.4883,14.1671,6.7428999,6.4306002,8.1344004,8.6534004,12.6894,,,,,6.0372
7.7971001,8.2536001,11.099,,13.013,14.5152,12.9336,,12.0478,4.7809,3.7114999,,,,,5.9046998,10.6582,6.9717999,8.6844997,13.8911,12.5751,10.3805,6.3421001,2.8985,,,7.8985,13.5618,14.2301,6.7908001,6.4538002,8.1758003,8.7472,12.7485,,,,,6.0636001
7.8586998,8.3171997,11.1488,,13.0543,14.5637,12.9836,,12.0906,4.7974,3.7351,,,,,5.9288001,10.7257,6.9962001,8.7313004,13.9252,12.6488,10.4062,6.3899999,2.9219999,,,7.9485002,13.6185,14.2942,6.8367,6.5026002,8.2035999,8.8486996,12.7934,,,,,6.1052999
7.9064002,8.3556004,11.1874,,13.0977,14.5967,13.0412,,12.1526,4.8234,3.7574999,,,,,5.954,10.7962,7.0419002,8.7728996,13.958,12.723,10.4532,6.4047999,2.9398999,,,7.9927001,13.6719,14.3478,6.8825002,6.5532999,8.2552996,8.9365997,12.8498,,,,,6.1367998
7.9563999,8.4112997,11.2382,,13.1398,14.6489,13.1336,,12.1856,4.8390002,3.7814,,,,,5.9858999,10.8539,7.0802999,8.8191996,13.9977,12.8,10.4873,6.4417,2.9552,,,7.9935999,13.721,14.4078,6.9155002,6.5917001,8.3067999,8.9850998,12.8866,,,,,6.1788998
7.9991002,8.4393997,11.2838,,13.1829,14.6886,13.2009,,12.2267,4.8582001,3.8041,,,,,5.9963002,10.9391,7.0994,8.8570995,14.0293,12.8703,10.5067,6.4854999,2.9863,,,8.0476999,13.788,14.4707,6.9584999,6.6294999,8.3381004,9.0465002,12.9386,,,,,6.2175002
8.0579996,8.4926004,11.3328,,13.2209,14.7401,13.2464,,12.2554,4.8828001,3.8243999,,,,,6.0356002,10.9921,7.1283002,8.8992004,14.0575,12.9312,10.5495,6.4984999,3.0051999,,,8.1091003,13.8502,14.5304,7.0405002,6.6813002,8.3827,9.0931997,12.986,,,,,6.256
8.1093998,8.5292997,11.3781,,13.2649,14.7824,13.3031,,12.2936,4.9218998,3.8455999,,,,,6.0476999,11.0587,7.1532998,8.9407997,14.0913,13.0259,10.5886,6.5401001,3.0285001,,,8.1103001,13.9301,14.5925,7.0862002,6.7255998,8.4174004,9.1469002,13.0301,,,,,6.2926002
8.1420002,8.5837002,11.4202,,13.3015,14.8176,13.3642,,12.3104,4.9426999,3.8634,,,,,6.0692,11.1331,7.1855001,8.9868002,14.1306,13.0854,10.6318,6.5545001,3.0441999,,,8.1435003,13.9951,14.6629,7.1311998,6.7536998,8.4473,9.2318001,13.0779,,,,,6.3337002
8.1766005,8.6494999,11.4537,,13.356,14.851,13.4106,,12.3521,4.9691,3.8843999,,,,,6.0969,11.1927,7.2270002,9.0277004,14.1677,13.1597,10.6484,6.5959001,3.0699,,,8.1571999,14.0509,14.7186,7.1704001,6.7902999,8.4982996,9.2854996,13.1189,,,,,6.3687
8.2354002,8.7074003,11.4906,,13.3905,14.9122,13.4686,,12.4046,4.9886999,3.9038999,,,,,6.1073999,11.278,7.2484002,9.0700998,14.1973,13.2341,10.6914,6.6472001,3.0895,,,8.1829996,14.1107,14.7668,7.2107,6.8361001,8.5376997,9.3478003,13.1604,,,,,6.3971
8.2903004,8.8086996,11.5341,,13.4352,14.956,13.5169,,12.4476,5.0074,3.9268999,,,,,6.1370001,11.3326,7.2859001,9.1199999,14.2377,13.3072,10.7308,6.6856999,3.1064,,,8.1837997,14.1703,14.8241,7.2547002,6.8723001,8.5742998,9.3958998,13.2135,,,,,6.4329
8.3823996,8.9020996,11.5738,,13.4788,,13.5849,,12.5158,5.0285001,3.9470999,,,,,6.1708002,11.4107,7.3214998,9.1487999,14.2826,13.3759,10.7592,6.7019,3.1343999,,,8.2462997,14.2323,14.8832,7.2983999,6.9271002,8.6386003,9.4490004,13.2604,,,,,6.4636002
8.4258003,8.9733,11.6062,,13.5218,,13.6538,,12.5645,5.073,3.9705,,,,,6.1911998,11.4811,7.3473001,9.1918001,14.3265,13.45,10.7963,6.7452998,3.1521001,,,8.2700005,14.3082,14.9418,7.3372998,6.9570999,8.6773005,9.5060997,13.3064,,,,,6.4951
8.4761,9.0039997,11.643,,13.5727,,13.7144,,12.6034,5.0911999,3.9926,,,,,6.2182999,11.5349,7.3738999,9.2384005,14.36,13.5224,10.8273,6.7866998,3.1777,,,8.3041,14.3666,,7.3845,6.9966002,8.7027998,9.5599003,13.3573,,,,,6.5327001
8.5370998,9.0867996,11.6831,,13.613,,13.786,,12.6655,5.1167998,4.0148001,,,,,6.2321,11.5963,7.3997998,9.2838001,14.3961,13.6131,10.8535,6.7997999,3.2017,,,8.3522997,14.43,,7.4243999,7.0334001,8.7480001,9.6398001,13.399,,,,,6.5562
8.5720997,9.1424999,11.7127,,13.6417,,13.8347,,12.708,5.1332998,4.0332999,,,,,6.2674999,11.6947,7.4296999,9.3371,14.4319,13.7091,10.8894,6.8400002,3.2277999,,,8.4083004,14.4925,,7.4790001,7.0820999,8.7751999,9.7468996,13.443,,,,,6.5881
8.6265001,9.1982002,11.742,,13.6779,,13.8925,,12.7529,5.1589999,4.0576,,,,,6.2990999,11.7789,7.473,9.3755999,14.4779,13.779,10.9325,6.8539,3.2476001,,,8.4319,14.5592,,7.5197001,7.1254001,8.8303003,9.7974005,13.4897,,,,,6.6289001
8.6884003,9.2526999,11.7851,,13.7121,,13.9445,,12.7836,5.1844001,4.0770001,,,,,6.3084002,11.8621,7.4960999,9.4210997,14.5155,13.8681,10.9796,6.8859,3.2776,,,8.4715996,14.6239,,7.5591998,7.1756001,8.8702002,9.8920002,13.5491,,,,,6.6554999
8.7349997,9.3093996,11.8246,,13.7782,,14.0084,,12.8164,5.1988001,4.0983,,,,,6.3435001,11.9777,7.5283999,9.4635,14.5454,13.9528,11.0022,6.9287,3.2976999,,,8.5136995,14.6789,,7.6034002,7.2451,8.9400997,10.005,13.6041,,,,,6.6905999
8.8237,9.3843002,11.8787,,13.8073,,14.0654,,12.8566,5.2207999,4.1209002,,,,,6.3523998,12.0203,7.5527,9.4982996,14.5808,14.0397,11.0379,6.9520001,3.3225999,,,8.5852003,14.738,,7.6429,7.2852998,8.9715004,10.0771,13.6521,,,,,6.7199001
8.8662996,9.4277,11.9099,,13.8517,,14.1351,,12.8968,5.2392998,4.1410999,,,,,6.3832998,12.0807,7.5861001,9.5354004,14.6122,14.1317,11.0649,6.9896002,3.339,,,8.6030998,14.7875,,7.6886001,7.3348999,8.9949999,10.1121,13.6874,,,,,6.7474999
8.9336996,9.5017996,11.9466,,13.8995,,14.1893,,12.9306,5.2772002,4.1595001,,,,,6.3941998,12.1696,7.6178999,9.5746002,14.6497,14.2163,11.0941,7.0387001,3.3592,,,8.6555996,14.8594,,7.7301998,7.3797998,9.0434999,10.1882,13.7471,,,,,6.7806001
8.9926996,9.5482998,11.9859,,13.94,,14.2715,,12.9975,5.2937002,4.1735001,,,,,6.4068999,12.2252,7.6427002,9.6167002,14.6861,14.2795,11.1377,7.0876002,3.3789999,,,8.6960001,14.9282,,7.7667999,7.4267998,9.0782003,10.289,13.7889,,,,,6.8144999
9.0427999,9.5935001,12.0269,,13.9741,,14.3552,,13.037,5.3072,4.1845002,,,,,6.4466,12.286,7.6738,9.6639004,14.7289,14.3641,11.1789,7.1029,3.3977001,,,8.7407999,14.996,,7.8088002,7.4549999,9.1058998,10.3443,13.8416,,,,,6.8527999
9.0988998,9.6478996,12.0584,,14.0158,,14.4191,,13.084,5.3357,4.2055998,,,,,6.4582,12.3346,7.6971998,9.7017002,14.7622,14.4436,11.1988,7.1366,3.4252999,,,8.7651997,,,7.8543,7.4935002,9.1428003,10.3996,13.8892,,,,,6.8855
9.1222,9.6893997,12.0862,,14.0493,,14.4809,,13.1257,5.3743,4.2276001,,,,,6.4871001,12.3922,7.7343001,9.7477999,14.7916,14.528,11.2385,7.1932998,3.4447,,,8.7858,,,7.8985,7.5388999,9.1821003,10.5298,13.932,,,,,6.9295998
9.1993999,9.7377996,12.1273,,14.0921,,14.5351,,13.1697,5.3906999,4.2473998,,,,,6.4987001,12.4436,7.7712002,9.7952995,14.8272,14.6096,11.2605,7.204,3.4744,,,8.8070002,,,7.9345002,7.5797,9.2255001,10.5785,14.0003,,,,,6.9713001
9.2482996,9.7990999,12.1552,,14.125,,14.5738,,13.2188,5.4088001,4.2680001,,,,,6.5307002,12.4901,7.796,9.8383999,14.8585,14.6888,11.2988,7.2481999,3.4935,,,8.8544998,,,7.9720998,7.6248999,9.2784004,10.6356,14.0433,,,,,7.0360999
9.2972002,9.9147997,12.1836,,14.163,,14.6186,,13.2525,5.4295998,4.2887998,,,,,6.5862002,12.5459,7.8260999,9.8769999,14.8901,14.7778,11.3345,7.2792001,3.5146999,,,8.9070997,,,8.0109997,7.6813998,9.2925997,10.7047,14.0935,,,,,7.0611
9.3596001,9.9968004,12.205,,14.207,,14.6829,,13.3062,5.4475999,4.3074002,,,,,6.5963998,12.6091,7.8488002,9.9268999,14.9282,14.8822,11.3585,7.3421001,3.5318999,,,8.948,,,8.0489998,7.7354002,9.3418999,10.7559,14.1518,,,,,7.0983
9.4164,10.0452,12.2343,,14.2428,,14.786,,13.3453,5.4636998,4.3301001,,,,,6.6065001,12.6705,7.8821001,9.9805002,14.968,14.962,11.3961,7.3807998,3.546,,,8.9572001,,,8.0950003,7.7711,9.3786001,10.8387,14.21,,,,,7.1401
9.4984999,10.108,12.2685,,14.2879,,14.8669,,13.3898,5.4877,4.3390999,,,,,6.6362,12.7279,7.9057999,10.0227,14.9945,,11.4309,7.4032001,3.5785999,,,8.9582005,,,8.1378002,7.8232999,9.4020996,10.8999,14.2564,,,,,7.1851001
9.5614996,10.1996,12.3071,,14.3247,,14.9276,,13.3988,5.5026002,4.3478999,,,,,6.6676998,12.7696,7.9333,10.0642,,,11.453,7.4380999,3.598,,,8.9583998,,,8.1796999,7.8532,9.4432001,10.943,14.312,,,,,7.2191
9.5845003,10.2488,12.3362,,14.3632,,14.9953,,13.4318,5.5265002,4.3678002,,,,,6.6835999,12.8156,7.9780002,10.1086,,,11.4933,7.4493999,3.6268001,,,8.9951,,,8.2145996,7.8871999,9.5039997,11.0533,14.3585,,,,,7.2477999
9.6166,10.2946,12.3733,,14.4047,,,,13.4908,5.5489998,4.3874002,,,,,6.7038002,12.8667,7.9997001,10.1656,,,11.5264,7.4835,3.6487,,,8.9960003,,,8.2550001,7.9348998,9.5299997,11.098,14.4216,,,,,7.2914
9.6555996,10.3448,12.3956,,14.4385,,,,13.5361,5.5718999,4.4063001,,,,,6.7312002,12.9101,8.0321999,10.2164,,,11.5478,7.5391002,3.6728001,,,9.007,,,8.2946997,7.9798002,9.5608997,11.1478,14.4692,,,,,7.3241
9.7119999,10.4273,12.4269,,14.4831,,,,13.5942,5.5907998,4.4266,,,,,6.7441001,12.9596,8.0702,10.2669,,,11.5852,7.5960002,3.6905999,,,9.0619001,,,8.3410997,7.9991999,9.5879002,11.2111,14.5154,,,,,7.3576999
9.7386999,10.5111,12.4506,,14.5171,,,,13.6438,5.6121001,4.4467001,,,,,6.7768998,13.005,8.0909996,10.3269,,,11.6048,7.6304998,3.7061999,,,9.1027002,,,8.3807001,8.0893002,9.6264,11.2595,14.5718,,,,,7.3994999
9.7925997,10.5516,12.4811,,14.5555,,,,13.6821,5.6342001,4.4685998,,,,,6.7901001,13.0427,8.1267996,10.3685,,,11.6452,7.6444998,3.7404001,,,9.1440001,,,8.4287996,8.1295996,9.6535997,11.305,14.6196,,,,,7.4355001
9.8304005,10.6043,12.5151,,14.5917,,,,13.7206,5.6582999,4.4891,,,,,6.8052001,13.0895,8.1540003,10.4198,,,11.6767,7.6897998,3.7609999,,,9.1611004,,,8.4666996,8.1810999,9.7058001,11.3801,14.6849,,,,,7.4651999
9.8978996,10.6948,12.5437,,14.6347,,,,13.7678,5.6764002,4.5107999,,,,,6.8579001,13.1317,8.1838999,10.4637,,,11.699,7.7340999,3.7842,,,9.2020998,,,8.5022001,8.2079,9.7349005,11.4343,14.7336,,,,,7.5047002
9.9375,10.7438,12.5773,,14.6666,,,,13.8156,5.6911001,4.533,,,,,6.8687,13.2113,8.2221003,10.5185,,,11.7382,7.7449999,3.8048999,,,9.2537003,,,8.5448999,8.2519999,9.7543001,11.463,14.7875,,,,,7.5370998
9.9765997,10.7807,12.6037,,14.7058,,,,13.8685,5.723,4.5531001,,,,,6.8888998,13.2557,8.2472,10.5657,,,11.7754,7.7825999,3.8281,,,9.3074999,,,8.5815001,8.2896004,9.7837,11.5574,14.8444,,,,,7.5784998
10.0115,10.8357,12.6337,,14.7357,,,,13.9171,5.7314,4.5721998,,,,,6.8999,13.3045,8.2790003,10.6162,,,11.7983,7.7983999,3.8480999,,,9.3362999,,,8.6274004,8.3444004,9.8523998,11.6314,14.8891,,,,,7.6068001
10.0389,10.8915,12.6653,,14.7776,,,,13.9739,5.7395,4.5908999,,,,,6.9274001,13.3444,8.3067999,10.6681,,,11.8377,7.8372002,3.8801999,,,9.3656998,,,8.6627998,8.3905001,9.8979998,11.695,14.9396,,,,,7.6469002
10.088,10.9462,12.6889,,14.8219,,,,14.014,5.7589998,4.6090002,,,,,6.9482002,13.3871,8.3368998,10.7205,,,11.8655,7.8516002,3.8979001,,,9.4119997,,,8.7047005,8.4379997,9.9343996,11.7543,14.9903,,,,,7.6890001
10.1155,11.0097,12.7187,,14.8537,,,,14.0617,5.7795,4.6289001,,,,,6.9713998,13.4246,8.3773003,10.7651,,,11.8931,7.8843002,3.9310999,,,9.4691,,,8.7390003,8.4903002,9.9577999,11.7965,,,,,,7.7234001
10.1908,11.083,12.7488,,14.8683,,,,14.1129,5.7961001,4.6743002,,,,,6.9998002,13.47,8.4018002,10.8156,,,11.9248,7.8951998,3.9777999,,,9.474,,,8.7847004,8.5319996,10.0084,11.8441,,,,,,7.7550998
10.2297,11.1352,12.778,,14.8998,,,,14.1693,5.8250999,4.6940999,,,,,7.0332999,13.5114,8.4328003,10.8715,,,11.9537,7.9337001,3.9995999,,,9.5016003,,,8.8267002,8.5556002,10.0373,11.9273,,,,,,7.7891998
10.2635,11.1947,12.8088,,14.932,,,,14.2273,5.8491001,4.7129002,,,,,7.0443001,13.5513,8.4561005,10.9307,,,11.9976,7.9464998,4.0229001,,,9.5282001,,,8.8580999,8.6065998,10.061,11.9936,,,,,,7.8204999
10.2958,11.2282,12.8354,,14.9661,,,,14.2689,5.8727999,4.7357998,,,,,7.0584998,13.596,8.4857998,10.9777,,,12.02,7.9835,4.0430002,,,9.5444002,,,8.9056997,8.6403999,10.0984,12.0324,,,,,,7.8546
10.3413,11.2928,12.8552,,,,,,14.3202,5.8919001,4.7515998,,,,,7.0839,13.6352,8.5237999,11.0266,,,12.043,8.0446997,4.0773001,,,9.5683002,,,8.9464998,8.6771002,10.1461,12.0724,,,,,,7.8916001
10.4091,11.354,12.8895,,,,,,14.3711,5.9081001,4.7768998,,,,,7.1286001,13.6757,8.5489998,11.0686,,,12.0658,8.0811996,4.0938001,,,9.5928001,,,8.9851999,8.7219,10.1775,12.1054,,,,,,7.9282999
10.4607,11.4531,12.9212,,,,,,14.4212,5.9475002,4.7971001,,,,,7.1416998,13.7169,8.5826998,11.1147,,,12.0928,8.1035995,4.1110001,,,9.6129999,,,9.0251999,8.7473001,10.2041,12.145,,,,,,7.9594998
10.5029,11.513,12.9525,,,,,,14.4803,5.9645,4.8193998,,,,,7.1732001,13.7599,8.6253004,11.1677,,,12.1219,8.1328001,4.1314998,,,9.6591997,,,9.0572004,8.7950001,10.2398,12.1964,,,,,,7.9952998
10.5389,11.5704,12.9745,,,,,,14.5218,5.98,4.8432002,,,,,7.1866002,13.7962,8.6477003,11.2183,,,12.1459,8.1497002,4.1522999,,,9.6852999,,,9.0939999,8.8339996,10.2761,12.2409,,,,,,8.0307999
10.5901,11.6086,13.0038,,,,,,14.5885,6.0022001,4.8660998,,,,,7.1993999,13.8318,8.6830997,11.2728,,,12.1724,8.1836996,4.1805,,,9.6861,,,9.1338997,8.8806,10.3044,12.2871,,,,,,8.0703001
10.6342,11.6587,13.0222,,,,,,14.641,6.0190001,4.8901,,,,,7.2219,13.8706,8.7068005,11.3173,,,12.1971,8.1987,4.2245998,,,9.7047997,,,9.1843996,8.9272003,10.3429,12.3303,,,,,,8.1040001
10.6784,11.725,13.0516,,,,,,14.6901,6.0387998,4.9092002,,,,,7.2484999,13.9165,8.7374001,11.3755,,,12.2335,8.2395,4.2442999,,,9.7059002,,,9.2200003,8.9764996,10.3743,12.3614,,,,,,8.1363001
10.7526,11.7836,13.0791,,,,,,14.7547,6.0563998,4.9337001,,,,,7.2610998,13.9493,8.7753,11.4316,,,12.2575,8.2931995,4.2677999,,,9.7330999,,,9.2566996,9.0086002,10.4347,12.4088,,,,,,8.1778002
10.7991,11.8277,13.0988,,,,,,14.8158,6.0791001,4.9524002,,,,,7.2756,13.9907,8.8308001,11.4808,,,12.283,8.3309002,4.2898002,,,9.7587996,,,9.2924004,9.0571003,10.4614,12.4449,,,,,,8.2107
10.8665,11.8869,13.1325,,,,,,14.8757,6.1023998,4.9707999,,,,,7.3042998,14.0268,8.8569002,11.5327,,,12.3144,8.3491001,4.3186998,,,9.7856998,,,9.3282003,9.125,10.5192,12.4851,,,,,,8.2447996
10.9591,11.9337,13.1539,,,,,,14.9323,6.1210999,4.9970002,,,,,7.3344998,14.0631,8.8922005,11.5746,,,12.3427,8.4399004,4.3425999,,,9.8059998,,,9.3624001,9.1807003,10.5424,12.5404,,,,,,8.2874002
11.0118,11.9847,13.1783,,,,,,14.9865,6.1381998,5.0174999,,,,,7.3608999,14.1067,8.9274998,11.6244,,,12.3744,8.4813004,4.3759999,,,9.8123999,,,9.4031,9.2250996,10.5878,12.5786,,,,,,8.3332005
11.0355,12.0187,13.2038,,,,,,,6.1554999,5.0362,,,,,7.3994002,14.1504,8.9527998,11.6725,,,12.4022,8.4963999,4.3975,,,9.8413,,,9.4457998,9.2612,10.6172,12.6166,,,,,,8.3670998
11.1098,12.0524,13.2182,,,,,,,6.1736999,5.0553002,,,,,7.4214001,14.1961,8.9799995,11.726,,,12.4323,8.5331001,4.4301,,,9.8621998,,,9.4791002,9.2866001,10.6542,12.6524,,,,,,8.3978004
11.1801,12.088,13.2473,,,,,,,6.1928,5.0798001,,,,,7.4317002,14.236,9.007,11.7865,,,12.4597,8.5541,4.4463,,,9.8704004,,,9.5214996,9.3338003,10.6991,12.6898,,,,,,8.4310999
11.247,12.117,13.2709,,,,,,,6.2086,5.0998001,,,,,7.4654999,14.2719,9.0443001,11.8357,,,12.4923,8.5838003,4.4770002,,,9.8924999,,,9.5586996,9.3587999,10.735,12.733,,,,,,8.4668999
11.2994,12.1598,13.2892,,,,,,,6.2329998,5.1269999,,,,,7.4891,14.3034,9.0796003,11.8744,,,12.5253,8.6021996,4.4963002,,,9.9183998,,,9.5935001,9.4320002,10.7752,12.7703,,,,,,8.5029001
11.3658,12.2086,13.317,,,,,,,6.2536998,5.1489,,,,,7.5430999,14.3337,9.1049995,11.9186,,,12.5499,8.6402998,4.5243001,,,9.9363003,,,9.6325998,9.4775,10.8178,12.8025,,,,,,8.5391998
11.4068,12.2526,13.3401,,,,,,,6.2743001,5.1712999,,,,,7.5524001,14.3742,9.1341,11.9724,,,12.5775,8.6782999,4.5416002,,,9.9587002,,,9.6738005,9.5059004,10.8526,12.8271,,,,,,8.5747995
11.4601,12.2732,13.3668,,,,,,,6.2958999,5.1919999,,,,,7.5743999,14.4092,9.1759996,12.0356,,,12.603,8.6936998,4.5756998,,,9.9935999,,,9.7075996,9.5490999,10.8839,12.8633,,,,,,8.6089001
11.5017,12.3109,13.3946,,,,,,,6.3137002,5.2114,,,,,7.5941,14.4471,9.2018003,12.0944,,,12.6318,8.7374001,4.6271,,,10.0266,,,9.7434998,9.5829,10.9082,12.9272,,,,,,8.6392002
11.5478,12.3326,13.4287,,,,,,,6.3276,5.2336998,,,,,7.6237001,14.4819,9.2362003,12.1546,,,12.6566,8.7496996,4.6740999,,,10.0531,,,9.7791996,9.6082001,10.9356,12.9598,,,,,,8.6801996
11.6101,12.3599,13.4533,,,,,,,6.3484001,5.2529001,,,,,7.6336999,14.5229,9.2736998,12.2184,,,12.6821,8.7791004,4.6945,,,10.0544,,,9.8135996,9.6880999,10.9811,13.0017,,,,,,8.7068996
11.6369,12.3819,13.4703,,,,,,,6.3754001,5.2726998,,,,,7.6476998,14.5628,9.2974997,12.2833,,,12.71,8.8267002,4.7200999,,,10.0749,,,9.8593998,9.7426996,11.0242,13.0361,,,,,,8.7472
11.6763,12.4109,13.4842,,,,,,,6.3955002,5.2849998,,,,,7.6935,14.5995,9.3323002,12.342,,,12.7346,8.8388996,4.7403002,,,10.0838,,,9.8964005,9.7882996,11.1276,13.0844,,,,,,8.7848997
11.7712,12.4398,13.5169,,,,,,,6.4197001,5.2916999,,,,,7.7037001,14.6336,9.3739004,12.4013,,,12.7611,8.8546,4.7684002,,,10.1186,,,9.9328003,9.8273001,11.1762,13.13,,,,,,8.8216
11.8772,12.4715,13.5399,,,,,,,6.4428,5.3151002,,,,,7.7371001,14.6641,9.4337997,12.4536,,,12.7925,8.8868999,4.7893,,,10.1526,,,9.9754,9.8541002,11.2172,13.1696,,,,,,8.8551998
11.9306,12.5044,13.556,,,,,,,6.4582,5.3334999,,,,,7.7575002,14.6927,9.4758997,12.5005,,,12.8228,8.9045,4.8098998,,,10.1952,,,10.0136,9.8999004,11.253,13.2061,,,,,,8.8895998
11.9807,12.5519,13.5941,,,,,,,6.4754,5.3518,,,,,7.7751999,14.7314,9.5016003,12.5786,,,12.85,8.9335003,4.8376002,,,10.2325,,,10.0484,9.9326,11.2785,13.2418,,,,,,8.9221001
12.0285,12.5769,13.6161,,,,,,,6.4921999,5.3768001,,,,,7.7954998,14.7654,9.5340004,12.6503,,,12.8809,8.9912996,4.8576999,,,10.2448,,,10.0866,9.9750996,11.3219,13.2834,,,,,,8.9551001
12.0872,12.5958,13.6416,,,,,,,6.5131001,5.3943,,,,,7.8204002,14.7967,9.5707998,12.7058,,,12.9153,9.0022001,4.8800998,,,10.2702,,,10.1266,10.0225,11.3653,13.3216,,,,,,8.9886999
12.1145,12.6335,13.6612,,,,,,,6.5293999,5.4141002,,,,,7.8375001,14.8334,9.6386003,12.7546,,,12.9423,9.0373001,4.9039001,,,10.3105,,,10.1666,10.0535,11.4232,13.3499,,,,,,9.0186996
